#OG_name	protein_names
OG_1431	protein|evm.model.Ap5.353 protein|evm.model.Ap5.354 NV2t003561001.1 Ahyacinthus14365-RA
OG_1432	protein|evm.model.Ap5.2561 NV2t002932001.1 Ahyacinthus14761-RA
OG_1433	protein|evm.model.Ap5.2408 NV2t003932001.1 NV2t003932002.1
OG_1434	protein|evm.model.Ap5.2610 Ahyacinthus14272-RA
OG_1435	protein|evm.model.Ap5.2451 protein|evm.model.Ap5.2453 NV2t003047001.1 NV2t003047002.1 NV2t003047003.1 NV2t003047004.1 NV2t003047005.1
OG_1436	protein|evm.model.Ap5.1145 NV2t003850001.1 Ahyacinthus13963-RA
OG_1437	protein|evm.model.Ap5.2929 NV2t003603001.1
OG_1438	protein|evm.model.Ap5.2786 NV2t003877001.1
OG_1439	protein|evm.model.Ap5.2239 NV2t003944001.1 Ahyacinthus14458-RA
OG_1440	protein|evm.model.Ap5.157 protein|evm.model.Ap5.147 NV2t003699001.1 NV2t003699002.1 NV2t003699003.1
OG_1441	protein|evm.model.Ap5.2287 NV2t003943001.1 Ahyacinthus14444-RA
OG_1442	protein|evm.model.Ap5.2949 NV2t002557001.1
OG_1443	protein|evm.model.Ap5.1141 protein|evm.model.Ap5.1141.1.5f15e4ab NV2t003483001.1 NV2t003483002.1 Ahyacinthus13974-RA
OG_1444	protein|evm.model.Ap5.1011 protein|evm.model.Ap5.1012 NV2t003697002.1
OG_1445	protein|evm.model.Ap8.2015 protein|evm.model.Ap12.2057 protein|evm.model.Ap4.115 NV2t018998001.1 NV2t019925001.1
OG_1446	protein|evm.model.Ap8.2600 protein|evm.model.Ap8.2598 Ahyacinthus00446-RA
OG_1447	protein|evm.model.Ap8.1161 Ahyacinthus00914-RA
OG_1448	protein|evm.model.Ap8.1050 NV2t017957001.1
OG_1449	protein|evm.model.Ap8.2624 protein|evm.model.Ap2.3586 Ahyacinthus00388-RA
OG_1450	protein|evm.model.Ap8.435 NV2t021265001.1 Ahyacinthus01430-RA
OG_1451	protein|evm.model.Ap8.442 protein|evm.model.Ap8.441 NV2t021262001.1 NV2t021262002.1 NV2t021263001.1
OG_1452	protein|evm.model.Ap8.1742 Ahyacinthus00062-RA
OG_1453	protein|evm.model.Ap8.161 NV2t022749001.1 Ahyacinthus01578-RA
OG_1454	protein|evm.model.Ap8.1682 protein|evm.model.Ap8.1682.1.5f15e7d1 Ahyacinthus00048-RA
OG_1455	protein|evm.model.Ap8.274 NV2t022676001.1 Ahyacinthus01488-RA
OG_1456	protein|evm.model.Ap8.453 NV2t022109001.1 Ahyacinthus01467-RA
OG_1457	protein|evm.model.Ap8.1747 NV2t008122001.1
OG_1458	protein|evm.model.Ap9.1056 Ahyacinthus15194-RA
OG_1459	protein|evm.model.Ap9.504 Ahyacinthus22908-RA
OG_1460	protein|evm.model.Ap9.505 NV2t006785001.1 Ahyacinthus22907-RA
OG_1461	protein|evm.model.Ap9.502 Ahyacinthus22910-RA
OG_1462	protein|evm.model.Ap4.1420 Ahyacinthus15282-RA
OG_1463	protein|evm.model.Ap9.1060 NV2t006451001.1 Ahyacinthus23063-RA
OG_1464	protein|evm.model.Ap9.2647.1.5f15e8a9 protein|evm.model.Ap9.2647 Ahyacinthus22621-RA
OG_1465	protein|evm.model.Ap9.308 NV2t006249001.1
OG_1466	protein|evm.model.Ap7.951 Ahyacinthus06566-RA
OG_1467	protein|evm.model.Ap7.2887 NV2t012012001.1
OG_1468	protein|evm.model.Ap7.2779 NV2t012258001.1 Ahyacinthus05601-RA
OG_1469	protein|evm.model.Ap7.1682 protein|evm.model.Ap7.1642 protein|evm.model.Ap1.2637 NV2t001502001.1
OG_1470	protein|evm.model.Ap7.1871 Ahyacinthus19177-RA Ahyacinthus04210-RA
OG_1471	protein|evm.model.Ap7.2462 Ahyacinthus05786-RA
OG_1472	protein|evm.model.Ap7.2464 NV2t011839001.1 NV2t011839002.1 NV2t011839003.1 NV2t011839004.1 Ahyacinthus05788-RA
OG_1473	protein|evm.model.Ap7.151 NV2t011774001.1 Ahyacinthus06691-RA
OG_1474	protein|evm.model.Ap7.1173 Ahyacinthus06347-RA
OG_1475	protein|evm.model.Ap6.3093 protein|evm.model.Ap6.3094 NV2t005088001.1 Ahyacinthus17938-RA
OG_1476	protein|evm.model.Ap6.2813 protein|evm.model.Ap6.2965 Ahyacinthus04586-RA
OG_1477	protein|evm.model.Ap6.448 Ahyacinthus03651-RA
OG_1478	protein|evm.model.Ap6.2988 NV2t008331001.1
OG_1479	protein|evm.model.Ap6.587 Ahyacinthus03742-RA
OG_1480	protein|evm.model.Ap6.2727 NV2t008974001.1 Ahyacinthus05167-RA
OG_1481	protein|evm.model.Ap6.1685 Ahyacinthus03876-RA
OG_1482	protein|evm.model.Ap6.241 Ahyacinthus03554-RA
OG_1483	protein|evm.model.Ap6.967_evm.model.Ap6.970 NV2t013274001.1 NV2t013274002.1 NV2t013272001.1 Ahyacinthus03774-RA Ahyacinthus03841-RA
OG_1484	protein|evm.model.Ap6.1499 Ahyacinthus04060-RA Ahyacinthus04061-RA
OG_1485	protein|evm.model.Ap6.2301 NV2t008569001.1 Ahyacinthus04978-RA
OG_1486	protein|evm.model.Ap6.1269 NV2t015003001.1 Ahyacinthus04397-RA
OG_1487	protein|evm.model.Ap6.649.1.5f15dd83 protein|evm.model.Ap6.649 NV2t013102001.1 Ahyacinthus03980-RA
OG_1488	protein|evm.model.Ap13.645 NV2t021137001.1 NV2t021095001.1
OG_1489	protein|evm.model.Ap13.641 NV2t020951001.1 Ahyacinthus20631-RA
OG_1490	protein|evm.model.Ap1.2096 protein|evm.model.Ap1.2095 protein|evm.model.Ap1.2098 protein|evm.model.Ap13.3181 protein|evm.model.Ap13.1524 protein|evm.model.Ap12.850 protein|evm.model.Ap13.1523 protein|evm.model.Ap12.849 NV2t009308001.1
OG_1491	protein|evm.model.Ap13.3001 NV2t020821001.1 NV2t020821002.1 Ahyacinthus21498-RA
OG_1492	protein|evm.model.Ap13.1850 NV2t020869001.1 Ahyacinthus21240-RA
OG_1493	protein|evm.model.Ap13.3146 NV2t019906001.1 NV2t019906002.1
OG_1494	protein|evm.model.Ap13.1235 NV2t019369001.1 Ahyacinthus21611-RA
OG_1495	protein|evm.model.Ap13.281 NV2t000085001.1
OG_1496	protein|evm.model.Ap13.1342.2.5f15def7 protein|evm.model.Ap13.1342 protein|evm.model.Ap13.1342.1.5f15def7 NV2t020215001.1 NV2t020215002.1
OG_1497	protein|evm.model.Ap13.191 Ahyacinthus20068-RA
OG_1498	protein|evm.model.Ap13.663 NV2t019835001.1
OG_1499	protein|evm.model.Ap13.1363 NV2t021126001.1
OG_1500	protein|evm.model.Ap2.2252 protein|evm.model.Ap2.2251 NV2t010575002.1 NV2t010575004.1 NV2t010575003.1 NV2t010575006.1 NV2t010575007.1 NV2t010575001.1 NV2t010575005.1
OG_1501	protein|evm.model.Ap2.2750 Ahyacinthus24778-RA
OG_1502	protein|evm.model.Ap2.904 NV2t017966001.1
OG_1503	protein|evm.model.Ap2.208 protein|evm.model.Ap2.202 NV2t017679001.1
OG_1504	protein|evm.model.Ap2.3396 NV2t014216001.1 Ahyacinthus11956-RA
OG_1505	protein|evm.model.Ap2.1134 NV2t018515001.1
OG_1506	protein|evm.model.Ap2.1905 NV2t019272001.1 NV2t019272002.1 NV2t019272003.1 NV2t019272004.1 Ahyacinthus12259-RA
OG_1507	protein|evm.model.Ap2.3678 NV2t016264001.1 Ahyacinthus12546-RA
OG_1508	protein|evm.model.Ap2.2361 protein|evm.model.Ap2.2360 NV2t009542001.1 NV2t009542002.1 NV2t009542003.1 NV2t009542004.1 Ahyacinthus12327-RA Ahyacinthus12328-RA
OG_1509	protein|evm.model.Ap2.3352 NV2t022440001.1
OG_1510	protein|evm.model.Ap2.4000 Ahyacinthus23013-RA
OG_1511	protein|evm.model.Ap2.1506 NV2t018815001.1
OG_1512	protein|evm.model.Ap2.684 Ahyacinthus18917-RA Ahyacinthus18916-RA
OG_1513	protein|evm.model.Ap2.2135 NV2t010319001.1
OG_1514	protein|evm.model.Ap2.3656 NV2t001950001.1 Ahyacinthus12561-RA
OG_1515	protein|evm.model.Ap2.1256 NV2t017908001.1 NV2t017908002.1 Ahyacinthus10935-RA
OG_1516	protein|evm.model.Ap2.1511 NV2t018821001.1 NV2t018821002.1
OG_1517	protein|evm.model.Ap2.1418 NV2t018770001.1
OG_1518	protein|evm.model.Ap2.3909 NV2t013900001.1 NV2t013908001.1
OG_1519	protein|evm.model.Ap2.3345_evm.model.Ap2.3347.1.5f1691ff protein|evm.model.Ap2.3345_evm.model.Ap2.3347 NV2t014781001.1 Ahyacinthus11982-RA
OG_1520	protein|evm.model.Ap1.3299 NV2t024569001.1
OG_1521	protein|evm.model.Ap1.96 protein|evm.model.Ap1.97 NV2t023532001.1
OG_1522	protein|evm.model.Ap1.1279 Ahyacinthus09435-RA
OG_1523	protein|evm.model.Ap1.2732 Ahyacinthus10100-RA Ahyacinthus10101-RA
OG_1524	protein|evm.model.Ap1.3595 protein|evm.model.Ap1.3630 NV2t007774001.1
OG_1525	protein|evm.model.Ap1.3598 Ahyacinthus10642-RA
OG_1526	protein|evm.model.Ap1.3357 Ahyacinthus23952-RA Ahyacinthus00538-RA
OG_1527	protein|evm.model.Ap1.2699 NV2t024893002.1 NV2t024893001.1 Ahyacinthus10008-RA
OG_1528	protein|evm.model.Ap1.2715 NV2t025214001.1 Ahyacinthus10117-RA
OG_1529	protein|evm.model.Ap1.2474 Ahyacinthus10138-RA
OG_1530	protein|evm.model.Ap1.3372 NV2t025693001.1 NV2t025693002.1 Ahyacinthus10494-RA
OG_1531	protein|evm.model.Ap1.3447.1.5f15e3df protein|evm.model.Ap1.3447 NV2t024746001.1 Ahyacinthus10577-RA
OG_1532	protein|evm.model.Ap1.1372 NV2t017472001.1 NV2t017472002.1
OG_1533	protein|evm.model.Ap1.1111 NV2t024046001.1 Ahyacinthus09689-RA
OG_1534	protein|evm.model.Ap1.2451 Ahyacinthus19442-RA
OG_1535	protein|evm.model.Ap4.5854 NV2t005431001.1
OG_1536	protein|evm.model.Ap4.3490 protein|evm.model.Ap4.3484 Ahyacinthus24843-RA
OG_1537	protein|evm.model.Ap4.2426 protein|evm.model.Ap4.3135 Ahyacinthus23770-RA
OG_1538	protein|evm.model.Ap4.2424 Ahyacinthus07540-RA Ahyacinthus07591-RA
OG_1539	protein|evm.model.Ap4.2247 NV2t004833001.1 Ahyacinthus04257-RA
OG_1540	protein|evm.model.Ap4.4470 Ahyacinthus09336-RA
OG_1541	protein|evm.model.Ap4.3517 NV2t011702001.1 Ahyacinthus23838-RA
OG_1542	protein|evm.model.Ap4.5300 NV2t005021003.1 NV2t005021001.1 NV2t005021002.1
OG_1543	protein|evm.model.Ap4.7013 NV2t004476004.1 NV2t004476003.1 NV2t004476001.1 NV2t004476002.1 Ahyacinthus16659-RA
OG_1544	protein|evm.model.Ap4.1454 Ahyacinthus22040-RA
OG_1545	protein|evm.model.Ap4.4724 NV2t004545001.1
OG_1546	protein|evm.model.Ap4.6184 NV2t004131001.1
OG_1547	protein|evm.model.Ap4.2941 protein|evm.model.Ap4.2996 Ahyacinthus05981-RA
OG_1548	protein|evm.model.Ap4.5617 NV2t004999001.1
OG_1549	protein|evm.model.Ap4.5897 Ahyacinthus24991-RA
OG_1550	protein|evm.model.Ap4.4261 protein|evm.model.Ap14.1256 protein|evm.model.Ap4.3348 Ahyacinthus07245-RA
OG_1551	protein|evm.model.Ap4.2787 Ahyacinthus05972-RA Ahyacinthus05973-RA
OG_1552	protein|evm.model.Ap4.3959 Ahyacinthus20171-RA Ahyacinthus21727-RA
OG_1553	protein|evm.model.Ap4.7156.1.5f15e5ee protein|evm.model.Ap4.7156 Ahyacinthus16321-RA
OG_1554	protein|evm.model.Ap4.6173 NV2t004135001.1 Ahyacinthus16591-RA
OG_1555	protein|evm.model.Ap4.4792 Ahyacinthus18079-RA Ahyacinthus21965-RA
OG_1556	protein|evm.model.Ap4.5977 NV2t005314001.1 Ahyacinthus16446-RA
OG_1557	protein|evm.model.Ap4.7068 NV2t004324001.1
OG_1558	protein|evm.model.Ap4.2050 NV2t015326001.1
OG_1559	NV2t009239005.1 Ahyacinthus04493-RA
OG_1560	NV2t007527001.1 NV2t007529001.1 Ahyacinthus18613-RA
OG_1561	NV2t007749001.1 Ahyacinthus20023-RA
OG_1562	NV2t003396001.1 NV2t003396002.1 NV2t003396003.1 NV2t022153002.1 NV2t022153001.1 Ahyacinthus22387-RA
OG_1563	NV2t004025001.1 NV2t004025002.1 Ahyacinthus16771-RA
OG_1564	NV2t025130001.1 Ahyacinthus10115-RA
OG_1565	NV2t014083001.1 NV2t014084001.1 NV2t014076001.1 Ahyacinthus03626-RA
OG_1566	NV2t014952003.1 Ahyacinthus05814-RA
OG_1567	NV2t015297001.1 Ahyacinthus17126-RA
OG_1568	NV2t015422001.1 Ahyacinthus02016-RA
OG_1569	NV2t017228001.1 NV2t017228002.1 Ahyacinthus02281-RA
OG_1570	NV2t017305002.1 NV2t017305003.1 Ahyacinthus01976-RA
OG_1571	NV2t019174001.1 Ahyacinthus19720-RA
OG_1572	NV2t019592001.1 Ahyacinthus20512-RA
OG_1573	NV2t002136001.1 Ahyacinthus03905-RA
OG_1574	Ahyacinthus15413-RA protein|evm.model.Ap8.259 protein|evm.model.Ap8.262
OG_1575	protein|evm.model.Ap4.639 NV2t014341001.1 Ahyacinthus15433-RA
OG_1576	NV2t013119001.1 NV2t013119002.1 NV2t013119003.1 NV2t013119004.1 NV2t013119005.1 NV2t013119006.1 Ahyacinthus15435-RA protein|evm.model.Ap4.637
OG_1577	protein|evm.model.Ap4.599 Ahyacinthus15444-RA NV2t013791001.1 NV2t013791002.1 NV2t013791003.1
OG_1578	NV2t006139001.1 Ahyacinthus15445-RA protein|evm.model.Ap4.595
OG_1579	NV2t004542001.1 NV2t004542002.1 NV2t004542003.1 protein|evm.model.Ap4.4747 protein|evm.model.Ap4.4727 Ahyacinthus15477-RA Ahyacinthus15478-RA
OG_1580	NV2t004206001.1 Ahyacinthus15480-RA protein|evm.model.Ap4.4738
OG_1581	NV2t004881001.1 Ahyacinthus15484-RA protein|evm.model.Ap4.4964
OG_1582	Ahyacinthus15493-RA NV2t004746001.1 protein|evm.model.Ap4.4764
OG_1583	protein|evm.model.Ap4.4765 NV2t004538001.1 Ahyacinthus15486-RA Ahyacinthus15490-RA Ahyacinthus15492-RA
OG_1584	protein|evm.model.Ap4.4761 NV2t004551001.1 Ahyacinthus15496-RA
OG_1585	protein|evm.model.Ap4.4974.1.5f15e150 protein|evm.model.Ap4.4974 NV2t003990001.1 Ahyacinthus15517-RA Ahyacinthus15518-RA
OG_1586	NV2t003987004.1 NV2t003987001.1 NV2t003987002.1 NV2t003987003.1 Ahyacinthus15613-RA protein|evm.model.Ap4.4978
OG_1587	NV2t003989001.1 protein|evm.model.Ap4.4976 Ahyacinthus15614-RA
OG_1588	NV2t004083001.1 NV2t004083002.1 protein|evm.model.Ap4.5068_evm.model.Ap4.5070 Ahyacinthus15616-RA
OG_1589	protein|evm.model.Ap4.5062 NV2t004079001.1 Ahyacinthus15618-RA
OG_1590	protein|evm.model.Ap4.5038 Ahyacinthus15620-RA NV2t005263001.1
OG_1591	NV2t004469001.1 protein|evm.model.Ap4.5037.1.5f15e15a protein|evm.model.Ap4.5037 Ahyacinthus15619-RA
OG_1592	protein|evm.model.Ap4.5054 NV2t004735001.1 Ahyacinthus15625-RA Ahyacinthus15626-RA Ahyacinthus15627-RA
OG_1593	NV2t004745003.1 NV2t004745002.1 NV2t004745001.1 protein|evm.model.Ap4.5016 Ahyacinthus15639-RA
OG_1594	Ahyacinthus15642-RA Ahyacinthus15643-RA Ahyacinthus15644-RA protein|evm.model.Ap4.5010 NV2t005063001.1 NV2t005063002.1
OG_1595	Ahyacinthus26954-RA Ahyacinthus15641-RA protein|evm.model.Ap4.5012
OG_1596	protein|evm.model.Ap4.5063 NV2t004080001.1 Ahyacinthus15646-RA
OG_1597	protein|evm.model.Ap4.6461 Ahyacinthus15649-RA NV2t004318001.1 NV2t004318002.1
OG_1598	protein|evm.model.Ap4.5009 NV2t005040001.1 Ahyacinthus15645-RA
OG_1599	Ahyacinthus15657-RA NV2t004337001.1 protein|evm.model.Ap4.6496
OG_1600	Ahyacinthus15665-RA protein|evm.model.Ap4.6500 NV2t004341001.1 NV2t004341002.1
OG_1601	Ahyacinthus15666-RA NV2t004001001.1 protein|evm.model.Ap4.6502
OG_1602	Ahyacinthus15667-RA NV2t003985001.1 protein|evm.model.Ap4.6503
OG_1603	protein|evm.model.Ap4.6532 NV2t005077001.1 Ahyacinthus15684-RA
OG_1604	protein|evm.model.Ap4.6528 NV2t004626001.1 Ahyacinthus15678-RA
OG_1605	Ahyacinthus15677-RA protein|evm.model.Ap4.6527
OG_1606	Ahyacinthus15687-RA NV2t004360001.1 protein|evm.model.Ap4.6536
OG_1607	NV2t004440001.1 NV2t004440003.1 protein|evm.model.Ap4.6542 Ahyacinthus15689-RA
OG_1608	Ahyacinthus15686-RA NV2t004359002.1 NV2t004359003.1 protein|evm.model.Ap4.6535
OG_1609	NV2t004873001.1 NV2t004873002.1 Ahyacinthus15693-RA protein|evm.model.Ap4.6754
OG_1610	protein|evm.model.Ap4.6777 NV2t004117001.1 Ahyacinthus15705-RA
OG_1611	protein|evm.model.Ap4.6768 Ahyacinthus15708-RA NV2t004356001.1 NV2t004356002.1
OG_1612	NV2t004114001.1 protein|evm.model.Ap4.6761 Ahyacinthus15710-RA
OG_1613	protein|evm.model.Ap4.6560 NV2t004166001.1 NV2t004166002.1 Ahyacinthus15713-RA
OG_1614	protein|evm.model.Ap4.6562 Ahyacinthus15714-RA NV2t004147001.1
OG_1615	Ahyacinthus15731-RA protein|evm.model.Ap4.6602
OG_1616	Ahyacinthus15729-RA protein|evm.model.Ap4.6589
OG_1617	NV2t004363002.1 NV2t004363001.1 protein|evm.model.Ap4.6634 Ahyacinthus15759-RA
OG_1618	Ahyacinthus15760-RA protein|evm.model.Ap4.6635 NV2t005037001.1
OG_1619	NV2t004584001.1 Ahyacinthus15764-RA protein|evm.model.Ap4.6641
OG_1620	NV2t004631001.1 protein|evm.model.Ap4.6645 Ahyacinthus15767-RA
OG_1621	NV2t004578001.1 protein|evm.model.Ap4.6642 Ahyacinthus15765-RA Ahyacinthus15766-RA
OG_1622	protein|evm.model.Ap4.6659 Ahyacinthus15773-RA
OG_1623	NV2t004284001.1 NV2t004284002.1 NV2t004284003.1 protein|evm.model.Ap4.6658 Ahyacinthus15770-RA Ahyacinthus15771-RA
OG_1624	protein|evm.model.Ap4.6665 NV2t004993001.1 NV2t004993002.1 Ahyacinthus15774-RA
OG_1625	NV2t004598001.1 protein|evm.model.Ap4.6675 Ahyacinthus15783-RA Ahyacinthus15781-RA Ahyacinthus15782-RA
OG_1626	NV2t004229003.1 NV2t004229001.1 NV2t004229002.1 Ahyacinthus15800-RA protein|evm.model.Ap4.6737
OG_1627	protein|evm.model.Ap4.6739 NV2t004227001.1 NV2t004227002.1 NV2t004227003.1 NV2t004227004.1 Ahyacinthus15803-RA
OG_1628	protein|evm.model.Ap4.6740 NV2t005355001.1 Ahyacinthus15804-RA
OG_1629	protein|evm.model.Ap4.6741 NV2t005354001.1 NV2t005354002.1 Ahyacinthus15805-RA Ahyacinthus15806-RA
OG_1630	protein|evm.model.Ap4.6808 NV2t004143001.1 NV2t004143002.1 Ahyacinthus15816-RA
OG_1631	Ahyacinthus15824-RA NV2t004683001.1 NV2t004683002.1 protein|evm.model.Ap4.6828
OG_1632	Ahyacinthus15827-RA Ahyacinthus15828-RA NV2t003967001.1 NV2t003967002.1 NV2t003967003.1 NV2t003967004.1 protein|evm.model.Ap4.6833_evm.model.Ap4.6834
OG_1633	Ahyacinthus15822-RA protein|evm.model.Ap4.6825
OG_1634	NV2t004678001.1 protein|evm.model.Ap4.6840 Ahyacinthus15834-RA
OG_1635	Ahyacinthus15831-RA NV2t004681001.1 protein|evm.model.Ap4.6837
OG_1636	NV2t003968001.1 Ahyacinthus15829-RA protein|evm.model.Ap4.6835
OG_1637	NV2t003974001.1 Ahyacinthus15842-RA protein|evm.model.Ap4.7305
OG_1638	protein|evm.model.Ap4.7307 Ahyacinthus15853-RA NV2t003972001.1
OG_1639	NV2t004489001.1 protein|evm.model.Ap4.7309 Ahyacinthus15854-RA
OG_1640	NV2t003973001.1 Ahyacinthus15852-RA protein|evm.model.Ap4.7306
OG_1641	NV2t004445001.1 Ahyacinthus15858-RA protein|evm.model.Ap4.7344
OG_1642	Ahyacinthus15878-RA NV2t004098001.1 protein|evm.model.Ap4.7329
OG_1643	protein|evm.model.Ap4.7321 Ahyacinthus15883-RA NV2t004107001.1 NV2t004107002.1
OG_1644	NV2t004101001.1 Ahyacinthus15879-RA protein|evm.model.Ap4.7330
OG_1645	NV2t004852001.1 Ahyacinthus15888-RA protein|evm.model.Ap4.7363.1.5f15e65b protein|evm.model.Ap4.7363
OG_1646	protein|evm.model.Ap4.7365 Ahyacinthus15890-RA NV2t005359001.1
OG_1647	NV2t003995001.1 NV2t003995002.1 protein|evm.model.Ap4.5958 Ahyacinthus15896-RA
OG_1648	NV2t004109002.1 NV2t004109003.1 NV2t004109004.1 NV2t004109001.1 protein|evm.model.Ap4.5954 Ahyacinthus15900-RA
OG_1649	protein|evm.model.Ap4.5951 Ahyacinthus15901-RA
OG_1650	protein|evm.model.Ap4.5933 NV2t020334001.1 Ahyacinthus15910-RA
OG_1651	NV2t004552001.1 protein|evm.model.Ap4.5915 Ahyacinthus15919-RA
OG_1652	NV2t005149001.1 Ahyacinthus15927-RA protein|evm.model.Ap4.5884
OG_1653	protein|evm.model.Ap4.5882 Ahyacinthus15928-RA NV2t003980001.1
OG_1654	Ahyacinthus15924-RA NV2t004560001.1 protein|evm.model.Ap4.5887
OG_1655	protein|evm.model.Ap4.5878 Ahyacinthus15931-RA NV2t004742003.1 NV2t004742002.1
OG_1656	protein|evm.model.Ap4.7070 protein|evm.model.Ap13.1292 NV2t004328001.1 NV2t019888001.1 NV2t006110004.1 NV2t006110001.1 NV2t006110002.1 NV2t006110003.1
OG_1657	Ahyacinthus16637-RA protein|evm.model.Ap1.1479.1.5f15dfee protein|evm.model.Ap1.1479 Ahyacinthus09312-RA NV2t023939001.1
OG_1658	protein|evm.model.Ap4.5875 Ahyacinthus15933-RA NV2t004509001.1
OG_1659	protein|evm.model.Ap4.5872 NV2t005434001.1 Ahyacinthus15935-RA Ahyacinthus15936-RA Ahyacinthus15937-RA
OG_1660	NV2t004943001.1 Ahyacinthus15941-RA protein|evm.model.Ap4.5867
OG_1661	protein|evm.model.Ap4.5853 Ahyacinthus15954-RA
OG_1662	Ahyacinthus15959-RA protein|evm.model.Ap4.5806 NV2t004866001.1
OG_1663	NV2t004862001.1 NV2t004862002.1 NV2t002822001.1 Ahyacinthus15962-RA protein|evm.model.Ap4.5803
OG_1664	NV2t004867001.1 Ahyacinthus15958-RA protein|evm.model.Ap4.5807 Ahyacinthus15957-RA
OG_1665	protein|evm.model.Ap4.5805 Ahyacinthus15960-RA NV2t004865001.1
OG_1666	NV2t004152001.1 Ahyacinthus15964-RA protein|evm.model.Ap4.5740
OG_1667	protein|evm.model.Ap4.5724.1.5f15e2e3 protein|evm.model.Ap4.5724 NV2t004149001.1 NV2t004149002.1 Ahyacinthus15970-RA
OG_1668	Ahyacinthus15981-RA Ahyacinthus15982-RA Ahyacinthus15983-RA protein|evm.model.Ap4.5697 NV2t005325001.1
OG_1669	NV2t005326001.1 NV2t005326002.1 Ahyacinthus15979-RA protein|evm.model.Ap4.5698
OG_1670	Ahyacinthus15990-RA protein|evm.model.Ap4.5689
OG_1671	protein|evm.model.Ap4.5694 Ahyacinthus15984-RA NV2t004714001.1 NV2t004714002.1
OG_1672	Ahyacinthus16023-RA NV2t004290001.1 protein|evm.model.Ap4.5644
OG_1673	Ahyacinthus16011-RA Ahyacinthus16012-RA protein|evm.model.Ap4.5651 NV2t018297001.1 NV2t018297002.1 NV2t018297003.1
OG_1674	protein|evm.model.Ap4.5650 NV2t004932001.1 NV2t004933001.1 NV2t004933002.1 NV2t004933003.1 NV2t004933004.1 NV2t004933005.1 NV2t004933006.1 Ahyacinthus16017-RA Ahyacinthus16018-RA
OG_1675	Ahyacinthus16022-RA NV2t004295001.1 protein|evm.model.Ap4.5645
OG_1676	NV2t004502001.1 NV2t004502002.1 NV2t004502003.1 NV2t004502004.1 protein|evm.model.Ap4.5605 Ahyacinthus16036-RA
OG_1677	protein|evm.model.Ap4.5609 NV2t004501001.1 Ahyacinthus16039-RA Ahyacinthus16040-RA
OG_1678	NV2t004042001.1 NV2t004042002.1 Ahyacinthus16052-RA protein|evm.model.Ap4.5531
OG_1679	NV2t004907001.1 NV2t004907002.1 Ahyacinthus16066-RA protein|evm.model.Ap4.5512
OG_1680	Ahyacinthus16067-RA protein|evm.model.Ap4.5511
OG_1681	protein|evm.model.Ap4.5517 NV2t004903001.1 Ahyacinthus16059-RA Ahyacinthus16060-RA Ahyacinthus16061-RA
OG_1682	protein|evm.model.Ap4.5513 NV2t004906001.1 NV2t004906002.1 Ahyacinthus16063-RA Ahyacinthus16064-RA Ahyacinthus16065-RA
OG_1683	NV2t004720001.1 NV2t004720002.1 protein|evm.model.Ap4.5499 Ahyacinthus16076-RA
OG_1684	protein|evm.model.Ap4.5498 NV2t005251001.1 Ahyacinthus16077-RA
OG_1685	NV2t005242001.1 NV2t005242002.1 NV2t005242003.1 NV2t005242004.1 NV2t005242005.1 Ahyacinthus16081-RA protein|evm.model.Ap4.5496 Ahyacinthus16083-RA
OG_1686	NV2t004039001.1 NV2t004039002.1 Ahyacinthus16106-RA Ahyacinthus16105-RA protein|evm.model.Ap4.5424
OG_1687	NV2t004343001.1 NV2t004343002.1 Ahyacinthus16110-RA protein|evm.model.Ap4.5412
OG_1688	Ahyacinthus16112-RA protein|evm.model.Ap4.5410 NV2t004352003.1 NV2t004352004.1 NV2t004352001.1 NV2t004352002.1
OG_1689	protein|evm.model.Ap4.5405.1.5f15e211 protein|evm.model.Ap4.5405 Ahyacinthus16117-RA NV2t005478001.1 NV2t005478002.1 NV2t005478003.1 NV2t005475001.1 NV2t005475002.1
OG_1690	NV2t003998001.1 Ahyacinthus16120-RA protein|evm.model.Ap4.5400
OG_1691	Ahyacinthus16150-RA protein|evm.model.Ap4.5368_evm.model.Ap4.5386 protein|evm.model.Ap4.5368_evm.model.Ap4.5386.1.5f1690ea NV2t004639001.1
OG_1692	NV2t004636001.1 NV2t004636002.1 NV2t004636003.1 NV2t004636004.1 NV2t004636005.1 NV2t004636006.1 protein|evm.model.Ap4.5361 Ahyacinthus16151-RA
OG_1693	NV2t004591001.1 Ahyacinthus16160-RA protein|evm.model.Ap4.5349
OG_1694	Ahyacinthus16159-RA protein|evm.model.Ap4.5346_evm.model.Ap4.5348 NV2t004592001.1 NV2t004592002.1
OG_1695	protein|evm.model.Ap4.5357.1.5f15e1f0 protein|evm.model.Ap4.5357 NV2t004849001.1 Ahyacinthus16164-RA
OG_1696	Ahyacinthus16170-RA NV2t005019001.1 NV2t005019002.1 NV2t005019003.1 NV2t005019004.1 NV2t005019005.1 protein|evm.model.Ap4.5302
OG_1697	NV2t005397001.1 NV2t005397002.1 NV2t005397003.1 NV2t005397004.1 NV2t005397005.1 Ahyacinthus16181-RA protein|evm.model.Ap4.5294
OG_1698	Ahyacinthus16183-RA protein|evm.model.Ap4.5291
OG_1699	Ahyacinthus16184-RA NV2t004738001.1 protein|evm.model.Ap4.5290
OG_1700	NV2t004381001.1 protein|evm.model.Ap4.5252 Ahyacinthus16217-RA
