Coords	Name	MIRNA	apoc_2_S31_L001_R1_001_trim_condensed	apoc_3_S32_L001_R1_001_trim_condensed	apoc_4_S33_L001_R1_001_trim_condensed
Ap5:22602641-22603073	Cluster_992	N	44	7	12
Ap5:22603430-22603858	Cluster_993	N	46	3	3
Ap5:22604150-22604583	Cluster_994	N	76	9	15
Ap5:22610680-22611112	Cluster_995	N	50	4	5
Ap5:22615967-22616753	Cluster_996	N	231	26	7
Ap5:22623992-22624423	Cluster_997	N	48	3	4
Ap5:22625615-22626047	Cluster_998	N	34	6	10
Ap5:22649949-22650363	Cluster_999	N	0	1	19
Ap5:22851203-22851619	Cluster_1000	N	3	16	11
Ap5:22858478-22858895	Cluster_1001	N	17	4	0
Ap5:22994312-22994728	Cluster_1002	N	0	166	197
Ap5:23000157-23000571	Cluster_1003	N	0	0	25
Ap5:23259904-23260320	Cluster_1004	N	0	1	41
Ap5:23458229-23458643	Cluster_1005	N	0	0	19
Ap5:23622211-23622703	Cluster_1006	N	418	148	314
Ap5:23633163-23633679	Cluster_1007	N	214	1261	195
Ap5:24209239-24209657	Cluster_1008	N	10	22	11
Ap5:24326591-24327009	Cluster_1009	N	0	6	71
Ap5:24376096-24376514	Cluster_1010	N	6	66	37
Ap5:24596951-24597368	Cluster_1011	N	3	39	22
Ap5:24926985-24927405	Cluster_1012	N	27	31	52
Ap5:25056071-25056489	Cluster_1013	N	0	6	159
Ap5:25082759-25083174	Cluster_1014	N	0	0	99
Ap5:25232583-25233015	Cluster_1015	N	50	17	15
Ap5:25235694-25236117	Cluster_1016	N	21	11	10
Ap5:25295909-25296325	Cluster_1017	N	6	1	12
Ap5:25304011-25304437	Cluster_1018	N	9	4	20
Ap5:25702642-25703088	Cluster_1019	N	19	839	807
Ap5:25968652-25969067	Cluster_1020	N	0	0	27
Ap5:26156745-26157164	Cluster_1021	N	23	28	24
Ap5:26209685-26210101	Cluster_1022	N	1	24	20
Ap5:26254335-26254751	Cluster_1023	N	0	15	24
Ap5:26425879-26426293	Cluster_1024	N	0	11	10
Ap5:26720740-26721157	Cluster_1025	N	0	16	8
Ap5:26784070-26784484	Cluster_1026	N	1	12	8
Ap5:27040540-27040955	Cluster_1027	N	3	21	2
Ap5:27047477-27047894	Cluster_1028	N	1	72	65
Ap5:27052088-27052503	Cluster_1029	N	1	14	7
Ap5:27077572-27077996	Cluster_1030	N	26	25	19
Ap5:27198681-27199102	Cluster_1031	N	60	57	45
Ap5:27344022-27344437	Cluster_1032	N	8	4	9
Ap5:27628204-27628623	Cluster_1033	N	16	0	5
Ap5:27700449-27700867	Cluster_1034	N	9	34	27
Ap5:27742772-27743187	Cluster_1035	N	3	23	12
Ap5:27818568-27818983	Cluster_1036	N	2	6	15
Ap5:27836674-27837206	Cluster_1037	N	66	4	10
Ap5:27892925-27893341	Cluster_1038	N	5	10	11
Ap5:28044828-28045245	Cluster_1039	N	10	18	9
Ap5:28188812-28189228	Cluster_1040	N	14	20	27
Ap5:28207412-28207822	Cluster_1041	N	0	2	22
Ap5:28446272-28446687	Cluster_1042	N	0	0	53
Ap5:28618877-28619295	Cluster_1043	N	51	13	5
Ap5:28707570-28708010	Cluster_1044	N	48	8	3
Ap5:28975975-28976391	Cluster_1045	N	10	11	2
Ap5:29085783-29086199	Cluster_1046	N	4	23	19
Ap5:29331784-29332256	Cluster_1047	N	135	30	27
Ap5:29333535-29333980	Cluster_1048	N	3692	6	23
Ap5:29337221-29337636	Cluster_1049	N	1	8	12
Ap5:29395014-29395525	Cluster_1050	N	113	15	25
Ap5:29429111-29429528	Cluster_1051	N	6	56	42
Ap5:29486601-29487017	Cluster_1052	N	16	9	6
Ap5:29528254-29528666	Cluster_1053	N	1	6	11
Ap5:29798250-29798670	Cluster_1054	N	21	3	1
Ap5:29798720-29799201	Cluster_1055	N	80	27	24
Ap5:29802295-29802715	Cluster_1056	N	34	0	0
Ap5:29902261-29902680	Cluster_1057	N	28	5	0
Ap5:29902779-29903206	Cluster_1058	N	39	5	2
Ap5:30034090-30034506	Cluster_1059	N	0	8	25
Ap5:30100911-30101326	Cluster_1060	N	5	5	11
Ap8:55614-56030	Cluster_1061	N	31	1	5
Ap8:334688-335102	Cluster_1062	N	1	14	11
Ap8:345898-346311	Cluster_1063	N	1	1	16
Ap8:384362-384776	Cluster_1064	N	0	26	0
Ap8:525411-525825	Cluster_1065	N	0	4	16
Ap8:699210-699625	Cluster_1066	N	0	4	32
Ap8:736421-736839	Cluster_1067	N	7	14	18
Ap8:804566-804982	Cluster_1068	N	11	5	9
Ap8:828290-828704	Cluster_1069	N	0	0	23
Ap8:832964-833389	Cluster_1070	N	28	76	59
Ap8:899506-899927	Cluster_1071	N	9	45	36
Ap8:933785-934201	Cluster_1072	N	35	50	70
Ap8:1099938-1100360	Cluster_1073	N	20	2	2
Ap8:1129013-1129430	Cluster_1074	N	25	20	34
Ap8:1390045-1390464	Cluster_1075	N	50	332	226
Ap8:1569914-1570329	Cluster_1076	N	2	9	8
Ap8:1574288-1574703	Cluster_1077	N	0	33	32
Ap8:1739725-1740220	Cluster_1078	N	106	14	22
Ap8:1794766-1795181	Cluster_1079	N	2	9	14
Ap8:1916183-1916599	Cluster_1080	N	0	37	18
Ap8:2221024-2221442	Cluster_1081	N	9	6	6
Ap8:2257564-2257980	Cluster_1082	N	4	11	42
Ap8:2364330-2364765	Cluster_1083	N	17	0	6
Ap8:2364868-2365350	Cluster_1084	N	608	69	51
Ap8:2365570-2366312	Cluster_1085	N	549	79	51
Ap8:2367674-2368113	Cluster_1086	N	58	9	2
Ap8:2374154-2374573	Cluster_1087	N	30	6	3
Ap8:2602916-2603331	Cluster_1088	N	29	8	2
Ap8:2617104-2617519	Cluster_1089	N	1	0	23
Ap8:2630736-2631153	Cluster_1090	N	37	326	197
Ap8:2749696-2750110	Cluster_1091	N	0	7	11
Ap8:2757831-2758248	Cluster_1092	N	20	2	3
Ap8:2888884-2889301	Cluster_1093	N	2	24	11
Ap8:3238959-3239376	Cluster_1094	N	241	50	24
Ap8:3333072-3333489	Cluster_1095	N	0	27	26
Ap8:3535748-3536166	Cluster_1096	N	0	0	48
Ap8:3718192-3718607	Cluster_1097	N	0	0	37
Ap8:4190085-4190501	Cluster_1098	N	6	43	30
Ap8:4567915-4568332	Cluster_1099	N	124	263	328
Ap8:4792468-4792891	Cluster_1100	N	24	1	12
Ap8:4975259-4975674	Cluster_1101	N	20	1	0
Ap8:5033848-5034262	Cluster_1102	N	1	12	9
Ap8:5094303-5094722	Cluster_1103	N	11	18	17
Ap8:5106845-5107263	Cluster_1104	N	35	161	118
Ap8:5255147-5255564	Cluster_1105	N	8	20	26
Ap8:5399530-5399949	Cluster_1106	N	31	20	21
Ap8:5472450-5472866	Cluster_1107	N	3	13	18
Ap8:5894272-5894689	Cluster_1108	N	59	524	645
Ap8:6206805-6207221	Cluster_1109	N	2	7	15
Ap8:6362365-6362783	Cluster_1110	N	19	16	13
Ap8:6584080-6584497	Cluster_1111	N	29	37	24
Ap8:6627748-6628165	Cluster_1112	N	10	9	3
Ap8:6757144-6757559	Cluster_1113	N	19	14	3
Ap8:6874845-6875312	Cluster_1114	N	600	1992	2022
Ap8:6875446-6875882	Cluster_1115	N	159	11	63
Ap8:7054024-7054439	Cluster_1116	N	0	1	26
Ap8:7066840-7067254	Cluster_1117	N	4	8	9
Ap8:7121790-7122203	Cluster_1118	N	0	13	7
Ap8:7178729-7179146	Cluster_1119	N	12	196	126
Ap8:7318177-7318594	Cluster_1120	N	8	18	11
Ap8:7561421-7561839	Cluster_1121	N	6	14	10
Ap8:7616385-7616800	Cluster_1122	N	13	13	0
Ap8:7875868-7876282	Cluster_1123	N	1	14	12
Ap8:7931414-7931830	Cluster_1124	N	6	15	12
Ap8:8143685-8144099	Cluster_1125	N	0	0	23
Ap8:8305549-8305965	Cluster_1126	N	20	6	12
Ap8:8484583-8485000	Cluster_1127	N	16	5	15
Ap8:9173332-9173745	Cluster_1128	N	0	8	10
Ap8:9406416-9406834	Cluster_1129	N	7	6	23
Ap8:9455058-9455474	Cluster_1130	N	9	15	22
Ap8:9565513-9566054	Cluster_1131	N	851	163	102
Ap8:9584414-9584828	Cluster_1132	N	0	0	25
Ap8:9739592-9740010	Cluster_1133	N	3	15	29
Ap8:9981844-9982259	Cluster_1134	N	17	2	3
Ap8:10378426-10378843	Cluster_1135	N	3	8	30
Ap8:10560920-10561334	Cluster_1136	N	16	4	14
Ap8:10662864-10663282	Cluster_1137	N	28	75	49
Ap8:10667923-10668325	Cluster_1138	N	24	8	0
Ap8:10668790-10669191	Cluster_1139	N	19	0	3
Ap8:10705006-10705425	Cluster_1140	N	24	3	9
Ap8:10748125-10748541	Cluster_1141	N	0	20	12
Ap8:11229552-11229968	Cluster_1142	N	1	11	13
Ap8:11250915-11251332	Cluster_1143	N	2	14	5
Ap8:11456849-11457266	Cluster_1144	N	2	3	15
Ap8:11724934-11725351	Cluster_1145	N	6	42	38
Ap8:11996690-11997114	Cluster_1146	N	32	2	7
Ap8:12118392-12118806	Cluster_1147	N	2	7	11
Ap8:12119333-12119749	Cluster_1148	N	0	29	371
Ap8:12210847-12211265	Cluster_1149	N	9	36	13
Ap8:12834989-12835403	Cluster_1150	N	8	1	15
Ap8:12905199-12905614	Cluster_1151	N	1	13	10
Ap8:13227755-13228169	Cluster_1152	N	0	11	8
Ap8:13233297-13233712	Cluster_1153	N	2	10	22
Ap8:13374772-13375187	Cluster_1154	N	6	22	10
Ap8:13378518-13378935	Cluster_1155	N	3	11	30
Ap8:13403033-13403452	Cluster_1156	N	73	72	37
Ap8:13477730-13478147	Cluster_1157	N	30	11	0
Ap8:13754223-13754639	Cluster_1158	N	3	9	10
Ap8:13769501-13769917	Cluster_1159	N	3	1	20
Ap8:13907566-13907983	Cluster_1160	N	3	15	5
Ap8:13920466-13920941	Cluster_1161	N	1741	3	293
Ap8:14004399-14004814	Cluster_1162	N	1	71	9
Ap8:14245748-14246164	Cluster_1163	N	9	72	48
Ap8:14590912-14591382	Cluster_1164	N	51	127	79
Ap8:14842039-14842455	Cluster_1165	N	11	53	43
Ap8:15110489-15110905	Cluster_1166	N	10	19	5
Ap8:15481209-15481625	Cluster_1167	N	37	0	1
Ap8:16026364-16026781	Cluster_1168	N	565	1056	714
Ap8:16117841-16118258	Cluster_1169	N	7	57	44
Ap8:16210437-16210851	Cluster_1170	N	0	0	20
Ap8:16322553-16322967	Cluster_1171	N	0	2	37
Ap8:16581324-16581738	Cluster_1172	N	2	12	8
Ap8:16624499-16624914	Cluster_1173	N	12	14	13
Ap8:16637207-16637624	Cluster_1174	N	153	139	138
Ap8:16648466-16648884	Cluster_1175	N	51	15	15
Ap8:16653258-16653675	Cluster_1176	N	4	24	18
Ap8:16804290-16804710	Cluster_1177	N	4	17	25
Ap8:16815060-16815478	Cluster_1178	N	3	26	37
Ap8:17095811-17096271	Cluster_1179	N	2048	1243	223
Ap8:17288579-17288993	Cluster_1180	N	2	6	13
Ap8:18111700-18112117	Cluster_1181	N	0	0	30
Ap8:18128952-18129369	Cluster_1182	N	9	13	8
Ap8:18277787-18278203	Cluster_1183	N	69	32	29
Ap8:18342520-18342937	Cluster_1184	N	15	12	14
Ap8:18441427-18441841	Cluster_1185	N	0	0	22
Ap8:18466122-18466537	Cluster_1186	N	1	11	6
Ap8:18478926-18479344	Cluster_1187	N	0	3	849
Ap8:18566899-18567315	Cluster_1188	N	33	229	177
Ap8:19198929-19199344	Cluster_1189	N	0	13	9
Ap8:19201328-19201743	Cluster_1190	N	2	9	9
Ap8:19578806-19579231	Cluster_1191	N	7	25	13
Ap8:19719315-19719729	Cluster_1192	N	4	2	20
Ap8:19918686-19919101	Cluster_1193	N	2	10	17
Ap8:20095533-20095951	Cluster_1194	N	3	18	88
Ap8:20144481-20144898	Cluster_1195	N	4	35	17
Ap8:20276103-20276521	Cluster_1196	N	11	33	19
Ap8:20309467-20309883	Cluster_1197	N	32	31	37
Ap8:20328290-20328707	Cluster_1198	N	20	60	63
Ap8:21162900-21163322	Cluster_1199	N	3	38	26
Ap8:21599029-21599455	Cluster_1200	N	9183	906	1534
Ap8:21627548-21628038	Cluster_1201	N	33	6	2
Ap8:21669765-21670181	Cluster_1202	N	24	5	4
Ap8:22572854-22573270	Cluster_1203	N	3	6	149
Ap8:22794543-22794959	Cluster_1204	N	4	19	17
Ap8:23984838-23985257	Cluster_1205	N	159	120	125
Ap8:23988214-23988633	Cluster_1206	N	155	122	126
Ap8:24201725-24202142	Cluster_1207	N	39	10	15
Ap8:24209190-24209607	Cluster_1208	N	31	21	23
Ap8:24215865-24216280	Cluster_1209	N	2	13	28
Ap8:24321516-24321932	Cluster_1210	N	10	28	10
Ap8:24971495-24971910	Cluster_1211	N	1	4	18
Ap8:25002210-25002625	Cluster_1212	N	3	24	4
Ap8:25067479-25067894	Cluster_1213	N	12	7	1
Ap8:25144929-25145345	Cluster_1214	N	0	4	20
Ap8:25246250-25246666	Cluster_1215	N	0	0	196
Ap8:25261994-25262408	Cluster_1216	N	1	9	8
Ap8:25537486-25537903	Cluster_1217	N	20	0	5
Ap8:25696287-25696701	Cluster_1218	N	5	7	8
Ap8:25979269-25979686	Cluster_1219	N	25	44	31
Ap8:26020133-26020550	Cluster_1220	N	13	27	23
Ap8:26092942-26093358	Cluster_1221	N	3	59	37
Ap8:26125387-26125804	Cluster_1222	N	3	17	28
Ap8:26322534-26323011	Cluster_1223	N	887	69	70
Ap8:26621896-26622328	Cluster_1224	N	37	6	8
Ap8:26702643-26703058	Cluster_1225	N	0	2	194
Ap8:26740621-26741036	Cluster_1226	N	0	54	41
Ap8:26804987-26805403	Cluster_1227	N	4	22	9
Ap8:26858836-26859252	Cluster_1228	N	9	9	10
Ap8:27603163-27603578	Cluster_1229	N	1	22	30
Ap8:27742285-27742702	Cluster_1230	N	1	4	15
Ap8:28150764-28151180	Cluster_1231	N	3	12	13
Ap8:28217407-28217937	Cluster_1232	N	66	13	8
Ap8:28238392-28238809	Cluster_1233	N	24	2	6
Ap8:28240505-28240922	Cluster_1234	N	16	22	27
Ap8:28323496-28323912	Cluster_1235	N	9	6	4
Ap8:28436638-28437052	Cluster_1236	N	0	0	62
Ap8:28491491-28491906	Cluster_1237	N	18	2	0
Ap8:28546271-28546688	Cluster_1238	N	0	22	140
Ap8:28573831-28574248	Cluster_1239	N	11	26	8
Ap8:28669236-28669651	Cluster_1240	N	0	5	14
Ap8:28776898-28777325	Cluster_1241	N	150	311	259
Ap8:28798368-28798789	Cluster_1242	N	104	292	248
Ap8:29372720-29373135	Cluster_1243	N	12	42	39
Ap8:29558407-29558825	Cluster_1244	N	18	19	25
Ap8:29867167-29867583	Cluster_1245	N	2	20	11
Ap8:29982756-29983172	Cluster_1246	N	5	16	20
Ap8:30012734-30013148	Cluster_1247	N	1	7	21
Ap8:30158711-30159231	Cluster_1248	N	26	75	56
Ap8:30176707-30177122	Cluster_1249	N	3	16	9
Ap8:30421049-30421483	Cluster_1250	N	3	1	24
Ap8:30427114-30427547	Cluster_1251	N	25	1	1
Ap8:30427602-30428044	Cluster_1252	N	763	18	211
Ap8:30499069-30499485	Cluster_1253	N	9	7	5
Ap8:30579969-30580386	Cluster_1254	N	5	18	21
Ap8:30682004-30682421	Cluster_1255	N	9	27	18
Ap9:32149-32656	Cluster_1256	N	152	23	9
Ap9:112887-113302	Cluster_1257	N	2	7	12
Ap9:157059-157470	Cluster_1258	N	0	0	18
Ap9:218358-218788	Cluster_1259	N	34	6	2
Ap9:287864-288278	Cluster_1260	N	0	9	11
Ap9:606559-607048	Cluster_1261	N	342	41	50
Ap9:715700-716226	Cluster_1262	N	13853	11856	8505
Ap9:823507-823924	Cluster_1263	N	4	20	105
Ap9:1031023-1031438	Cluster_1264	N	1	1	17
Ap9:1086486-1087022	Cluster_1265	N	428	50	31
Ap9:1139124-1139652	Cluster_1266	N	89	6	11
Ap9:1147602-1148078	Cluster_1267	N	206	15	20
Ap9:1156513-1157036	Cluster_1268	N	93	9	3
Ap9:1281066-1281535	Cluster_1269	N	182	25	15
Ap9:1293751-1294220	Cluster_1270	N	183	31	17
Ap9:2174871-2175288	Cluster_1271	N	114	213	102
Ap9:2198077-2198493	Cluster_1272	N	52	162	245
Ap9:2216310-2216721	Cluster_1273	N	0	14	7
Ap9:2344546-2344960	Cluster_1274	N	0	1	27
Ap9:2623684-2624099	Cluster_1275	N	4	14	11
Ap9:2683261-2683681	Cluster_1276	N	27	39	34
Ap9:2742599-2743013	Cluster_1277	N	3	7	9
Ap9:2762453-2762868	Cluster_1278	N	5	10	7
Ap9:2776683-2777099	Cluster_1279	N	0	0	22
Ap9:2856265-2856680	Cluster_1280	N	1	20	29
Ap9:3165307-3165721	Cluster_1281	N	10	4	4
Ap9:3252045-3252460	Cluster_1282	N	0	5	14
Ap9:3289761-3290175	Cluster_1283	N	6	3	18
Ap9:3353904-3354321	Cluster_1284	N	2	92	56
Ap9:3470637-3471054	Cluster_1285	N	7	74	30
Ap9:3645134-3645548	Cluster_1286	N	0	0	22
Ap9:4444826-4445247	Cluster_1287	N	0	1	24
Ap9:5103373-5103789	Cluster_1288	N	98	183	121
Ap9:5244874-5245293	Cluster_1289	N	55	168	150
Ap9:5307495-5307910	Cluster_1290	N	2	6	11
Ap9:5328553-5328969	Cluster_1291	N	5	12	10
Ap9:5515020-5515435	Cluster_1292	N	1	12	9
Ap9:5698626-5699042	Cluster_1293	N	11	8	12
Ap9:5748210-5748626	Cluster_1294	N	1	20	16
Ap9:5854659-5855088	Cluster_1295	N	105	14	13
Ap9:6377966-6378381	Cluster_1296	N	2	11	16
Ap9:6881349-6881764	Cluster_1297	N	4	18	3
Ap9:7199926-7200599	Cluster_1298	N	2026	2568	1979
Ap9:7794896-7795311	Cluster_1299	N	8	13	7
Ap9:7809921-7810339	Cluster_1300	N	3	129	90
Ap9:8217687-8218103	Cluster_1301	N	0	23	13
Ap9:8220567-8220983	Cluster_1302	N	0	3	17
Ap9:8339841-8340256	Cluster_1303	N	4	7	10
Ap9:8513594-8514011	Cluster_1304	N	0	7	930
Ap9:8794914-8795330	Cluster_1305	N	0	14	46
Ap9:9077362-9077779	Cluster_1306	N	12	13	20
Ap9:9201520-9201935	Cluster_1307	N	7	17	15
Ap9:9889511-9889924	Cluster_1308	N	0	0	20
Ap9:9941304-9941721	Cluster_1309	N	119	108	71
Ap9:10340582-10340998	Cluster_1310	N	4	47	21
Ap9:10682256-10682671	Cluster_1311	N	1	16	21
Ap9:10683792-10684210	Cluster_1312	N	48	193	137
Ap9:10702155-10702572	Cluster_1313	N	11	22	26
Ap9:10765437-10765854	Cluster_1314	N	6	59	36
Ap9:10771349-10771764	Cluster_1315	N	0	0	69
Ap9:10777911-10778327	Cluster_1316	N	3	15	21
Ap9:10902746-10903152	Cluster_1317	N	30	3	8
Ap9:11383954-11384368	Cluster_1318	N	0	13	8
Ap9:11710344-11710776	Cluster_1319	N	49	7	10
Ap9:11710782-11711256	Cluster_1320	N	98	32	35
Ap9:12057003-12057440	Cluster_1321	N	74	17	17
Ap9:12108028-12108444	Cluster_1322	N	9	8	8
Ap9:12127264-12127679	Cluster_1323	N	11	121	1053
Ap9:12284184-12284602	Cluster_1324	N	5	14	9
Ap9:12671913-12672328	Cluster_1325	N	0	10	10
Ap9:12698562-12698977	Cluster_1326	N	3	27	10
Ap9:12859132-12859567	Cluster_1327	N	83	3	5
Ap9:12906434-12906851	Cluster_1328	N	1	0	140
Ap9:12992527-12992942	Cluster_1329	N	1	6	17
Ap9:13209853-13210269	Cluster_1330	N	9	17	12
Ap9:13261411-13261825	Cluster_1331	N	0	4	17
Ap9:13313390-13313805	Cluster_1332	N	4	8	8
Ap9:13727124-13727539	Cluster_1333	N	9	18	10
Ap9:14051013-14051428	Cluster_1334	N	17	0	8
Ap9:14514342-14514756	Cluster_1335	N	5	2	18
Ap9:15309474-15309894	Cluster_1336	N	5	11	15
Ap9:15493717-15494135	Cluster_1337	N	21	90	53
Ap9:15559584-15560000	Cluster_1338	N	2	32	38
Ap9:16023876-16024291	Cluster_1339	N	0	0	37
Ap9:16158466-16158887	Cluster_1340	N	4	13	12
Ap9:16316202-16316618	Cluster_1341	N	0	3	25
Ap9:16846928-16847345	Cluster_1342	N	0	1	22
Ap9:17392118-17392532	Cluster_1343	N	5	7	17
Ap9:18008895-18009311	Cluster_1344	N	3	11	6
Ap9:18181363-18181779	Cluster_1345	N	0	43	26
Ap9:18203313-18203728	Cluster_1346	N	4	10	4
Ap9:18372396-18372811	Cluster_1347	N	0	7	65
Ap9:18627562-18627979	Cluster_1348	N	0	6	32
Ap9:18738838-18739254	Cluster_1349	N	18	1	0
Ap9:18761170-18761584	Cluster_1350	N	0	7	14
Ap9:18934713-18935126	Cluster_1351	N	0	4	17
Ap9:19035198-19035614	Cluster_1352	N	1	22	31
Ap9:19168591-19169006	Cluster_1353	N	0	0	32
Ap9:19176603-19177020	Cluster_1354	N	15	14	33
Ap9:19318209-19318665	Cluster_1355	N	590	823	210
Ap9:19473787-19474204	Cluster_1356	N	123	382	260
Ap9:19499848-19500263	Cluster_1357	N	10	7	6
Ap9:19509550-19509967	Cluster_1358	N	5	11	9
Ap9:19589057-19589474	Cluster_1359	N	6	24	20
Ap9:19634521-19634938	Cluster_1360	N	5	26	21
Ap9:19689540-19689956	Cluster_1361	N	1	5	20
Ap9:19824500-19824915	Cluster_1362	N	5	0	14
Ap9:19888486-19888903	Cluster_1363	N	51	309	234
Ap9:19897572-19897987	Cluster_1364	N	0	4	27
Ap9:20175293-20175708	Cluster_1365	N	0	0	27
Ap9:20246807-20247241	Cluster_1366	N	520	966	690
Ap9:20273822-20274239	Cluster_1367	N	6	13	26
Ap9:20443153-20443572	Cluster_1368	N	12	11	30
Ap9:20680905-20681319	Cluster_1369	N	1	13	12
Ap9:20768121-20768539	Cluster_1370	N	130	17	23
Ap9:20781784-20782198	Cluster_1371	N	0	0	51
Ap9:21122025-21122443	Cluster_1372	N	1	0	117
Ap9:21284434-21284849	Cluster_1373	N	2	19	59
Ap9:21519671-21520087	Cluster_1374	N	12	7	16
Ap9:21748117-21748527	Cluster_1375	N	21	4	1
Ap9:22122117-22122539	Cluster_1376	N	3	39	26
Ap9:22195857-22196277	Cluster_1377	N	8	12	6
Ap9:22438506-22438923	Cluster_1378	N	3	12	11
Ap9:22508938-22509351	Cluster_1379	N	5	1	13
Ap9:22625435-22625851	Cluster_1380	N	6	11	14
Ap9:23125864-23126279	Cluster_1381	N	2	4	36
Ap9:23228190-23228606	Cluster_1382	N	1	9	12
Ap9:23307941-23308360	Cluster_1383	N	39	14	45
Ap9:23345368-23345785	Cluster_1384	N	17	81	56
Ap9:23431609-23432027	Cluster_1385	N	30	40	23
Ap9:23605048-23605509	Cluster_1386	N	45	6	5
Ap9:23907821-23908236	Cluster_1387	N	0	5	377
Ap9:23951313-23951801	Cluster_1388	N	37	1	20
Ap9:23994686-23995112	Cluster_1389	N	134	29	0
Ap9:24089305-24089719	Cluster_1390	N	1	8	15
Ap9:24255527-24255942	Cluster_1391	N	0	1	43
Ap9:24280722-24281137	Cluster_1392	N	1	0	63
Ap9:24484555-24485102	Cluster_1393	N	144	23	13
Ap9:24486550-24486994	Cluster_1394	N	107	18	10
Ap9:24487102-24487731	Cluster_1395	N	335	52	53
Ap9:24555438-24555854	Cluster_1396	N	15	2	2
Ap9:25031105-25031529	Cluster_1397	N	24	42	57
Ap9:25111105-25111524	Cluster_1398	N	4	15	15
Ap9:25112100-25112514	Cluster_1399	N	0	8	17
Ap9:25260953-25261375	Cluster_1400	N	11	92	72
Ap9:25482385-25482800	Cluster_1401	N	12	3	8
Ap9:25760136-25760543	Cluster_1402	N	11	5	2
Ap9:25993682-25994097	Cluster_1403	N	3	0	22
Ap9:26064564-26064980	Cluster_1404	N	11	19	30
Ap9:26144593-26145002	Cluster_1405	N	18	2	1
Ap9:26224785-26225203	Cluster_1406	N	3	4	26
Ap9:26288238-26288653	Cluster_1407	N	19	35	18
Ap9:26343078-26343487	Cluster_1408	N	15	2	1
Ap9:26362815-26363215	Cluster_1409	N	39	3	3
Ap9:26372350-26372773	Cluster_1410	N	32	5	13
Ap9:26467292-26467727	Cluster_1411	N	112	15	16
Ap9:26573199-26573613	Cluster_1412	N	0	9	58
Ap9:27032376-27032794	Cluster_1413	N	21	101	107
Ap9:27561752-27562167	Cluster_1414	N	3	4	17
Ap9:27567509-27567923	Cluster_1415	N	0	0	67
Ap9:27738449-27738875	Cluster_1416	N	0	1	161
Ap9:27914114-27914530	Cluster_1417	N	9	473	398
Ap9:28054992-28055407	Cluster_1418	N	4	20	6
Ap9:28088988-28089397	Cluster_1419	N	10	8	0
Ap9:28252073-28252490	Cluster_1420	N	16	0	13
Ap9:28275124-28275649	Cluster_1421	N	109	15	13
Ap9:28567448-28567871	Cluster_1422	N	12	36	31
Ap9:29230022-29230439	Cluster_1423	N	10	46	41
Ap9:29286877-29287293	Cluster_1424	N	5	13	6
Ap9:29363257-29363672	Cluster_1425	N	3	13	14
Ap9:29431459-29431918	Cluster_1426	N	184	26	3
Ap9:29513205-29513612	Cluster_1427	N	4	1	13
Ap9:29522626-29523088	Cluster_1428	N	61	47	145
Ap7:342099-342513	Cluster_1429	N	0	0	32
Ap7:392435-392850	Cluster_1430	N	10	25	8
Ap7:499413-499827	Cluster_1431	N	0	3	20
Ap7:1040088-1040503	Cluster_1432	N	0	0	27
Ap7:1210688-1211105	Cluster_1433	N	14	3	4
Ap7:1449542-1449956	Cluster_1434	N	0	6	31
Ap7:1566502-1566917	Cluster_1435	N	1	1	42
Ap7:1604977-1605393	Cluster_1436	N	0	1	22
Ap7:1950838-1951253	Cluster_1437	N	4	10	11
Ap7:2206278-2206694	Cluster_1438	N	18	78	43
Ap7:2360981-2361396	Cluster_1439	N	0	17	8
Ap7:2384246-2384662	Cluster_1440	N	1	19	6
Ap7:2402259-2402676	Cluster_1441	N	44	148	122
Ap7:2441234-2441651	Cluster_1442	N	0	26	16
Ap7:2506856-2507270	Cluster_1443	N	0	13	18
Ap7:2521880-2522295	Cluster_1444	N	0	7	35
Ap7:2681579-2681996	Cluster_1445	N	113	102	122
Ap7:3111554-3111967	Cluster_1446	N	10	5	5
Ap7:3730907-3731323	Cluster_1447	N	13	25	11
Ap7:3938770-3939187	Cluster_1448	N	28	178	134
Ap7:3987761-3988177	Cluster_1449	N	7	6	15
Ap7:4193802-4194220	Cluster_1450	N	4	27	24
Ap7:4209736-4210156	Cluster_1451	N	5	19	26
Ap7:4262824-4263240	Cluster_1452	N	0	2	21
Ap7:4524579-4524995	Cluster_1453	N	0	1	30
Ap7:4894348-4894766	Cluster_1454	N	25	3	8
Ap7:5179529-5179945	Cluster_1455	N	0	19	25
Ap7:5282523-5282939	Cluster_1456	N	6	58	26
Ap7:5458508-5458925	Cluster_1457	N	7	19	12
Ap7:5459488-5459907	Cluster_1458	N	159	121	125
Ap7:5460521-5460940	Cluster_1459	N	159	119	126
Ap7:5754611-5755029	Cluster_1460	N	53	61	137
Ap7:5810827-5811246	Cluster_1461	N	110	178	179
Ap7:5883958-5884373	Cluster_1462	N	8	5	8
Ap7:6327647-6328084	Cluster_1463	N	67	11	4
Ap7:6332436-6332873	Cluster_1464	N	69	6	4
Ap7:6548588-6549181	Cluster_1465	N	54	4	5
Ap7:6938341-6938755	Cluster_1466	N	1	2	29
Ap7:6949990-6950405	Cluster_1467	N	4	12	5
Ap7:6954759-6955174	Cluster_1468	N	5	20	10
Ap7:6957318-6957734	Cluster_1469	N	0	21	13
Ap7:7291775-7292191	Cluster_1470	N	15	23	2
Ap7:7455875-7456291	Cluster_1471	N	5	5	10
Ap7:8011737-8012154	Cluster_1472	N	19	17	15
