"","target","species","OG","Nvec","Ahya","Apoc"
"Ahyacinthus05162-RA","Ahyacinthus05162-RA","Ahya","OG_4615",0,1,1
"Ahyacinthus05164-RA","Ahyacinthus05164-RA","Ahya","OG_10277",0,1,0
"Ahyacinthus05166-RA","Ahyacinthus05166-RA","Ahya","OG_4616",0,1,0
"Ahyacinthus05173-RA","Ahyacinthus05173-RA","Ahya","OG_10006",0,1,0
"Ahyacinthus05174-RA","Ahyacinthus05174-RA","Ahya","OG_4618",0,1,0
"Ahyacinthus05177-RA","Ahyacinthus05177-RA","Ahya","OG_511",0,1,1
"Ahyacinthus05180-RA","Ahyacinthus05180-RA","Ahya","OG_4076",0,1,0
"Ahyacinthus05181-RA","Ahyacinthus05181-RA","Ahya","OG_4078",0,1,0
"Ahyacinthus05182-RA","Ahyacinthus05182-RA","Ahya","OG_4077",0,1,0
"Ahyacinthus05183-RA","Ahyacinthus05183-RA","Ahya","OG_4079",0,1,0
"Ahyacinthus05185-RA","Ahyacinthus05185-RA","Ahya","OG_9788",0,1,0
"Ahyacinthus05186-RA","Ahyacinthus05186-RA","Ahya","OG_9787",0,1,0
"Ahyacinthus05191-RA","Ahyacinthus05191-RA","Ahya","OG_9786",0,1,0
"Ahyacinthus05204-RA","Ahyacinthus05204-RA","Ahya","OG_6735",0,1,0
"Ahyacinthus05210-RA","Ahyacinthus05210-RA","Ahya","OG_4081",0,1,0
"Ahyacinthus05216-RA","Ahyacinthus05216-RA","Ahya","OG_5040",0,1,0
"Ahyacinthus05222-RA","Ahyacinthus05222-RA","Ahya","OG_12552",0,1,0
"Ahyacinthus05224-RA","Ahyacinthus05224-RA","Ahya","OG_12556",0,1,0
"Ahyacinthus05226-RA","Ahyacinthus05226-RA","Ahya","OG_5312",0,1,0
"Ahyacinthus05227-RA","Ahyacinthus05227-RA","Ahya","OG_4083",0,1,0
"Ahyacinthus05228-RA","Ahyacinthus05228-RA","Ahya","OG_12731",0,1,0
"Ahyacinthus05237-RA","Ahyacinthus05237-RA","Ahya","OG_6747",0,1,0
"Ahyacinthus05238-RA","Ahyacinthus05238-RA","Ahya","OG_4085",0,1,0
"Ahyacinthus05239-RA","Ahyacinthus05239-RA","Ahya","OG_4084",0,1,0
"Ahyacinthus05240-RA","Ahyacinthus05240-RA","Ahya","OG_4086",0,1,0
"Ahyacinthus05242-RA","Ahyacinthus05242-RA","Ahya","OG_9689",0,1,0
"Ahyacinthus05243-RA","Ahyacinthus05243-RA","Ahya","OG_9688",0,1,1
"Ahyacinthus05244-RA","Ahyacinthus05244-RA","Ahya","OG_4087",0,1,0
"Ahyacinthus05245-RA","Ahyacinthus05245-RA","Ahya","OG_4088",0,1,1
"Ahyacinthus05247-RA","Ahyacinthus05247-RA","Ahya","OG_1091",1,1,0
"Ahyacinthus05248-RA","Ahyacinthus05248-RA","Ahya","OG_9727",0,1,0
"Ahyacinthus05249-RA","Ahyacinthus05249-RA","Ahya","OG_5471",0,1,0
"Ahyacinthus05253-RA","Ahyacinthus05253-RA","Ahya","OG_9835",0,1,1
"Ahyacinthus05261-RA","Ahyacinthus05261-RA","Ahya","OG_1290",0,1,0
"Ahyacinthus05263-RA","Ahyacinthus05263-RA","Ahya","OG_6248",1,1,0
"Ahyacinthus05268-RA","Ahyacinthus05268-RA","Ahya","OG_9791",0,1,0
"Ahyacinthus05272-RA","Ahyacinthus05272-RA","Ahya","OG_4092",0,1,0
"Ahyacinthus05274-RA","Ahyacinthus05274-RA","Ahya","OG_12732",0,1,0
"Ahyacinthus05279-RA","Ahyacinthus05279-RA","Ahya","OG_4093",0,1,0
"Ahyacinthus05280-RA","Ahyacinthus05280-RA","Ahya","OG_4095",0,1,0
"Ahyacinthus05284-RA","Ahyacinthus05284-RA","Ahya","OG_4094",0,1,0
"Ahyacinthus05286-RA","Ahyacinthus05286-RA","Ahya","OG_9664",0,1,0
"Ahyacinthus05287-RA","Ahyacinthus05287-RA","Ahya","OG_9878",0,1,0
"Ahyacinthus05288-RA","Ahyacinthus05288-RA","Ahya","OG_9622",0,1,0
"Ahyacinthus05289-RA","Ahyacinthus05289-RA","Ahya","OG_9621",0,1,0
"Ahyacinthus05293-RA","Ahyacinthus05293-RA","Ahya","OG_9666",0,1,0
"Ahyacinthus05294-RA","Ahyacinthus05294-RA","Ahya","OG_9620",0,1,0
"Ahyacinthus05300-RA","Ahyacinthus05300-RA","Ahya","OG_1034",0,1,0
"Ahyacinthus05304-RA","Ahyacinthus05304-RA","Ahya","OG_789",1,1,0
"Ahyacinthus05303-RA","Ahyacinthus05303-RA","Ahya","OG_4098",0,1,0
"Ahyacinthus05309-RA","Ahyacinthus05309-RA","Ahya","OG_4099",0,1,0
"Ahyacinthus05308-RA","Ahyacinthus05308-RA","Ahya","OG_4100",0,1,0
"Ahyacinthus05313-RA","Ahyacinthus05313-RA","Ahya","OG_9697",0,1,0
"Ahyacinthus05316-RA","Ahyacinthus05316-RA","Ahya","OG_4101",0,1,0
"Ahyacinthus05318-RA","Ahyacinthus05318-RA","Ahya","OG_9891",0,1,0
"Ahyacinthus05320-RA","Ahyacinthus05320-RA","Ahya","OG_9740",0,1,1
"Ahyacinthus05321-RA","Ahyacinthus05321-RA","Ahya","OG_847",1,1,0
"Ahyacinthus05322-RA","Ahyacinthus05322-RA","Ahya","OG_9738",0,1,0
"Ahyacinthus05323-RA","Ahyacinthus05323-RA","Ahya","OG_491",0,1,0
"Ahyacinthus05324-RA","Ahyacinthus05324-RA","Ahya","OG_491",0,1,0
"Ahyacinthus05325-RA","Ahyacinthus05325-RA","Ahya","OG_4102",0,1,0
"Ahyacinthus05326-RA","Ahyacinthus05326-RA","Ahya","OG_847",1,1,0
"Ahyacinthus05328-RA","Ahyacinthus05328-RA","Ahya","OG_4103",0,1,0
"Ahyacinthus05334-RA","Ahyacinthus05334-RA","Ahya","OG_305",0,1,0
"Ahyacinthus05343-RA","Ahyacinthus05343-RA","Ahya","OG_9429",0,1,0
"Ahyacinthus05344-RA","Ahyacinthus05344-RA","Ahya","OG_415",0,1,0
"Ahyacinthus05347-RA","Ahyacinthus05347-RA","Ahya","OG_4105",0,1,0
"Ahyacinthus05353-RA","Ahyacinthus05353-RA","Ahya","OG_9946",0,1,0
"Ahyacinthus05365-RA","Ahyacinthus05365-RA","Ahya","OG_228",1,1,0
"Ahyacinthus05373-RA","Ahyacinthus05373-RA","Ahya","OG_6738",0,1,0
"Ahyacinthus05378-RA","Ahyacinthus05378-RA","Ahya","OG_6592",0,1,0
"Ahyacinthus05379-RA","Ahyacinthus05379-RA","Ahya","OG_4107",0,1,0
"Ahyacinthus05382-RA","Ahyacinthus05382-RA","Ahya","OG_4106",0,1,0
"Ahyacinthus05385-RA","Ahyacinthus05385-RA","Ahya","OG_4109",0,1,0
"Ahyacinthus05389-RA","Ahyacinthus05389-RA","Ahya","OG_4110",0,1,0
"Ahyacinthus05393-RA","Ahyacinthus05393-RA","Ahya","OG_4111",0,1,0
"Ahyacinthus05394-RA","Ahyacinthus05394-RA","Ahya","OG_4111",0,1,0
"Ahyacinthus05397-RA","Ahyacinthus05397-RA","Ahya","OG_4114",0,1,0
"Ahyacinthus05398-RA","Ahyacinthus05398-RA","Ahya","OG_9658",0,1,0
"Ahyacinthus05404-RA","Ahyacinthus05404-RA","Ahya","OG_214",0,1,0
"Ahyacinthus05405-RA","Ahyacinthus05405-RA","Ahya","OG_1167",0,1,0
"Ahyacinthus05408-RA","Ahyacinthus05408-RA","Ahya","OG_9914",0,1,0
"Ahyacinthus05411-RA","Ahyacinthus05411-RA","Ahya","OG_9716",0,1,0
"Ahyacinthus05412-RA","Ahyacinthus05412-RA","Ahya","OG_9718",0,1,1
"Ahyacinthus05413-RA","Ahyacinthus05413-RA","Ahya","OG_9717",0,1,0
"Ahyacinthus05414-RA","Ahyacinthus05414-RA","Ahya","OG_4116",0,1,0
"Ahyacinthus05415-RA","Ahyacinthus05415-RA","Ahya","OG_9714",0,1,0
"Ahyacinthus05418-RA","Ahyacinthus05418-RA","Ahya","OG_9761",0,1,0
"Ahyacinthus05422-RA","Ahyacinthus05422-RA","Ahya","OG_9762",0,1,0
"Ahyacinthus05427-RA","Ahyacinthus05427-RA","Ahya","OG_4121",0,1,0
"Ahyacinthus05433-RA","Ahyacinthus05433-RA","Ahya","OG_697",0,1,0
"Ahyacinthus05447-RA","Ahyacinthus05447-RA","Ahya","OG_6397",1,1,1
"Ahyacinthus05448-RA","Ahyacinthus05448-RA","Ahya","OG_4124",0,1,0
"Ahyacinthus05449-RA","Ahyacinthus05449-RA","Ahya","OG_9952",0,1,0
"Ahyacinthus05454-RA","Ahyacinthus05454-RA","Ahya","OG_4128",0,1,1
"Ahyacinthus05455-RA","Ahyacinthus05455-RA","Ahya","OG_4127",0,1,0
"Ahyacinthus05457-RA","Ahyacinthus05457-RA","Ahya","OG_4129",0,1,0
"Ahyacinthus05458-RA","Ahyacinthus05458-RA","Ahya","OG_5196",0,1,0
"Ahyacinthus05463-RA","Ahyacinthus05463-RA","Ahya","OG_4133",0,1,1
"Ahyacinthus05476-RA","Ahyacinthus05476-RA","Ahya","OG_9870",0,1,1
"Ahyacinthus05477-RA","Ahyacinthus05477-RA","Ahya","OG_9871",0,1,0
"Ahyacinthus05479-RA","Ahyacinthus05479-RA","Ahya","OG_9615",0,1,0
"Ahyacinthus05480-RA","Ahyacinthus05480-RA","Ahya","OG_6297",0,1,0
"Ahyacinthus05481-RA","Ahyacinthus05481-RA","Ahya","OG_9219",0,1,0
"Ahyacinthus05482-RA","Ahyacinthus05482-RA","Ahya","OG_4136",0,1,0
"Ahyacinthus05483-RA","Ahyacinthus05483-RA","Ahya","OG_9616",0,1,0
"Ahyacinthus05484-RA","Ahyacinthus05484-RA","Ahya","OG_4135",0,1,0
"Ahyacinthus05485-RA","Ahyacinthus05485-RA","Ahya","OG_223",0,1,0
"Ahyacinthus05489-RA","Ahyacinthus05489-RA","Ahya","OG_8993",0,1,0
"Ahyacinthus05491-RA","Ahyacinthus05491-RA","Ahya","OG_4137",0,1,0
"Ahyacinthus05493-RA","Ahyacinthus05493-RA","Ahya","OG_4138",0,1,0
"Ahyacinthus05495-RA","Ahyacinthus05495-RA","Ahya","OG_9668",0,1,0
"Ahyacinthus05500-RA","Ahyacinthus05500-RA","Ahya","OG_9947",0,1,0
"Ahyacinthus05503-RA","Ahyacinthus05503-RA","Ahya","OG_507",0,1,0
"Ahyacinthus05508-RA","Ahyacinthus05508-RA","Ahya","OG_489",0,1,0
"Ahyacinthus05511-RA","Ahyacinthus05511-RA","Ahya","OG_4140",0,1,0
"Ahyacinthus05515-RA","Ahyacinthus05515-RA","Ahya","OG_4142",0,1,0
"Ahyacinthus05516-RA","Ahyacinthus05516-RA","Ahya","OG_4143",0,1,0
"Ahyacinthus05518-RA","Ahyacinthus05518-RA","Ahya","OG_9627",0,1,0
"Ahyacinthus05520-RA","Ahyacinthus05520-RA","Ahya","OG_4145",0,1,0
"Ahyacinthus05521-RA","Ahyacinthus05521-RA","Ahya","OG_4146",0,1,0
"Ahyacinthus05522-RA","Ahyacinthus05522-RA","Ahya","OG_1190",0,1,0
"Ahyacinthus05523-RA","Ahyacinthus05523-RA","Ahya","OG_9939",0,1,0
"Ahyacinthus05524-RA","Ahyacinthus05524-RA","Ahya","OG_6733",0,1,0
"Ahyacinthus05528-RA","Ahyacinthus05528-RA","Ahya","OG_292",0,1,0
"Ahyacinthus05529-RA","Ahyacinthus05529-RA","Ahya","OG_905",1,1,1
"Ahyacinthus05530-RA","Ahyacinthus05530-RA","Ahya","OG_905",1,1,1
"Ahyacinthus05537-RA","Ahyacinthus05537-RA","Ahya","OG_9821",0,1,0
"Ahyacinthus05538-RA","Ahyacinthus05538-RA","Ahya","OG_9821",0,1,0
"Ahyacinthus05540-RA","Ahyacinthus05540-RA","Ahya","OG_4148",0,1,1
"Ahyacinthus05541-RA","Ahyacinthus05541-RA","Ahya","OG_9917",0,1,0
"Ahyacinthus05543-RA","Ahyacinthus05543-RA","Ahya","OG_9853",0,1,0
"Ahyacinthus05548-RA","Ahyacinthus05548-RA","Ahya","OG_4639",0,1,1
"Ahyacinthus05550-RA","Ahyacinthus05550-RA","Ahya","OG_9854",0,1,0
"Ahyacinthus05564-RA","Ahyacinthus05564-RA","Ahya","OG_9813",0,1,0
"Ahyacinthus05565-RA","Ahyacinthus05565-RA","Ahya","OG_9813",0,1,0
"Ahyacinthus05577-RA","Ahyacinthus05577-RA","Ahya","OG_9938",0,1,0
"Ahyacinthus05581-RA","Ahyacinthus05581-RA","Ahya","OG_4156",0,1,0
"Ahyacinthus05582-RA","Ahyacinthus05582-RA","Ahya","OG_9960",0,1,0
"Ahyacinthus05583-RA","Ahyacinthus05583-RA","Ahya","OG_9961",0,1,0
"Ahyacinthus05584-RA","Ahyacinthus05584-RA","Ahya","OG_4157",0,1,0
"Ahyacinthus05593-RA","Ahyacinthus05593-RA","Ahya","OG_1001",0,1,0
"Ahyacinthus05597-RA","Ahyacinthus05597-RA","Ahya","OG_4158",0,1,0
"Ahyacinthus05598-RA","Ahyacinthus05598-RA","Ahya","OG_4160",0,1,1
"Ahyacinthus05599-RA","Ahyacinthus05599-RA","Ahya","OG_5456",0,1,0
"Ahyacinthus05604-RA","Ahyacinthus05604-RA","Ahya","OG_9899",0,1,0
"Ahyacinthus05610-RA","Ahyacinthus05610-RA","Ahya","OG_9648",0,1,0
"Ahyacinthus05613-RA","Ahyacinthus05613-RA","Ahya","OG_9649",0,1,0
"Ahyacinthus05614-RA","Ahyacinthus05614-RA","Ahya","OG_4162",0,1,0
"Ahyacinthus05618-RA","Ahyacinthus05618-RA","Ahya","OG_9815",0,1,0
"Ahyacinthus05620-RA","Ahyacinthus05620-RA","Ahya","OG_9720",0,1,0
"Ahyacinthus05621-RA","Ahyacinthus05621-RA","Ahya","OG_4164",0,1,0
"Ahyacinthus05623-RA","Ahyacinthus05623-RA","Ahya","OG_9941",0,1,0
"Ahyacinthus05624-RA","Ahyacinthus05624-RA","Ahya","OG_9942",0,1,0
"Ahyacinthus05630-RA","Ahyacinthus05630-RA","Ahya","OG_274",0,1,0
"Ahyacinthus05631-RA","Ahyacinthus05631-RA","Ahya","OG_6745",0,1,1
"Ahyacinthus05635-RA","Ahyacinthus05635-RA","Ahya","OG_4168",0,1,0
"Ahyacinthus05636-RA","Ahyacinthus05636-RA","Ahya","OG_4166",0,1,0
"Ahyacinthus05638-RA","Ahyacinthus05638-RA","Ahya","OG_9662",0,1,1
"Ahyacinthus05639-RA","Ahyacinthus05639-RA","Ahya","OG_4170",0,1,0
"Ahyacinthus05640-RA","Ahyacinthus05640-RA","Ahya","OG_4172",0,1,0
"Ahyacinthus05644-RA","Ahyacinthus05644-RA","Ahya","OG_6702",0,1,0
"Ahyacinthus05646-RA","Ahyacinthus05646-RA","Ahya","OG_9908",0,1,0
"Ahyacinthus05656-RA","Ahyacinthus05656-RA","Ahya","OG_9743",0,1,0
"Ahyacinthus05657-RA","Ahyacinthus05657-RA","Ahya","OG_9742",0,1,0
"Ahyacinthus05658-RA","Ahyacinthus05658-RA","Ahya","OG_9742",0,1,0
"Ahyacinthus05660-RA","Ahyacinthus05660-RA","Ahya","OG_9741",0,1,0
"Ahyacinthus05661-RA","Ahyacinthus05661-RA","Ahya","OG_4174",0,1,1
"Ahyacinthus05663-RA","Ahyacinthus05663-RA","Ahya","OG_9861",0,1,0
"Ahyacinthus05670-RA","Ahyacinthus05670-RA","Ahya","OG_9810",0,1,0
"Ahyacinthus05671-RA","Ahyacinthus05671-RA","Ahya","OG_4176",0,1,0
"Ahyacinthus05675-RA","Ahyacinthus05675-RA","Ahya","OG_6757",0,1,0
"Ahyacinthus05684-RA","Ahyacinthus05684-RA","Ahya","OG_9721",0,1,0
"Ahyacinthus05686-RA","Ahyacinthus05686-RA","Ahya","OG_9784",0,1,0
"Ahyacinthus05689-RA","Ahyacinthus05689-RA","Ahya","OG_9785",0,1,0
"Ahyacinthus05693-RA","Ahyacinthus05693-RA","Ahya","OG_4181",0,1,0
"Ahyacinthus05694-RA","Ahyacinthus05694-RA","Ahya","OG_9634",0,1,0
"Ahyacinthus05706-RA","Ahyacinthus05706-RA","Ahya","OG_9792",0,1,0
"Ahyacinthus05707-RA","Ahyacinthus05707-RA","Ahya","OG_9792",0,1,0
"Ahyacinthus05709-RA","Ahyacinthus05709-RA","Ahya","OG_848",1,1,0
"Ahyacinthus05711-RA","Ahyacinthus05711-RA","Ahya","OG_9792",0,1,0
"Ahyacinthus05712-RA","Ahyacinthus05712-RA","Ahya","OG_9919",0,1,0
"Ahyacinthus05713-RA","Ahyacinthus05713-RA","Ahya","OG_9701",0,1,0
"Ahyacinthus05714-RA","Ahyacinthus05714-RA","Ahya","OG_9702",0,1,0
"Ahyacinthus05715-RA","Ahyacinthus05715-RA","Ahya","OG_408",1,1,1
"Ahyacinthus05716-RA","Ahyacinthus05716-RA","Ahya","OG_9703",0,1,0
"Ahyacinthus05717-RA","Ahyacinthus05717-RA","Ahya","OG_9932",0,1,0
"Ahyacinthus05719-RA","Ahyacinthus05719-RA","Ahya","OG_4183",0,1,0
"Ahyacinthus05721-RA","Ahyacinthus05721-RA","Ahya","OG_4185",0,1,0
"Ahyacinthus05722-RA","Ahyacinthus05722-RA","Ahya","OG_5475",0,1,0
"Ahyacinthus05723-RA","Ahyacinthus05723-RA","Ahya","OG_9846",0,1,0
"Ahyacinthus05724-RA","Ahyacinthus05724-RA","Ahya","OG_447",0,1,1
"Ahyacinthus05725-RA","Ahyacinthus05725-RA","Ahya","OG_9916",0,1,0
"Ahyacinthus05726-RA","Ahyacinthus05726-RA","Ahya","OG_4186",0,1,0
"Ahyacinthus05734-RA","Ahyacinthus05734-RA","Ahya","OG_1277",0,1,0
"Ahyacinthus05738-RA","Ahyacinthus05738-RA","Ahya","OG_277",0,1,0
"Ahyacinthus05739-RA","Ahyacinthus05739-RA","Ahya","OG_277",0,1,0
"Ahyacinthus05747-RA","Ahyacinthus05747-RA","Ahya","OG_4187",0,1,0
"Ahyacinthus05750-RA","Ahyacinthus05750-RA","Ahya","OG_4187",0,1,0
"Ahyacinthus05758-RA","Ahyacinthus05758-RA","Ahya","OG_4189",0,1,0
"Ahyacinthus05759-RA","Ahyacinthus05759-RA","Ahya","OG_4190",0,1,1
"Ahyacinthus05764-RA","Ahyacinthus05764-RA","Ahya","OG_9724",0,1,0
"Ahyacinthus05766-RA","Ahyacinthus05766-RA","Ahya","OG_9864",0,1,1
"Ahyacinthus05768-RA","Ahyacinthus05768-RA","Ahya","OG_6751",0,1,0
"Ahyacinthus05770-RA","Ahyacinthus05770-RA","Ahya","OG_4192",0,1,0
"Ahyacinthus05771-RA","Ahyacinthus05771-RA","Ahya","OG_9865",0,1,0
"Ahyacinthus05773-RA","Ahyacinthus05773-RA","Ahya","OG_9609",0,1,0
"Ahyacinthus05780-RA","Ahyacinthus05780-RA","Ahya","OG_831",0,1,1
"Ahyacinthus05784-RA","Ahyacinthus05784-RA","Ahya","OG_9776",0,1,0
"Ahyacinthus05793-RA","Ahyacinthus05793-RA","Ahya","OG_719",1,1,0
"Ahyacinthus05794-RA","Ahyacinthus05794-RA","Ahya","OG_469",0,1,0
"Ahyacinthus05797-RA","Ahyacinthus05797-RA","Ahya","OG_9375",0,1,0
"Ahyacinthus05799-RA","Ahyacinthus05799-RA","Ahya","OG_7986",0,1,0
"Ahyacinthus05800-RA","Ahyacinthus05800-RA","Ahya","OG_9674",0,1,0
"Ahyacinthus05801-RA","Ahyacinthus05801-RA","Ahya","OG_1018",1,1,0
"Ahyacinthus05802-RA","Ahyacinthus05802-RA","Ahya","OG_1051",1,1,1
"Ahyacinthus05803-RA","Ahyacinthus05803-RA","Ahya","OG_1051",1,1,1
"Ahyacinthus05804-RA","Ahyacinthus05804-RA","Ahya","OG_168",0,1,1
"Ahyacinthus05810-RA","Ahyacinthus05810-RA","Ahya","OG_9887",0,1,0
"Ahyacinthus05811-RA","Ahyacinthus05811-RA","Ahya","OG_737",1,1,0
"Ahyacinthus05812-RA","Ahyacinthus05812-RA","Ahya","OG_479",0,1,0
"Ahyacinthus05813-RA","Ahyacinthus05813-RA","Ahya","OG_479",0,1,0
"Ahyacinthus05821-RA","Ahyacinthus05821-RA","Ahya","OG_9652",0,1,0
"Ahyacinthus05823-RA","Ahyacinthus05823-RA","Ahya","OG_1115",0,1,0
"Ahyacinthus05824-RA","Ahyacinthus05824-RA","Ahya","OG_479",0,1,0
"Ahyacinthus05828-RA","Ahyacinthus05828-RA","Ahya","OG_9652",0,1,0
"Ahyacinthus05829-RA","Ahyacinthus05829-RA","Ahya","OG_171",0,1,1
"Ahyacinthus05830-RA","Ahyacinthus05830-RA","Ahya","OG_715",0,1,1
"Ahyacinthus05832-RA","Ahyacinthus05832-RA","Ahya","OG_1016",1,1,0
"Ahyacinthus05834-RA","Ahyacinthus05834-RA","Ahya","OG_470",1,1,1
"Ahyacinthus05836-RA","Ahyacinthus05836-RA","Ahya","OG_850",0,1,0
"Ahyacinthus05838-RA","Ahyacinthus05838-RA","Ahya","OG_9936",0,1,0
"Ahyacinthus05839-RA","Ahyacinthus05839-RA","Ahya","OG_315",1,1,0
"Ahyacinthus05841-RA","Ahyacinthus05841-RA","Ahya","OG_301",0,1,1
"Ahyacinthus05842-RA","Ahyacinthus05842-RA","Ahya","OG_578",0,1,0
"Ahyacinthus05843-RA","Ahyacinthus05843-RA","Ahya","OG_538",0,1,0
"Ahyacinthus05848-RA","Ahyacinthus05848-RA","Ahya","OG_170",1,1,1
"Ahyacinthus05849-RA","Ahyacinthus05849-RA","Ahya","OG_823",0,1,1
"Ahyacinthus05852-RA","Ahyacinthus05852-RA","Ahya","OG_7278",0,1,0
"Ahyacinthus05853-RA","Ahyacinthus05853-RA","Ahya","OG_948",0,1,1
"Ahyacinthus05854-RA","Ahyacinthus05854-RA","Ahya","OG_382",0,1,0
"Ahyacinthus05855-RA","Ahyacinthus05855-RA","Ahya","OG_1221",0,1,0
"Ahyacinthus05856-RA","Ahyacinthus05856-RA","Ahya","OG_12137",0,1,0
"Ahyacinthus05861-RA","Ahyacinthus05861-RA","Ahya","OG_288",0,1,1
"Ahyacinthus05862-RA","Ahyacinthus05862-RA","Ahya","OG_6364",0,1,0
"Ahyacinthus05865-RA","Ahyacinthus05865-RA","Ahya","OG_1207",0,1,0
"Ahyacinthus05867-RA","Ahyacinthus05867-RA","Ahya","OG_4167",0,1,0
"Ahyacinthus05875-RA","Ahyacinthus05875-RA","Ahya","OG_12558",0,1,0
"Ahyacinthus05878-RA","Ahyacinthus05878-RA","Ahya","OG_9665",0,1,0
"Ahyacinthus05883-RA","Ahyacinthus05883-RA","Ahya","OG_4197",0,1,1
"Ahyacinthus05884-RA","Ahyacinthus05884-RA","Ahya","OG_4197",0,1,1
"Ahyacinthus05885-RA","Ahyacinthus05885-RA","Ahya","OG_515",0,1,0
"Ahyacinthus05886-RA","Ahyacinthus05886-RA","Ahya","OG_1088",0,1,0
"Ahyacinthus05887-RA","Ahyacinthus05887-RA","Ahya","OG_868",1,1,1
"Ahyacinthus05894-RA","Ahyacinthus05894-RA","Ahya","OG_4199",0,1,0
"Ahyacinthus05895-RA","Ahyacinthus05895-RA","Ahya","OG_10559",0,1,1
"Ahyacinthus05896-RA","Ahyacinthus05896-RA","Ahya","OG_928",0,1,0
"Ahyacinthus05897-RA","Ahyacinthus05897-RA","Ahya","OG_813",0,1,0
"Ahyacinthus05898-RA","Ahyacinthus05898-RA","Ahya","OG_851",1,1,0
"Ahyacinthus05899-RA","Ahyacinthus05899-RA","Ahya","OG_11945",0,1,0
"Ahyacinthus05900-RA","Ahyacinthus05900-RA","Ahya","OG_905",1,1,1
"Ahyacinthus05902-RA","Ahyacinthus05902-RA","Ahya","OG_868",1,1,1
"Ahyacinthus05903-RA","Ahyacinthus05903-RA","Ahya","OG_5104",0,1,0
"Ahyacinthus05904-RA","Ahyacinthus05904-RA","Ahya","OG_715",0,1,1
"Ahyacinthus05907-RA","Ahyacinthus05907-RA","Ahya","OG_6363",0,1,0
"Ahyacinthus05911-RA","Ahyacinthus05911-RA","Ahya","OG_901",0,1,1
"Ahyacinthus05913-RA","Ahyacinthus05913-RA","Ahya","OG_677",0,1,0
"Ahyacinthus05914-RA","Ahyacinthus05914-RA","Ahya","OG_12639",0,1,0
"Ahyacinthus05915-RA","Ahyacinthus05915-RA","Ahya","OG_270",1,1,1
"Ahyacinthus05918-RA","Ahyacinthus05918-RA","Ahya","OG_1001",0,1,0
"Ahyacinthus05923-RA","Ahyacinthus05923-RA","Ahya","OG_868",1,1,1
"Ahyacinthus05924-RA","Ahyacinthus05924-RA","Ahya","OG_549",0,1,0
"Ahyacinthus05925-RA","Ahyacinthus05925-RA","Ahya","OG_377",1,1,0
"Ahyacinthus05930-RA","Ahyacinthus05930-RA","Ahya","OG_517",0,1,0
"Ahyacinthus05931-RA","Ahyacinthus05931-RA","Ahya","OG_1031",0,1,1
"Ahyacinthus05932-RA","Ahyacinthus05932-RA","Ahya","OG_421",0,1,1
"Ahyacinthus05938-RA","Ahyacinthus05938-RA","Ahya","OG_4201",0,1,0
"Ahyacinthus05939-RA","Ahyacinthus05939-RA","Ahya","OG_9957",0,1,0
"Ahyacinthus05940-RA","Ahyacinthus05940-RA","Ahya","OG_844",0,1,0
"Ahyacinthus05941-RA","Ahyacinthus05941-RA","Ahya","OG_1041",0,1,1
"Ahyacinthus05943-RA","Ahyacinthus05943-RA","Ahya","OG_692",0,1,0
"Ahyacinthus05945-RA","Ahyacinthus05945-RA","Ahya","OG_1136",0,1,0
"Ahyacinthus05946-RA","Ahyacinthus05946-RA","Ahya","OG_933",0,1,0
"Ahyacinthus05948-RA","Ahyacinthus05948-RA","Ahya","OG_770",1,1,0
"Ahyacinthus05949-RA","Ahyacinthus05949-RA","Ahya","OG_270",1,1,1
"Ahyacinthus05951-RA","Ahyacinthus05951-RA","Ahya","OG_270",1,1,1
"Ahyacinthus05953-RA","Ahyacinthus05953-RA","Ahya","OG_849",0,1,0
"Ahyacinthus05954-RA","Ahyacinthus05954-RA","Ahya","OG_1135",0,1,0
"Ahyacinthus05955-RA","Ahyacinthus05955-RA","Ahya","OG_5125",1,1,1
"Ahyacinthus05956-RA","Ahyacinthus05956-RA","Ahya","OG_901",0,1,1
"Ahyacinthus05960-RA","Ahyacinthus05960-RA","Ahya","OG_878",0,1,0
"Ahyacinthus05961-RA","Ahyacinthus05961-RA","Ahya","OG_137",0,1,0
"Ahyacinthus05962-RA","Ahyacinthus05962-RA","Ahya","OG_901",0,1,1
"Ahyacinthus05967-RA","Ahyacinthus05967-RA","Ahya","OG_901",0,1,1
"Ahyacinthus05968-RA","Ahyacinthus05968-RA","Ahya","OG_857",0,1,0
"Ahyacinthus05969-RA","Ahyacinthus05969-RA","Ahya","OG_324",0,1,1
"Ahyacinthus05970-RA","Ahyacinthus05970-RA","Ahya","OG_889",0,1,0
"Ahyacinthus05971-RA","Ahyacinthus05971-RA","Ahya","OG_905",1,1,1
"Ahyacinthus05972-RA","Ahyacinthus05972-RA","Ahya","OG_1551",0,1,0
"Ahyacinthus05973-RA","Ahyacinthus05973-RA","Ahya","OG_1551",0,1,0
"Ahyacinthus05974-RA","Ahyacinthus05974-RA","Ahya","OG_1081",0,1,0
"Ahyacinthus05975-RA","Ahyacinthus05975-RA","Ahya","OG_880",0,1,0
"Ahyacinthus05976-RA","Ahyacinthus05976-RA","Ahya","OG_1041",0,1,1
"Ahyacinthus05977-RA","Ahyacinthus05977-RA","Ahya","OG_1041",0,1,1
"Ahyacinthus05978-RA","Ahyacinthus05978-RA","Ahya","OG_1016",1,1,0
