Coords	Name	MIRNA	nvec_1_S25_L001_R1_001_trim_condensed	nvec_2_S26_L001_R1_001_trim_condensed	nvec_3_S34_L001_R1_001_trim_condensed	nvec_4_S35_L001_R1_001_trim_condensed
chr4:17580297-17580711	Cluster_953	N	14	20	3	3
chr4:17787189-17787606	Cluster_954	N	20	0	0	17
chr4:17802950-17803364	Cluster_955	N	9	23	1	7
chr4:18021016-18021428	Cluster_956	N	0	0	0	33
chr5:42859-43274	Cluster_957	N	26	0	7	2
chr5:148953-149373	Cluster_958	N	133	32	207	28
chr5:176558-176974	Cluster_959	N	33	88	1	0
chr5:257723-258139	Cluster_960	N	1	30	4	0
chr5:534500-534924	Cluster_961	N	83	35	22	123
chr5:535878-536295	Cluster_962	N	4	1	0	27
chr5:542223-542643	Cluster_963	N	8	8	21	54
chr5:548976-549397	Cluster_964	N	14	12	18	59
chr5:557652-558068	Cluster_965	N	9	58	0	2
chr5:636839-637317	Cluster_966	N	81	10	21	28
chr5:644059-644541	Cluster_967	N	113	60	23	36
chr5:1163446-1163866	Cluster_968	N	12	47	2	0
chr5:1343267-1343704	Cluster_969	N	689	439	23	65
chr5:1435400-1435815	Cluster_970	N	1	52	2	0
chr5:1509344-1509759	Cluster_971	N	63	0	0	0
chr5:1539688-1540126	Cluster_972	N	211	250	52	14
chr5:1667083-1667500	Cluster_973	N	37	43	36	6
chr5:1726078-1726494	Cluster_974	N	11	86	39	15
chr5:2195471-2195885	Cluster_975	N	0	0	3	45
chr5:2215597-2216011	Cluster_976	N	0	1	1	82
chr5:2249960-2250375	Cluster_977	N	19	14	0	0
chr5:2401384-2401802	Cluster_978	N	2272	331	30	332
chr5:2678021-2678437	Cluster_979	N	12	73	6	0
chr5:2696445-2696863	Cluster_980	N	10	27	9	0
chr5:2777650-2778066	Cluster_981	N	0	0	446	10
chr5:2789219-2789639	Cluster_982	N	186	96	14	120
chr5:2932938-2933354	Cluster_983	N	12	6	62	81
chr5:3018579-3018994	Cluster_984	N	15	7	11	24
chr5:3021828-3022243	Cluster_985	N	4	5	28	25
chr5:3062246-3062660	Cluster_986	N	0	0	53	1
chr5:3103363-3103780	Cluster_987	N	0	0	7	116
chr5:3165002-3165417	Cluster_988	N	19	24	1	0
chr5:3201696-3202110	Cluster_989	N	2	63	3	1
chr5:3289775-3290201	Cluster_990	N	10	4	5	26
chr5:3300464-3300892	Cluster_991	N	14	8	2	14
chr5:3469167-3469581	Cluster_992	N	0	0	1	28
chr5:3555823-3556240	Cluster_993	N	0	55	4	0
chr5:3893387-3893802	Cluster_994	N	0	0	0	39
chr5:3894369-3894905	Cluster_995	N	210	81	287	157
chr5:3897391-3897821	Cluster_996	N	29	8	17	4
chr5:3921037-3921451	Cluster_997	N	0	0	5	41
chr5:4024625-4025041	Cluster_998	N	61	3	8	0
chr5:4119275-4119691	Cluster_999	N	11	53	1	0
chr5:4311613-4312030	Cluster_1000	N	20	12	17	1
chr5:4388221-4388635	Cluster_1001	N	5	23	6	7
chr5:4452289-4452703	Cluster_1002	N	0	0	31	4
chr5:4593791-4594216	Cluster_1003	N	31	3	1	5
chr5:4640400-4640815	Cluster_1004	N	10	5	1	18
chr5:4904496-4904910	Cluster_1005	N	0	0	65	5
chr5:4924462-4924882	Cluster_1006	N	4	87	0	0
chr5:5167052-5167468	Cluster_1007	N	6	10	2	46
chr5:5175852-5176307	Cluster_1008	N	215	126	16	7
chr5:5259367-5259801	Cluster_1009	N	38	12	21	35
chr5:5314634-5315051	Cluster_1010	N	816	1365	214	55
chr5:5778620-5779042	Cluster_1011	N	15	12	13	0
chr5:5780873-5781302	Cluster_1012	N	18	14	32	27
chr5:5787297-5787739	Cluster_1013	N	53	9	28	42
chr5:5789197-5789606	Cluster_1014	N	24	8	19	22
chr5:5796105-5796607	Cluster_1015	N	19	5	35	68
chr5:5810749-5811164	Cluster_1016	N	3	0	0	181
chr5:5859620-5860224	Cluster_1017	N	41	18	71	23
chr5:5871599-5872014	Cluster_1018	N	17	8	16	41
chr5:6035941-6036357	Cluster_1019	N	45	5	4	4
chr5:6076234-6076649	Cluster_1020	N	19	8	8	1
chr5:6150490-6150908	Cluster_1021	N	14	12	575	3
chr5:6151827-6152244	Cluster_1022	N	0	1	0	124
chr5:6161967-6162382	Cluster_1023	N	2	39	1	0
chr5:6272251-6272725	Cluster_1024	N	480	1001	49	122
chr5:6401531-6401944	Cluster_1025	N	7	16	1	8
chr5:6461364-6461777	Cluster_1026	N	0	0	29	0
chr5:6572938-6573353	Cluster_1027	N	36	3	2	111
chr5:6672799-6673213	Cluster_1028	N	0	0	0	31
chr5:6689277-6689694	Cluster_1029	N	1	0	11	35
chr5:6727163-6727578	Cluster_1030	N	0	0	0	173
chr5:6860207-6860624	Cluster_1031	N	5	57	1	0
chr5:7232556-7232973	Cluster_1032	N	8	34	13	1
chr5:7254705-7255116	Cluster_1033	N	1	0	1	27
chr5:7607671-7608085	Cluster_1034	N	0	0	32	0
chr5:7737782-7738197	Cluster_1035	N	25	3	219	34
chr5:7909803-7910217	Cluster_1036	N	0	0	38	1
chr5:7928091-7928637	Cluster_1037	N	627	167	260	257
chr5:7930710-7931256	Cluster_1038	N	37	7	59	98
chr5:7973366-7973782	Cluster_1039	N	14	2	3	189
chr5:8088421-8088835	Cluster_1040	N	10	1	2	21
chr5:8102052-8102525	Cluster_1041	N	53	15	18	39
chr5:8205400-8205813	Cluster_1042	N	0	0	0	29
chr5:8423062-8423476	Cluster_1043	N	2	0	0	45
chr5:8714171-8714587	Cluster_1044	N	16	5	10	48
chr5:8793533-8793950	Cluster_1045	N	2	0	1	672
chr5:8828962-8829486	Cluster_1046	N	42	9	43	34
chr5:8939767-8940183	Cluster_1047	N	7	150	38	7
chr5:9094051-9094728	Cluster_1048	N	34113	10300	27781	23950
chr5:9327758-9328175	Cluster_1049	N	0	0	0	353
chr5:9332711-9333191	Cluster_1050	N	15	75	0	0
chr5:9338834-9339249	Cluster_1051	N	0	0	0	64
chr5:9577695-9578162	Cluster_1052	N	154	38	92	97
chr5:9795393-9795809	Cluster_1053	N	5	24	9	107
chr5:9812884-9813299	Cluster_1054	N	30	8	1	0
chr5:9857764-9858179	Cluster_1055	N	3	1	30	218
chr5:9861950-9862369	Cluster_1056	N	11	151	0	0
chr5:10166932-10167348	Cluster_1057	N	34	2	8	0
chr5:10508810-10509478	Cluster_1058	N	970	311	368	610
chr5:10670848-10671263	Cluster_1059	N	6	47	2	5
chr5:10698333-10698747	Cluster_1060	N	7	3	1	53
chr5:11011650-11012064	Cluster_1061	N	0	0	1	34
chr5:11070280-11070694	Cluster_1062	N	0	0	28	1
chr5:11148963-11149378	Cluster_1063	N	13	32	0	7
chr5:11369280-11369708	Cluster_1064	N	58	3	7	0
chr5:11395413-11395842	Cluster_1065	N	70	7	3	1
chr5:11499290-11499705	Cluster_1066	N	0	0	0	292
chr5:11503644-11504059	Cluster_1067	N	27	3	0	7
chr5:11693588-11694005	Cluster_1068	N	13	4	2	28
chr5:11735052-11735466	Cluster_1069	N	0	0	32	7
chr5:11928180-11928590	Cluster_1070	N	0	0	0	28
chr5:12101309-12101724	Cluster_1071	N	31	8	0	1
chr5:12152336-12152752	Cluster_1072	N	8	12	15	17
chr5:12281187-12281606	Cluster_1073	N	36	5	9	7
chr5:12285683-12286101	Cluster_1074	N	33	0	0	0
chr5:12301922-12302338	Cluster_1075	N	0	1	2	30
chr5:12666819-12667235	Cluster_1076	N	50	54	0	5
chr5:12690901-12691317	Cluster_1077	N	0	0	0	640
chr5:12715015-12715432	Cluster_1078	N	16	232	46	5
chr5:12953856-12954299	Cluster_1079	N	251	79	29	54
chr5:13035810-13036226	Cluster_1080	N	7	226	6	1
chr5:13045097-13045513	Cluster_1081	N	15	33	24	50
chr5:13143710-13144127	Cluster_1082	N	0	4	24	17
chr5:13185566-13185978	Cluster_1083	N	17	3	0	11
chr5:13303687-13304103	Cluster_1084	N	13	3	0	14
chr5:13308690-13309106	Cluster_1085	N	5	41	2	2
chr5:13364423-13364859	Cluster_1086	N	7	1	29	26
chr5:13490407-13490832	Cluster_1087	N	18	5	11	9
chr5:13736712-13737127	Cluster_1088	N	0	1	8	50
chr5:13885606-13886022	Cluster_1089	N	15	25	10	3
chr5:14205213-14205629	Cluster_1090	N	3	3	49	6
chr5:14277544-14277960	Cluster_1091	N	0	2	37	1
chr5:14279435-14279864	Cluster_1092	N	7	2	25	40
chr5:14282608-14283026	Cluster_1093	N	3	35	5	6
chr5:14311787-14312213	Cluster_1094	N	5	0	42	1
chr5:14642018-14642433	Cluster_1095	N	9	4	8	27
chr5:14643491-14643907	Cluster_1096	N	37	31	2	8
chr5:14700582-14700996	Cluster_1097	N	19	15	0	1
chr5:14921256-14921674	Cluster_1098	N	6	4	17	4
chr5:14928305-14928722	Cluster_1099	N	0	0	10	38
chr5:14947344-14947759	Cluster_1100	N	5	24	1	1
chr5:14962749-14963164	Cluster_1101	N	0	17	14	4
chr5:15206378-15206791	Cluster_1102	N	0	0	33	2
chr5:15283363-15283779	Cluster_1103	N	21	3	17	2
chr5:15290282-15290698	Cluster_1104	N	14	6	50	1
chr5:15406299-15407599	Cluster_1105	N	21133	24351	21493	31427
chr5:15408342-15409275	Cluster_1106	N	8937	16680	9882	16380
chr5:15411772-15412568	Cluster_1107	N	243	47	85	48
chr5:15446182-15446606	Cluster_1108	N	3	1	55	5
chr5:15470609-15471023	Cluster_1109	N	2	0	39	0
chr5:15658317-15658734	Cluster_1110	N	34	2	1	13
chr5:15701025-15701441	Cluster_1111	N	1	1	1	32
chr5:15862500-15862919	Cluster_1112	N	13	16	6	4
chr5:15941183-15941599	Cluster_1113	N	0	0	0	272
chr5:15973455-15973876	Cluster_1114	N	10	141	4	1
chr5:16120254-16120944	Cluster_1115	N	42	40	65	312
chr5:16144782-16145210	Cluster_1116	N	0	0	52	0
chr5:16171516-16171934	Cluster_1117	N	93	2799	18	3
chr5:16401589-16402016	Cluster_1118	N	7	4	31	31
chr5:16497848-16498261	Cluster_1119	N	8	21	0	1
chr5:16513434-16513848	Cluster_1120	N	6	1	64	30
chr5:16803201-16803618	Cluster_1121	N	16	4	1	38
chr5:17668796-17672351	Cluster_1122	N	6634	5207	4419	6254
chr5:17673002-17678507	Cluster_1123	N	7661	6450	5856	7227
chr5:17679165-17684668	Cluster_1124	N	7848	6521	6173	7322
chr5:17685324-17690846	Cluster_1125	N	7516	6910	6280	7412
chr5:17691483-17693002	Cluster_1126	N	533	767	694	1059
chr6:52318-52734	Cluster_1127	N	18	13	2	5
chr6:101725-105970	Cluster_1128	N	1258	1375	530	409
chr6:106235-111089	Cluster_1129	N	1907	2002	503	344
chr6:111128-112284	Cluster_1130	N	606	603	137	136
chr6:417875-418304	Cluster_1131	N	0	2	54	1
chr6:451176-451591	Cluster_1132	N	0	0	2	44
chr6:856830-857245	Cluster_1133	N	0	0	0	54
chr6:895871-896288	Cluster_1134	N	18	58	7	0
chr6:936115-937045	Cluster_1135	N	532	928	672	1678
chr6:937693-944162	Cluster_1136	N	94235	56355	137533	115870
chr6:944808-946470	Cluster_1137	N	17392	18068	5792	4078
chr6:1030508-1030923	Cluster_1138	N	20	340	3	0
chr6:1126102-1126515	Cluster_1139	N	17	6	6	0
chr6:1261970-1262383	Cluster_1140	N	21	11	0	4
chr6:1351610-1352026	Cluster_1141	N	0	3	58	21
chr6:1374684-1375099	Cluster_1142	N	4	40	1	0
chr6:1618389-1618804	Cluster_1143	N	58	23	27	22
chr6:1639586-1640002	Cluster_1144	N	9	49	10	3
chr6:1640005-1640419	Cluster_1145	N	3	0	9	57
chr6:1691638-1692051	Cluster_1146	N	5	25	0	0
chr6:1737550-1737982	Cluster_1147	N	109	5	0	1
chr6:1740621-1741044	Cluster_1148	N	56	24	2	1
chr6:1741046-1741478	Cluster_1149	N	8	72	3	2
chr6:1741881-1742285	Cluster_1150	N	36	0	2	0
chr6:1763882-1764315	Cluster_1151	N	2	4	0	102
chr6:1797328-1797744	Cluster_1152	N	15	17	6	0
chr6:1822367-1822838	Cluster_1153	N	450	174	42	56
chr6:2207216-2207656	Cluster_1154	N	26	19	56	31
chr6:2216095-2216530	Cluster_1155	N	22	19	9	11
chr6:2216856-2217333	Cluster_1156	N	58	25	27	18
chr6:2218421-2218892	Cluster_1157	N	37	14	33	57
chr6:2223444-2223844	Cluster_1158	N	12	6	5	9
chr6:2543030-2543445	Cluster_1159	N	17	42	4	0
chr6:2576527-2576943	Cluster_1160	N	13	33	26	56
chr6:2577283-2577699	Cluster_1161	N	12	34	27	53
chr6:2577823-2578239	Cluster_1162	N	12	34	26	57
chr6:2578606-2579022	Cluster_1163	N	12	35	28	53
chr6:2636897-2637316	Cluster_1164	N	16	18	4	7
chr6:2738985-2739401	Cluster_1165	N	0	0	54	1
chr6:2744779-2745195	Cluster_1166	N	1	0	51	1
chr6:3100192-3100598	Cluster_1167	N	11	13	0	22
chr6:3261565-3262000	Cluster_1168	N	16	36	3	33
chr6:3262362-3262888	Cluster_1169	N	177	46	11	50
chr6:3268587-3269012	Cluster_1170	N	0	28	5	22
chr6:3269398-3269823	Cluster_1171	N	54	9	0	11
chr6:3324102-3324519	Cluster_1172	N	25	31	7	3
chr6:3345912-3346327	Cluster_1173	N	66	15	435	4395
chr6:3410796-3411212	Cluster_1174	N	44	6	10	1
chr6:3476797-3477212	Cluster_1175	N	4	56	2	1
chr6:3801235-3801674	Cluster_1176	N	276	24	2	12
chr6:3805259-3805965	Cluster_1177	N	149	33	22	55
chr6:3806329-3806755	Cluster_1178	N	6	33	2	24
chr6:3807063-3807876	Cluster_1179	N	495	138	10	88
chr6:3815920-3816338	Cluster_1180	N	0	0	81	2
chr6:3966859-3967670	Cluster_1181	N	214	63	9	63
chr6:3967747-3968191	Cluster_1182	N	376	38	4	23
chr6:3968639-3969351	Cluster_1183	N	140	31	10	48
chr6:3978785-3979201	Cluster_1184	N	31	5	0	9
chr6:4019133-4019551	Cluster_1185	N	7	4	15	85
chr6:4060543-4060973	Cluster_1186	N	12	29	15	2
chr6:4070988-4071401	Cluster_1187	N	0	26	1	1
chr6:4164963-4165378	Cluster_1188	N	5	1	72	15
chr6:4250125-4250538	Cluster_1189	N	0	0	0	28
chr6:4296051-4296469	Cluster_1190	N	0	0	40	6
chr6:4526707-4527176	Cluster_1191	N	197	130	12	38
chr6:4623169-4623583	Cluster_1192	N	5	4	33	1
chr6:4627696-4628111	Cluster_1193	N	147	645	77	29
chr6:4919337-4919756	Cluster_1194	N	8	9	12	31
chr6:5058389-5058817	Cluster_1195	N	1	0	28	5
chr6:5265994-5266415	Cluster_1196	N	7	8	40	9
chr6:5322041-5322458	Cluster_1197	N	17	161	0	1
chr6:5327781-5328375	Cluster_1198	N	25	44	109	1585
chr6:5332452-5332866	Cluster_1199	N	1	0	45	0
chr6:5396599-5397014	Cluster_1200	N	14	18	10	8
chr6:5507563-5507979	Cluster_1201	N	1	29	0	0
chr6:5573541-5573957	Cluster_1202	N	0	29	0	0
chr6:5649260-5649675	Cluster_1203	N	15	94	3	0
chr6:5692859-5693275	Cluster_1204	N	1	0	42	12
chr6:5701630-5702058	Cluster_1205	N	28	15	129	29
chr6:5825634-5826051	Cluster_1206	N	28	6	16	6
chr6:5878663-5879078	Cluster_1207	N	20	33	1	10
chr6:5885992-5886408	Cluster_1208	N	27	48	0	0
chr6:6037044-6037461	Cluster_1209	N	9	92	3	4
chr6:6037876-6038290	Cluster_1210	N	0	1	0	41
chr6:6051681-6052098	Cluster_1211	N	291	47	210	22
chr6:6327211-6327627	Cluster_1212	N	3	20	8	1
chr6:6360622-6361038	Cluster_1213	N	4	18	9	0
chr6:6443191-6443606	Cluster_1214	N	8	6	13	21
chr6:6449178-6449594	Cluster_1215	N	1	138	0	0
chr6:6480202-6480619	Cluster_1216	N	45	24	11	23
chr6:6522920-6523334	Cluster_1217	N	0	1	43	1
chr6:6779053-6779467	Cluster_1218	N	1	2	1	31
chr6:6809172-6809587	Cluster_1219	N	0	0	0	74
chr6:6891473-6891886	Cluster_1220	N	12	20	1	0
chr6:7021937-7022353	Cluster_1221	N	0	0	0	62
chr6:7033636-7034086	Cluster_1222	N	191	360	79	13
chr6:7078600-7079015	Cluster_1223	N	7	47	10	16
chr6:7363121-7363819	Cluster_1224	N	17	69	71	7
chr6:7365841-7366259	Cluster_1225	N	8	16	44	2
chr6:7374666-7375080	Cluster_1226	N	4	18	0	8
chr6:7407319-7407735	Cluster_1227	N	3	7	5	35
chr6:7422807-7423222	Cluster_1228	N	5	4	2	33
chr6:7531497-7532165	Cluster_1229	N	193	26	23	4
chr6:7532467-7533174	Cluster_1230	N	213	39	24	10
chr6:7533434-7534146	Cluster_1231	N	212	48	23	9
chr6:7534437-7534871	Cluster_1232	N	159	914	16	2
chr6:7535132-7535839	Cluster_1233	N	224	29	27	2
chr6:7552581-7553494	Cluster_1234	N	33	682	46	221
chr6:7553549-7553977	Cluster_1235	N	0	212	27	1
chr6:7555299-7555723	Cluster_1236	N	76	14	27	5
chr6:7556724-7557150	Cluster_1237	N	14	35	1	7
chr6:7557685-7558310	Cluster_1238	N	151	118	6	45
chr6:7558651-7559077	Cluster_1239	N	26	30	0	5
chr6:7560293-7560722	Cluster_1240	N	897	0	26	0
chr6:7561431-7561858	Cluster_1241	N	204	8	15	2
chr6:7562116-7562822	Cluster_1242	N	187	42	31	3
chr6:7563362-7563790	Cluster_1243	N	171	14	13	3
chr6:7564050-7564757	Cluster_1244	N	260	45	32	3
chr6:7565019-7565727	Cluster_1245	N	210	42	27	6
chr6:7565985-7566693	Cluster_1246	N	257	41	31	4
chr6:7566954-7567660	Cluster_1247	N	186	43	20	2
chr6:7567919-7568626	Cluster_1248	N	214	46	20	11
chr6:7568631-7569338	Cluster_1249	N	219	35	5	3
chr6:7569598-7570303	Cluster_1250	N	212	46	10	7
chr6:7570565-7571273	Cluster_1251	N	259	42	32	3
chr6:7571531-7572240	Cluster_1252	N	224	40	7	3
chr6:7572501-7573210	Cluster_1253	N	227	42	15	2
chr6:7573469-7574177	Cluster_1254	N	256	42	35	2
chr6:7574436-7575144	Cluster_1255	N	255	42	25	4
chr6:7575683-7576112	Cluster_1256	N	183	10	7	2
chr6:7576372-7577081	Cluster_1257	N	269	46	8	7
chr6:7577370-7578049	Cluster_1258	N	232	44	4	6
chr6:7578309-7579017	Cluster_1259	N	191	27	17	3
chr6:7579074-7579502	Cluster_1260	N	195	64	0	1
chr6:7579555-7580102	Cluster_1261	N	225	51	21	4
chr6:7742839-7743376	Cluster_1262	N	1185	1033	1805	901
chr6:7745946-7746361	Cluster_1263	N	0	0	93	0
chr6:7866129-7866543	Cluster_1264	N	0	0	0	42
chr6:8065970-8066474	Cluster_1265	N	73	24	46	47
chr6:8067958-8068382	Cluster_1266	N	27	10	11	20
chr6:8092563-8092976	Cluster_1267	N	0	0	0	31
chr6:8174816-8175232	Cluster_1268	N	0	0	108	0
chr6:8477011-8477443	Cluster_1269	N	63	16	1	19
chr6:8481442-8481862	Cluster_1270	N	2	70	0	2
chr6:8498209-8498627	Cluster_1271	N	72	18	0	1
chr6:8511317-8511736	Cluster_1272	N	7	18	2	26
chr6:8515830-8516254	Cluster_1273	N	20	119	1	1
chr6:8516681-8517100	Cluster_1274	N	1	89	1	0
chr6:8517832-8518661	Cluster_1275	N	100	13	17	19
chr6:8518701-8519120	Cluster_1276	N	137	3	1	1
chr6:8521701-8522116	Cluster_1277	N	11	23	0	11
chr6:8660635-8661156	Cluster_1278	N	61	46	57	20
chr6:8748626-8749041	Cluster_1279	N	0	0	0	61
chr6:8796628-8797043	Cluster_1280	N	136	18	3	0
chr6:8911465-8912832	Cluster_1281	N	487	222	200	547
chr6:8919524-8919942	Cluster_1282	N	10	13	0	18
chr6:8934972-8935383	Cluster_1283	N	6	11	2	12
chr6:9027759-9028174	Cluster_1284	N	0	39	2	1
chr6:9028876-9029292	Cluster_1285	N	2	28	0	0
chr6:9090687-9091102	Cluster_1286	N	0	0	0	257
chr6:9145462-9145879	Cluster_1287	N	23	9	34	250
chr6:9182459-9182871	Cluster_1288	N	3	0	2	27
chr6:9230895-9231475	Cluster_1289	N	26	13	14	29
chr6:9240499-9240916	Cluster_1290	N	11	87	33	16
chr6:9251310-9251726	Cluster_1291	N	5	26	0	0
chr6:9481297-9481713	Cluster_1292	N	0	0	1	56
chr6:9515085-9515521	Cluster_1293	N	8	4	20	7
chr6:9515662-9516090	Cluster_1294	N	25	16	51	47
chr6:9516639-9517109	Cluster_1295	N	31	29	36	37
chr6:9579892-9580308	Cluster_1296	N	12	0	51	3
chr6:9619879-9620293	Cluster_1297	N	0	0	0	46
chr6:9650448-9650883	Cluster_1298	N	115	45	50	14
chr6:9685725-9686139	Cluster_1299	N	2	0	62	1
chr6:9727754-9728288	Cluster_1300	N	271	95	42	27
chr6:9728710-9729221	Cluster_1301	N	83	30	79	45
chr6:9730015-9730520	Cluster_1302	N	94	33	175	54
chr6:9730677-9731527	Cluster_1303	N	95	45	219	219
chr6:9731665-9732113	Cluster_1304	N	15	10	27	23
chr6:9732919-9733373	Cluster_1305	N	174	55	123	120
chr6:9738651-9739115	Cluster_1306	N	49	0	4188	0
chr6:9811641-9812113	Cluster_1307	N	5005	417	43	90
chr6:9870029-9870445	Cluster_1308	N	18	8	7	2
chr6:9873178-9873595	Cluster_1309	N	8	5	12	20
chr6:9874703-9875120	Cluster_1310	N	7	95	17	7
chr6:9892047-9892464	Cluster_1311	N	19	106	43	6
chr6:9949663-9950080	Cluster_1312	N	14	38	14	10
chr6:10064459-10064876	Cluster_1313	N	0	3	233	26
chr6:10087396-10087811	Cluster_1314	N	3	0	0	30
chr6:10154864-10155281	Cluster_1315	N	1	105	0	0
chr6:10155620-10156037	Cluster_1316	N	1	48	3	0
chr6:10301621-10302061	Cluster_1317	N	86	42	131	65
chr6:10340015-10340492	Cluster_1318	N	104	50	133	74
chr6:11058199-11058616	Cluster_1319	N	26	9	0	1
chr6:11260238-11260653	Cluster_1320	N	0	0	28	0
chr6:11347468-11347885	Cluster_1321	N	28	0	0	9
chr6:11381362-11381778	Cluster_1322	N	31	16	0	0
chr6:11597304-11597834	Cluster_1323	N	52	28	105	6
chr6:11608853-11609330	Cluster_1324	N	153	31	122	116
chr6:11682301-11682731	Cluster_1325	N	19	33	13	4
chr6:11691360-11691787	Cluster_1326	N	18	23	7	4
chr6:11710037-11710464	Cluster_1327	N	18	27	8	1
chr6:11782903-11783320	Cluster_1328	N	0	0	0	481
chr6:11873813-11874226	Cluster_1329	N	0	1	31	0
chr6:12027863-12028279	Cluster_1330	N	11	10	0	17
chr6:12047779-12048198	Cluster_1331	N	0	0	0	89
chr6:12100105-12100520	Cluster_1332	N	52	7	14	4
chr6:12195566-12195982	Cluster_1333	N	111	13	75	10
chr6:12328913-12329355	Cluster_1334	N	311	118	116	267
chr6:12335396-12335813	Cluster_1335	N	7	6	32	0
chr6:12966102-12966806	Cluster_1336	N	66656	41756	10300	19539
chr6:13163256-13163669	Cluster_1337	N	20	5	4	0
chr6:13195038-13195474	Cluster_1338	N	0	0	117	0
chr6:13277838-13278314	Cluster_1339	N	8	42	0	36
chr6:13300270-13300716	Cluster_1340	N	1032	499	50	59
chr6:13385580-13386002	Cluster_1341	N	60	62	4	12
chr6:13386735-13387155	Cluster_1342	N	28	0	8	0
chr6:13418907-13418999	Cluster_1343	Y	14	6	0	5
chr6:13518966-13519383	Cluster_1344	N	0	0	0	93
chr6:13748379-13748795	Cluster_1345	N	0	0	0	34
chr6:13776195-13776611	Cluster_1346	N	4	30	9	1
chr6:13997815-13998232	Cluster_1347	N	0	0	65	11
chr6:14017866-14018280	Cluster_1348	N	29	1	18	2
chr6:14171409-14171823	Cluster_1349	N	0	0	42	0
chr6:14208763-14209182	Cluster_1350	N	23	609	5	0
chr6:14281327-14281743	Cluster_1351	N	40	174	0	0
chr6:14411215-14411630	Cluster_1352	N	10	0	3	41
chr6:14430517-14430935	Cluster_1353	N	3724	689	17	173
chr6:14543595-14544006	Cluster_1354	N	18	7	2	5
chr6:14670840-14671258	Cluster_1355	N	6	117	4	1
chr6:14701104-14701519	Cluster_1356	N	0	0	0	29
chr6:15132806-15133222	Cluster_1357	N	2	43	3	0
chr6:15232044-15232459	Cluster_1358	N	32	1	5	1
chr6:15246560-15247032	Cluster_1359	N	5487	3143	848	539
chr6:15443099-15443669	Cluster_1360	N	42	11	1	22
chr6:15446943-15447514	Cluster_1361	N	131	13	1	7
chr6:15448297-15448719	Cluster_1362	N	38	8	1	20
chr6:15450196-15450615	Cluster_1363	N	19	13	7	3
chr6:15453686-15454108	Cluster_1364	N	28	0	0	5
chr6:15454568-15454990	Cluster_1365	N	53	0	0	2
chr6:15456062-15456484	Cluster_1366	N	40	8	3	22
chr6:15457950-15458369	Cluster_1367	N	19	14	5	3
chr6:15459608-15460020	Cluster_1368	N	28	2	0	1
chr6:15460199-15460620	Cluster_1369	N	287	2	7	9
chr6:15461499-15461908	Cluster_1370	N	9	24	0	8
chr6:15484193-15484625	Cluster_1371	N	39	25	0	12
chr6:15489776-15490188	Cluster_1372	N	9	10	1	15
chr6:15494023-15494440	Cluster_1373	N	10	12	0	16
chr6:15495400-15495815	Cluster_1374	N	36	15	0	14
chr6:15505076-15505616	Cluster_1375	N	55	66	77	4
chr6:15528759-15529178	Cluster_1376	N	27	26	8	0
chr6:15620998-15621435	Cluster_1377	N	1	0	152	0
chr6:15622991-15623408	Cluster_1378	N	0	36	0	0
chr6:15651354-15651953	Cluster_1379	N	1079	349	700	1273
chr6:15684898-15685325	Cluster_1380	N	8	33	1	63
chr6:15819233-15819651	Cluster_1381	N	34	5	26	0
chr6:15842529-15842944	Cluster_1382	N	9	42	0	0
chr6:15952343-15952758	Cluster_1383	N	23	233	47	21
chr6:16560283-16560698	Cluster_1384	N	1	4	15	54
chr6:16566875-16567290	Cluster_1385	N	0	30	2	0
chr6:16592037-16592451	Cluster_1386	N	0	41	2	5
chr6:16599150-16599561	Cluster_1387	N	0	1	30	0
chr6:16616535-16616949	Cluster_1388	N	0	1	0	50
chr6:16619917-16620333	Cluster_1389	N	12	15	1	0
chr6:16742371-16742789	Cluster_1390	N	31	19	4	3
chr6:16756332-16756750	Cluster_1391	N	31	18	4	2
chr6:16800077-16800492	Cluster_1392	N	0	0	0	54
chr7:126444-126856	Cluster_1393	N	5	25	1	0
chr7:974169-974584	Cluster_1394	N	5	34	1	1
chr7:1105069-1105506	Cluster_1395	N	123	131	7	8
chr7:1105773-1106210	Cluster_1396	N	125	143	8	9
chr7:1108228-1108665	Cluster_1397	N	4	518	0	0
chr7:1234098-1234517	Cluster_1398	N	25	8	1	25
chr7:1235029-1235444	Cluster_1399	N	0	1	176	22
chr7:1302230-1302646	Cluster_1400	N	168	0	5	7
chr7:1433437-1433860	Cluster_1401	N	41	299	48	33
chr7:1516873-1517289	Cluster_1402	N	32	5	2	1
chr7:1623428-1623845	Cluster_1403	N	0	0	54	0
chr7:1839050-1839711	Cluster_1404	N	24	12	62	5
chr7:1906561-1907040	Cluster_1405	N	2774	652	2371	3211
chr7:2597527-2597945	Cluster_1406	N	12	33	12	35
chr7:2677848-2678265	Cluster_1407	N	9	77	1	2
chr7:2707746-2708224	Cluster_1408	N	208	118	465	308
chr7:2718817-2719233	Cluster_1409	N	63	3	8	1
chr7:2768042-2768458	Cluster_1410	N	11	153	0	0
chr7:2974880-2975294	Cluster_1411	N	3	27	0	0
chr7:3043359-3043776	Cluster_1412	N	65	71	31	20
chr7:3178492-3178909	Cluster_1413	N	46	7	7	12
chr7:3211894-3212309	Cluster_1414	N	1	0	30	15
chr7:3342812-3343224	Cluster_1415	N	5	24	0	0
