"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Protein_ID","ontology","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"1607","GO:0001657","ureteric bud development",134,7,2.01,0.03304,"evm.model.Ap9.981_evm.model.Ap9.982","Biological Processes","sp|P11362|FGFR1_HUMAN",1.71e-75,"Fibroblast growth factor receptor 1 OS=Homo sapiens GN=FGFR1 PE=1 SV=3","tr|A0A2B4SWG7|A0A2B4SWG7_STYPI",5.77e-167,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Stylophora pistillata GN=Ret PE=4 SV=1","ref|XP_020615291.1|",0,"angiopoietin-1 receptor-like isoform X2 [Orbicella faveolata]","GO:0031410; GO:0005829; GO:0005576; GO:0016021; GO:0005887; GO:0005730; GO:0005886; GO:0043235; GO:0016303; GO:0005524; GO:0017134; GO:0005007; GO:0008201; GO:0042802; GO:0046934; GO:0042803; GO:0004713; GO:0005088; GO:0090722; GO:0001525; GO:0060117; GO:0060445; GO:0048469; GO:0016477; GO:0002062; GO:0043009; GO:0030326; GO:0008543; GO:0035607; GO:0001701; GO:0042472; GO:0060484; GO:0000165; GO:0048762; GO:0030901; GO:0042474; GO:0090272; GO:0000122; GO:0001764; GO:0001759; GO:0042473; GO:0048339; GO:0018108; GO:0048015; GO:0060045; GO:0008284; GO:2000546; GO:0043406; GO:0043410; GO:0090080; GO:0002053; GO:1903465; GO:0045666; GO:0010976; GO:2000830; GO:0014068; GO:0010518; GO:0010863; GO:0051897; GO:0046777; GO:0006468; GO:0060665; GO:0045595; GO:2001239; GO:0048378; GO:0007605; GO:0001501; GO:0048705; GO:0006351; GO:0001657; GO:0021847; GO:0070640","GO:0016021; GO:0005524; GO:0004713"
"1608","GO:0071467","cellular response to pH",48,3,0.72,0.03531,"evm.model.Ap1.197","Biological Processes","sp|Q7T1N4|ASIC1_OPSTA",3.18e-45,"Acid-sensing ion channel 1 OS=Opsanus tau GN=asic1 PE=1 SV=1","tr|A0A2B4T2X9|A0A2B4T2X9_STYPI",0,"Amiloride-sensitive sodium channel subunit gamma OS=Stylophora pistillata GN=scnn1g-a PE=4 SV=1","ref|XP_022808877.1|",0,"acid-sensing ion channel 1C-like [Stylophora pistillata]","GO:0005887; GO:0044736; GO:0071467; GO:0070207; GO:0035725","GO:0016021; GO:0005272"
"1609","GO:0071467","cellular response to pH",48,3,0.72,0.03531,"evm.model.Ap6.1620","Biological Processes","sp|Q7T1N4|ASIC1_OPSTA",2.04e-53,"Acid-sensing ion channel 1 OS=Opsanus tau GN=asic1 PE=1 SV=1","tr|A0A2B4S6H7|A0A2B4S6H7_STYPI",0,"Acid-sensing ion channel 4 OS=Stylophora pistillata GN=asic4 PE=4 SV=1","ref|XP_020606554.1|",0,"acid-sensing ion channel 1A-like [Orbicella faveolata]","GO:0005887; GO:0044736; GO:0071467; GO:0070207; GO:0035725","GO:0016021; GO:0005272"
"1610","GO:0071467","cellular response to pH",48,3,0.72,0.03531,"evm.model.Ap6.1629","Biological Processes","sp|Q708S7|ASI1A_DANRE",2.99e-46,"Acid-sensing ion channel 1A OS=Danio rerio GN=asic1a PE=1 SV=1","tr|A0A2B4S6H7|A0A2B4S6H7_STYPI",1.3e-118,"Acid-sensing ion channel 4 OS=Stylophora pistillata GN=asic4 PE=4 SV=1","ref|XP_022793006.1|",1.53e-136,"acid-sensing ion channel 5-like [Stylophora pistillata]","GO:0005887; GO:0044736; GO:0005261; GO:0015280; GO:0071467; GO:0070207","GO:0016021; GO:0005272"
"1611","GO:0036335","intestinal stem cell homeostasis",20,2,0.3,0.03574,"evm.model.Ap4.1080","Biological Processes","sp|A2ARI4|LGR4_MOUSE",1.69e-21,"Leucine-rich repeat-containing G-protein coupled receptor 4 OS=Mus musculus GN=Lgr4 PE=1 SV=1","tr|A0A2B4RK82|A0A2B4RK82_STYPI",1.9e-132,"Thrombospondin-4 OS=Stylophora pistillata GN=THBS4 PE=4 SV=1","gb|PFX16665.1|",2.94e-132,"Thrombospondin-4 [Stylophora pistillata]","GO:0005887; GO:0016500; GO:0004888; GO:0030282; GO:0046849; GO:0061290; GO:0072202; GO:0032922; GO:0007623; GO:0048565; GO:0050673; GO:2001013; GO:0007186; GO:0001942; GO:0045087; GO:0036335; GO:0030539; GO:0072224; GO:0072282; GO:0050710; GO:0034122; GO:0045892; GO:0001649; GO:0090190; GO:0090263; GO:0045893; GO:0007283; GO:0035239","GO:0031012; GO:0016021; GO:0005886; GO:0005509; GO:0030198; GO:0007156"
"1612","GO:0036335","intestinal stem cell homeostasis",20,2,0.3,0.03574,"evm.model.Ap9.944","Biological Processes","sp|P07207|NOTCH_DROME",5.49e-11,"Neurogenic locus Notch protein OS=Drosophila melanogaster GN=N PE=1 SV=3","tr|A0A2B4S0E1|A0A2B4S0E1_STYPI",1.44e-63,"Protein HEG-like 1 OS=Stylophora pistillata GN=Heg1 PE=4 SV=1","gb|PFX24164.1|",2.23e-63,"Protein HEG-like 1 [Stylophora pistillata]","GO:0005912; GO:0009986; GO:0005737; GO:0005829; GO:0030139; GO:0005788; GO:0005768; GO:0005796; GO:0016021; GO:0005622; GO:0005770; GO:0005654; GO:0005634; GO:0005886; GO:0043234; GO:0035003; GO:0005509; GO:0003682; GO:0004872; GO:0004888; GO:0007015; GO:0009952; GO:0008356; GO:0007411; GO:0007298; GO:0007155; GO:0043697; GO:0001708; GO:0022416; GO:0008407; GO:0060289; GO:0042676; GO:0048749; GO:0001745; GO:0046667; GO:0042688; GO:0002213; GO:0008340; GO:0046843; GO:0007391; GO:0009950; GO:0007451; GO:0007450; GO:0007398; GO:0035165; GO:0035162; GO:0061331; GO:0035153; GO:0042067; GO:0035214; GO:0007455; GO:0036099; GO:0007440; GO:0060288; GO:0030718; GO:0060250; GO:0007293; GO:0030708; GO:0010001; GO:0007403; GO:0008347; GO:0035172; GO:0007157; GO:0007446; GO:0007447; GO:0016348; GO:0036011; GO:0048803; GO:0008587; GO:0007476; GO:0007474; GO:0036335; GO:0035171; GO:0035167; GO:0046331; GO:0007478; GO:0007616; GO:0035170; GO:0048542; GO:0061382; GO:0007498; GO:0060571; GO:0016333; GO:0008045; GO:0007521; GO:2000048; GO:0045316; GO:0035157; GO:0010629; GO:0046329; GO:0035204; GO:0050768; GO:0035155; GO:0000122; GO:0050877; GO:0014019; GO:0007400; GO:0007405; GO:0097150; GO:0007219; GO:0007314; GO:0030720; GO:0048477; GO:0007424; GO:0030707; GO:0007297; GO:0030713; GO:0007422; GO:0008284; GO:0042691; GO:1900087; GO:0010628; GO:0002052; GO:0043525; GO:0045747; GO:0045944; GO:0045893; GO:0048052; GO:0007464; GO:0045466; GO:0045463; GO:0045465; GO:0007460; GO:0042686; GO:0045595; GO:0042689; GO:0051489; GO:0006110; GO:0040008; GO:0007346; GO:1902692; GO:0050767; GO:0045468; GO:0009608; GO:0046666; GO:0016330; GO:0007423; GO:0016360; GO:0007519; GO:0048863; GO:0006351; GO:0007419; GO:0048190; GO:0035222; GO:0007473","GO:0005509"
"1613","GO:0071300","cellular response to retinoic acid",85,4,1.28,0.03919,"evm.model.Ap2.1275","Biological Processes","sp|P07949|RET_HUMAN",6.01e-58,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Homo sapiens GN=RET PE=1 SV=3","tr|A0A2B4RXR4|A0A2B4RXR4_STYPI",0,"Fibroblast growth factor receptor 3 OS=Stylophora pistillata GN=FGFR3 PE=4 SV=1","ref|XP_020628115.1|",0,"platelet-derived growth factor receptor alpha-like [Orbicella faveolata]","GO:0030424; GO:0005829; GO:0030425; GO:0005769; GO:0010008; GO:0005887; GO:0043231; GO:0045121; GO:0043025; GO:0005886; GO:0098797; GO:0043235; GO:0005524; GO:0005509; GO:0004713; GO:0005088; GO:0004872; GO:0004714; GO:0006919; GO:0007411; GO:0071300; GO:0001838; GO:0048484; GO:0007156; GO:0060384; GO:0097021; GO:0000165; GO:0033619; GO:0001755; GO:0007158; GO:0042551; GO:0061146; GO:0033630; GO:0030335; GO:0045793; GO:2001241; GO:0072300; GO:0014042; GO:0010976; GO:0033141; GO:0045893; GO:0007497; GO:0006468; GO:0050770; GO:0030155; GO:0042493; GO:0048265; GO:0060041; GO:0007165; GO:0007169; GO:0035799; GO:0001657","GO:0016021; GO:0005524; GO:0004713"
"1614","GO:0071300","cellular response to retinoic acid",85,4,1.28,0.03919,"evm.model.Ap7.120","Biological Processes","sp|P02466|CO1A2_RAT",9.95e-161,"Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3","tr|A0A2B4SR81|A0A2B4SR81_STYPI",0,"Collagen alpha-1(XXVII) chain B OS=Stylophora pistillata GN=col27a1b PE=4 SV=1","ref|XP_022779256.1|",0,"collagen alpha-1(I) chain-like [Stylophora pistillata]","GO:0005581; GO:0005584; GO:0070062; GO:0031012; GO:0005576; GO:0005615; GO:0005622; GO:0005201; GO:0042802; GO:0046872; GO:0048407; GO:0002020; GO:0030674; GO:0046332; GO:0001568; GO:0071230; GO:0071310; GO:0071300; GO:0097067; GO:0030199; GO:0070208; GO:0008217; GO:0071873; GO:0007266; GO:0001501; GO:0043589; GO:0007179","GO:0005581; GO:0005201"
"1615","GO:0071300","cellular response to retinoic acid",85,4,1.28,0.03919,"evm.model.Ap7.134","Biological Processes","sp|P02466|CO1A2_RAT",2.69e-154,"Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3","tr|A0A2B4SR81|A0A2B4SR81_STYPI",0,"Collagen alpha-1(XXVII) chain B OS=Stylophora pistillata GN=col27a1b PE=4 SV=1","ref|XP_022779256.1|",0,"collagen alpha-1(I) chain-like [Stylophora pistillata]","GO:0005581; GO:0005584; GO:0070062; GO:0031012; GO:0005576; GO:0005615; GO:0005622; GO:0005201; GO:0042802; GO:0046872; GO:0048407; GO:0002020; GO:0030674; GO:0046332; GO:0001568; GO:0071230; GO:0071310; GO:0071300; GO:0097067; GO:0030199; GO:0070208; GO:0008217; GO:0071873; GO:0007266; GO:0001501; GO:0043589; GO:0007179","GO:0005581; GO:0005201"
"1616","GO:0071300","cellular response to retinoic acid",85,4,1.28,0.03919,"evm.model.Ap8.1510","Biological Processes","sp|P35546|RET_MOUSE",6.6e-38,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Mus musculus GN=Ret PE=1 SV=2","tr|A0A2B4RPH8|A0A2B4RPH8_STYPI",0,"Proto-oncogene tyrosine-protein kinase receptor Ret OS=Stylophora pistillata GN=Ret PE=4 SV=1","ref|XP_022807771.1|",0,"fibroblast growth factor receptor 2-like [Stylophora pistillata]","GO:0030424; GO:0005829; GO:0030425; GO:0005769; GO:0010008; GO:0005887; GO:0043231; GO:0045121; GO:0043025; GO:0005886; GO:0098797; GO:0043235; GO:0005524; GO:0005509; GO:0004714; GO:0006919; GO:0009653; GO:0071300; GO:0001838; GO:0048484; GO:0007156; GO:0060384; GO:0000165; GO:0033619; GO:0007399; GO:0001755; GO:0007158; GO:0030182; GO:0042551; GO:0061146; GO:0033630; GO:0030335; GO:0045793; GO:2001241; GO:0010628; GO:0072300; GO:0014042; GO:0010976; GO:0033141; GO:0045893; GO:0050770; GO:0030155; GO:0042493; GO:0048265; GO:0060041; GO:0007169; GO:0035799; GO:0001657","GO:0016021; GO:0005524; GO:0004713"
"1617","GO:0032197","retrotransposition",166,6,2.49,0.03966,"evm.model.Ap11.1281","Biological Processes","sp|Q7LHG5|YI31B_YEAST",1.93e-41,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A2B4S787|A0A2B4S787_STYPI",0,"Transposon Ty3-I Gag-Pol polyprotein OS=Stylophora pistillata GN=TY3B-I PE=4 SV=1","gb|PFX24913.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0015074"
"1618","GO:0032197","retrotransposition",166,6,2.49,0.03966,"evm.model.Ap11.1372","Biological Processes","sp|Q7LHG5|YI31B_YEAST",2.57e-70,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A8UZV6|A0A1A8UZV6_NOTFU",0,"Uncharacterized protein (Fragment) OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_005173220.1|",0,"uncharacterized protein K02A2.6-like [Danio rerio]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1619","GO:0032197","retrotransposition",166,6,2.49,0.03966,"evm.model.Ap4.1613","Biological Processes","sp|Q7LHG5|YI31B_YEAST",2.5e-84,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A7ZKL5|A0A1A7ZKL5_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=BX640584.1 PE=4 SV=1","ref|XP_005173220.1|",0,"uncharacterized protein K02A2.6-like [Danio rerio]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1620","GO:0032197","retrotransposition",166,6,2.49,0.03966,"evm.model.Ap4.4956","Biological Processes","sp|Q7LHG5|YI31B_YEAST",1.12e-91,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A2B4REU9|A0A2B4REU9_STYPI",0,"Transposon Tf2-9 polyprotein OS=Stylophora pistillata GN=Tf2-9 PE=4 SV=1","ref|XP_022807308.1|",0,"uncharacterized protein K02A2.6-like [Stylophora pistillata]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1621","GO:0032197","retrotransposition",166,6,2.49,0.03966,"evm.model.Ap4.6515","Biological Processes","sp|Q7LHG5|YI31B_YEAST",9.76e-15,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1A7ZYR7|A0A1A7ZYR7_NOTFU",0,"Uncharacterized protein OS=Nothobranchius furzeri GN=RTL1 PE=4 SV=1","gb|KXJ28186.1|",0,"Transposon Ty3-I Gag-Pol polyprotein [Exaiptasia pallida]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197",""
"1622","GO:0032197","retrotransposition",166,6,2.49,0.03966,"evm.model.Ap7.529","Biological Processes","sp|Q7LHG5|YI31B_YEAST",4.98e-109,"Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2","tr|A0A1Y1KUJ8|A0A1Y1KUJ8_PHOPY",0,"Uncharacterized protein (Fragment) OS=Photinus pyralis PE=4 SV=1","gb|KFM59232.1|",0,"Retrovirus-related Pol polyprotein from transposon 412, partial [Stegodyphus mimosarum]","GO:0005737; GO:0005634; GO:0000943; GO:0004190; GO:0005524; GO:0003677; GO:0003887; GO:0008233; GO:0004540; GO:0003723; GO:0003964; GO:0004523; GO:0008270; GO:0015074; GO:0006310; GO:0032197","GO:0004190; GO:0003676; GO:0008270; GO:0015074"
"1623","GO:0035329","hippo signaling",42,7,0.63,0.04156,"evm.model.Ap1.669","Biological Processes","sp|Q2PZL6|FAT4_MOUSE",2.46e-89,"Protocadherin Fat 4 OS=Mus musculus GN=Fat4 PE=1 SV=2","tr|A0A2C9JVA7|A0A2C9JVA7_BIOGL",0,"Uncharacterized protein OS=Biomphalaria glabrata PE=4 SV=1","ref|XP_020610732.1|",0,"protocadherin Fat 4-like [Orbicella faveolata]","GO:0045177; GO:0016021; GO:0005622; GO:0005886; GO:0005509; GO:0001658; GO:0021987; GO:0072137; GO:0048565; GO:0001736; GO:0008543; GO:0003007; GO:0007157; GO:0035329; GO:0007156; GO:0060122; GO:0001822; GO:0072006; GO:0022008; GO:0007219; GO:0043931; GO:0007009; GO:0072307","GO:0016021; GO:0005509; GO:0007156"
"1624","GO:0035329","hippo signaling",42,7,0.63,0.04156,"evm.model.Ap13.242","Biological Processes","sp|Q8VHF0|MARK3_RAT",0,"MAP/microtubule affinity-regulating kinase 3 OS=Rattus norvegicus GN=Mark3 PE=1 SV=1","tr|A0A2B4SF42|A0A2B4SF42_STYPI",0,"MAP/microtubule affinity-regulating kinase 3 OS=Stylophora pistillata GN=Mark3 PE=4 SV=1","ref|XP_022787175.1|",0,"serine/threonine-protein kinase MARK1-like isoform X3 [Stylophora pistillata]","GO:0070062; GO:0005886; GO:0005524; GO:0004674; GO:0030010; GO:0000226; GO:0035331","GO:0005524; GO:0004674; GO:0030010; GO:0000226"
"1625","GO:0035329","hippo signaling",42,7,0.63,0.04156,"evm.model.Ap13.242.1.5f15dc65","Biological Processes","sp|P27448|MARK3_HUMAN",0,"MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 PE=1 SV=4","tr|A0A2B4SF42|A0A2B4SF42_STYPI",0,"MAP/microtubule affinity-regulating kinase 3 OS=Stylophora pistillata GN=Mark3 PE=4 SV=1","ref|XP_022787177.1|",0,"MAP/microtubule affinity-regulating kinase 3-like isoform X5 [Stylophora pistillata]","GO:0005829; GO:0070062; GO:0005886; GO:0005524; GO:0004674; GO:0030010; GO:0000165; GO:0000226; GO:0035331","GO:0005524; GO:0004674; GO:0030010; GO:0000226"
"1626","GO:0035329","hippo signaling",42,7,0.63,0.04156,"evm.model.Ap13.242.2.5f15dc65","Biological Processes","sp|Q8VHF0|MARK3_RAT",0,"MAP/microtubule affinity-regulating kinase 3 OS=Rattus norvegicus GN=Mark3 PE=1 SV=1","tr|A0A2B4SF42|A0A2B4SF42_STYPI",0,"MAP/microtubule affinity-regulating kinase 3 OS=Stylophora pistillata GN=Mark3 PE=4 SV=1","ref|XP_022787175.1|",0,"serine/threonine-protein kinase MARK1-like isoform X3 [Stylophora pistillata]","GO:0070062; GO:0005886; GO:0005524; GO:0004674; GO:0030010; GO:0000226; GO:0035331","GO:0005524; GO:0004674; GO:0030010; GO:0000226"
"1627","GO:0035329","hippo signaling",42,7,0.63,0.04156,"evm.model.Ap13.242.3.5f15dc66","Biological Processes","sp|P27448|MARK3_HUMAN",0,"MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3 PE=1 SV=4","tr|A0A2B4SF42|A0A2B4SF42_STYPI",0,"MAP/microtubule affinity-regulating kinase 3 OS=Stylophora pistillata GN=Mark3 PE=4 SV=1","ref|XP_022787177.1|",0,"MAP/microtubule affinity-regulating kinase 3-like isoform X5 [Stylophora pistillata]","GO:0005829; GO:0070062; GO:0005886; GO:0005524; GO:0004674; GO:0030010; GO:0000165; GO:0000226; GO:0035331","GO:0005524; GO:0004674; GO:0030010; GO:0000226"
"1628","GO:0035329","hippo signaling",42,7,0.63,0.04156,"evm.model.Ap4.602","Biological Processes","sp|P33450|FAT_DROME",0,"Cadherin-related tumor suppressor OS=Drosophila melanogaster GN=ft PE=1 SV=3","tr|A0A2B4S9B2|A0A2B4S9B2_STYPI",0,"Cadherin-23 OS=Stylophora pistillata GN=CDH23 PE=4 SV=1","gb|PFX26471.1|",0,"Cadherin-23 [Stylophora pistillata]","GO:0016324; GO:0016327; GO:0016021; GO:0005887; GO:0005739; GO:0005886; GO:0045296; GO:0005509; GO:0050839; GO:0004872; GO:0016339; GO:0000904; GO:0008283; GO:0098609; GO:0044331; GO:0045317; GO:0048105; GO:0045198; GO:0001737; GO:0042067; GO:0001736; GO:0007164; GO:0016336; GO:0007157; GO:0035329; GO:0007156; GO:0007446; GO:0007447; GO:0007476; GO:0090176; GO:0008285; GO:0010629; GO:0045926; GO:0035331; GO:0045571; GO:0016318; GO:0018149; GO:0090251; GO:0035209; GO:0040008; GO:0045570; GO:0046620; GO:0032880; GO:0035159; GO:0009888; GO:0035220; GO:0060071","GO:0016021; GO:0005886; GO:0005509; GO:0007156"
"1629","GO:0035329","hippo signaling",42,7,0.63,0.04156,"evm.model.Ap5.2818","Biological Processes","sp|Q6V0I7|FAT4_HUMAN",0,"Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2","tr|A0A2B4S1B7|A0A2B4S1B7_STYPI",0,"Protocadherin Fat 4 OS=Stylophora pistillata GN=Fat4 PE=4 SV=1","ref|XP_022795863.1|",0,"protocadherin Fat 4-like [Stylophora pistillata]","GO:0045177; GO:0070062; GO:0016021; GO:0005622; GO:0005886; GO:0005509; GO:0001658; GO:0021987; GO:0072137; GO:0048565; GO:0008543; GO:0003007; GO:0007157; GO:0035329; GO:0007156; GO:0060122; GO:0022008; GO:0007219; GO:0043931; GO:0007009; GO:0072307","GO:0016021; GO:0005886; GO:0005509; GO:0007156"
"1630","GO:0048489","synaptic vesicle transport",22,2,0.33,0.04261,"evm.model.Ap1.1116","Biological Processes","sp|Q96JI7|SPTCS_HUMAN",1.39e-129,"Spatacsin OS=Homo sapiens GN=SPG11 PE=1 SV=3","tr|A0A2B4T022|A0A2B4T022_STYPI",0,"Spatacsin OS=Stylophora pistillata GN=SPG11 PE=4 SV=1","ref|XP_022780731.1|",0,"spatacsin-like isoform X1 [Stylophora pistillata]","GO:0030424; GO:0005737; GO:0031410; GO:0005829; GO:0030425; GO:0070062; GO:0005765; GO:0005730; GO:0005886; GO:0045202; GO:0008088; GO:0048675; GO:0007268; GO:0090389; GO:0048489; GO:0090659",""
"1631","GO:0048489","synaptic vesicle transport",22,2,0.33,0.04261,"evm.model.Ap1.2595","Biological Processes","sp|Q28WQ1|KIF1A_DROPS",0,"Kinesin-like protein unc-104 OS=Drosophila pseudoobscura pseudoobscura GN=unc-104 PE=3 SV=1","tr|A0A2B4SNH2|A0A2B4SNH2_STYPI",0,"Kinesin-like protein unc-104 OS=Stylophora pistillata GN=unc-104 PE=4 SV=1","gb|PFX30916.1|",0,"kinesin-like protein unc-104 [Stylophora pistillata]","GO:0005737; GO:0005874; GO:0005875; GO:0045202; GO:0005524; GO:0008017; GO:0003777; GO:0048489; GO:0047496","GO:0005524; GO:0008017; GO:0003777; GO:0007018"
"1632","GO:0051146","striated muscle cell differentiation",177,4,2.66,0.04432,"evm.model.Ap11.422","Biological Processes","sp|A2ASS6|TITIN_MOUSE",0,"Titin OS=Mus musculus GN=Ttn PE=1 SV=1","tr|A0A2B4RST8|A0A2B4RST8_STYPI",0,"Titin OS=Stylophora pistillata GN=TTN PE=4 SV=1","ref|XP_022800614.1|",0,"LOW QUALITY PROTEIN: titin-like [Stylophora pistillata]","GO:0031672; GO:0000794; GO:0031674; GO:0031430; GO:0005859; GO:0030017; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0030506; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0005200; GO:0008307; GO:0097493; GO:0031433; GO:0007015; GO:0007512; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0043056; GO:0007507; GO:0060419; GO:0003007; GO:0001701; GO:0006936; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:1901897; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0001756; GO:0055002; GO:0006941; GO:0071688; GO:0021591","GO:0005524; GO:0003700; GO:0004672; GO:0005089; GO:0043565; GO:0035023; GO:0006351"
"1633","GO:0051146","striated muscle cell differentiation",177,4,2.66,0.04432,"evm.model.Ap14.585","Biological Processes","sp|Q8WZ42|TITIN_HUMAN",1.18e-15,"Titin OS=Homo sapiens GN=TTN PE=1 SV=4","tr|A0A2B4SNJ0|A0A2B4SNJ0_STYPI",4.52e-124,"Down syndrome cell adhesion molecule-like protein 1-like OS=Stylophora pistillata GN=Dscaml1 PE=4 SV=1","ref|XP_020609394.1|",2.49e-131,"leucine-rich repeats and immunoglobulin-like domains protein 2 isoform X1 [Orbicella faveolata]","GO:0000794; GO:0005829; GO:0070062; GO:0005576; GO:0031674; GO:0031430; GO:0005859; GO:0005865; GO:0030018; GO:0051015; GO:0042805; GO:0005524; GO:0005509; GO:0005516; GO:0019899; GO:0042802; GO:0051371; GO:0002020; GO:0019901; GO:0043621; GO:0004674; GO:0004713; GO:0008307; GO:0097493; GO:0031433; GO:0060048; GO:0048739; GO:0003300; GO:0055008; GO:0055003; GO:0035995; GO:0007076; GO:0006936; GO:0030049; GO:0002576; GO:0010628; GO:0050714; GO:0010737; GO:0050790; GO:0045859; GO:0051592; GO:0045214; GO:0048769; GO:0030241; GO:0030240; GO:0006941","GO:0016021"
"1634","GO:0051146","striated muscle cell differentiation",177,4,2.66,0.04432,"evm.model.Ap2.3787","Biological Processes","sp|P97798|NEO1_MOUSE",6.61e-148,"Neogenin OS=Mus musculus GN=Neo1 PE=1 SV=1","tr|A0A0A7LUI7|A0A0A7LUI7_NEMVE",0,"Neogenin/DCC OS=Nematostella vectensis PE=2 SV=1","ref|XP_020608560.1|",0,"neogenin-like [Orbicella faveolata]","GO:0009986; GO:0005794; GO:0005887; GO:0097708; GO:0016020; GO:0005654; GO:0005886; GO:0098797; GO:0070700; GO:0045296; GO:0039706; GO:0004872; GO:0038023; GO:0007411; GO:0007155; GO:0055072; GO:0007520; GO:0048681; GO:0050709; GO:0001764; GO:0030513; GO:0048679; GO:2001222; GO:0006355","GO:0016021"
"1635","GO:0051146","striated muscle cell differentiation",177,4,2.66,0.04432,"evm.model.Ap5.1027","Biological Processes","sp|Q58A65|JIP4_MOUSE",0,"C-Jun-amino-terminal kinase-interacting protein 4 OS=Mus musculus GN=Spag9 PE=1 SV=2","tr|A0A2B4T0X6|A0A2B4T0X6_STYPI",0,"JNK-interacting protein OS=Stylophora pistillata GN=unc-16 PE=4 SV=1","ref|XP_020631979.1|",0,"C-Jun-amino-terminal kinase-interacting protein 4-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0005815; GO:0048471; GO:0008432; GO:0019894; GO:0005078; GO:0048273; GO:0030159; GO:0007257; GO:0000187; GO:0090074; GO:0030335; GO:0043410; GO:0045666; GO:0051260; GO:0042147; GO:0051146; GO:0016192",""
