"","miRNA","three_UTR","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","gene_name"
"516","Cluster_2651","3prime_UTR::Ap10:16873331-16874331(+)",151,-24.8,"2 12","415 433",10,"90.00%","100.00%","evm.model.Ap10.1690"
"517","Cluster_2651","3prime_UTR::Ap10:18196236-18197236(-)",144,-22.26,"2 13","190 208",11,"72.73%","90.91%","evm.model.Ap10.1789"
"518","Cluster_2651","3prime_UTR::Ap10:6754367-6755367(+)",164,-22.38,"2 17","369 387",15,"86.67%","86.67%","evm.model.Ap10.642"
"519","Cluster_2651","3prime_UTR::Ap11:11063845-11064845(-)",149,-27.13,"2 15","672 691",14,"78.57%","85.71%","evm.model.Ap11.1003_evm.TU.Ap11.1005"
"523","Cluster_2651","3prime_UTR::Ap11:12936020-12937020(-)",145,-26.03,"2 15","671 690",14,"78.57%","78.57%","evm.model.Ap11.1158"
"524","Cluster_2651","3prime_UTR::Ap11:14806652-14807446(-)",150,-20.72,"2 11","130 148",9,"100.00%","100.00%","evm.model.Ap11.1338"
"528","Cluster_2651","3prime_UTR::Ap11:17272092-17273092(+)",164,-27.06,"2 17","466 484",15,"86.67%","86.67%","evm.model.Ap11.1570"
"537","Cluster_2651","3prime_UTR::Ap11:1856033-1857033(+)",145,-20.07,"2 10","435 453",8,"100.00%","100.00%","evm.model.Ap11.137"
"538","Cluster_2651","3prime_UTR::Ap12:13460934-13461934(+)",146,-22.78,"2 11","874 892",9,"88.89%","100.00%","evm.model.Ap12.1264"
"539","Cluster_2651","3prime_UTR::Ap12:13794389-13795389(+)",157,-22.17,"2 18","183 201",16,"75.00%","81.25%","evm.model.Ap12.1294"
"540","Cluster_2651","3prime_UTR::Ap12:2093287-2094287(+)",144,-20.54,"2 13","54 72",11,"81.82%","81.82%","evm.model.Ap12.216_evm.TU.Ap12.217_evm.TU.Ap12.219"
"541","Cluster_2651","3prime_UTR::Ap12:2444706-2445706(+)",155,-20.5,"2 16","845 863",14,"78.57%","85.71%","evm.model.Ap12.253"
"542","Cluster_2651","3prime_UTR::Ap12:27586796-27587796(+)",150,-22.61,"2 15","251 269",13,"76.92%","84.62%","evm.model.Ap12.2612"
"543","Cluster_2651","3prime_UTR::Ap12:29369637-29370637(+)",152,-22.91,"2 13","782 800",11,"90.91%","90.91%","evm.model.Ap12.2804"
"544","Cluster_2651","3prime_UTR::Ap12:3326461-3327461(-)",146,-24.76,"2 13","240 257",11,"90.91%","90.91%","evm.model.Ap12.355"
"545","Cluster_2651","3prime_UTR::Ap12:3524624-3525624(-)",146,-24.76,"2 13","199 216",11,"90.91%","90.91%","evm.model.Ap12.371"
"546","Cluster_2651","3prime_UTR::Ap12:5573370-5574370(+)",150,-21.15,"2 11","892 910",9,"100.00%","100.00%","evm.model.Ap12.516"
"547","Cluster_2651","3prime_UTR::Ap12:7736164-7737164(-)",144,-20.6,"2 13","229 247",11,"81.82%","81.82%","evm.model.Ap12.688"
"548","Cluster_2651","3prime_UTR::Ap12:959285-959747(-)",156,-21.6,"2 13","181 199",11,"90.91%","100.00%","evm.model.Ap12.103"
"552","Cluster_2651","3prime_UTR::Ap12:9739485-9740485(-)",165,-26.67,"2 18","466 484",16,"81.25%","87.50%","evm.model.Ap12.902"
"553","Cluster_2651","3prime_UTR::Ap13:10316122-10317122(-)",151,-20.2,"2 14","444 461",12,"91.67%","91.67%","evm.model.Ap13.990"
"554","Cluster_2651","3prime_UTR::Ap13:11383879-11384879(+)",154,-23.76,"2 15","44 62",13,"76.92%","92.31%","evm.model.Ap13.1096"
"555","Cluster_2651","3prime_UTR::Ap13:14155562-14156562(+)",143,-22.02,"2 17","171 191",17,"70.59%","70.59%","evm.model.Ap13.1332"
"556","Cluster_2651","3prime_UTR::Ap13:24722863-24723863(+)",162,-26.75,"2 15","556 574",13,"92.31%","92.31%","evm.model.Ap13.2315"
"557","Cluster_2651","3prime_UTR::Ap13:28263375-28264375(-)",149,-22.21,"2 14","550 568",12,"83.33%","83.33%","evm.model.Ap13.2669"
"558","Cluster_2651","3prime_UTR::Ap13:29017828-29018828(+)",146,-21.05,"2 11","716 734",9,"88.89%","100.00%","evm.model.Ap13.2748"
"559","Cluster_2651","3prime_UTR::Ap13:29077086-29078086(+)",161,-25.93,"2 18","340 358",16,"81.25%","81.25%","evm.model.Ap13.2753"
"560","Cluster_2651","3prime_UTR::Ap13:3040331-3041331(+)",150,-24.3,"2 11","975 993",9,"100.00%","100.00%","evm.model.Ap13.272"
"561","Cluster_2651","3prime_UTR::Ap13:32852376-32853376(+)",152,-21.54,"2 15","61 78",13,"84.62%","92.31%","evm.model.Ap13.3105"
"562","Cluster_2651","3prime_UTR::Ap13:32990982-32991982(+)",148,-22.16,"2 13","522 540",11,"81.82%","90.91%","evm.model.Ap13.3121"
"563","Cluster_2651","3prime_UTR::Ap13:5221090-5222090(+)",152,-26.27,"2 13","798 816",11,"90.91%","90.91%","evm.model.Ap13.504"
"564","Cluster_2651","3prime_UTR::Ap13:7382997-7383997(-)",153,-20.97,"2 16","824 841",14,"85.71%","85.71%","evm.model.Ap13.707"
"565","Cluster_2651","3prime_UTR::Ap14:11237597-11238597(-)",152,-30.18,"2 18","659 678",17,"76.47%","76.47%","evm.model.Ap14.1040"
"566","Cluster_2651","3prime_UTR::Ap14:16632518-16633518(-)",151,-24.68,"2 13","565 584",12,"91.67%","91.67%","evm.model.Ap14.1544"
"567","Cluster_2651","3prime_UTR::Ap14:17999660-18000660(-)",152,-22.12,"2 13","29 47",11,"90.91%","90.91%","evm.model.Ap14.1654"
"568","Cluster_2651","3prime_UTR::Ap14:19693948-19694948(+)",152,-22.13,"2 17","79 95",15,"86.67%","86.67%","evm.model.Ap14.1788"
"569","Cluster_2651","3prime_UTR::Ap14:20318819-20319819(+)",164,-28.57,"2 17","856 874",15,"86.67%","86.67%","evm.model.Ap14.1859"
"570","Cluster_2651","3prime_UTR::Ap14:20855127-20856127(+)",147,-20.91,"2 12","493 511",10,"90.00%","90.00%","evm.model.Ap14.1908"
"571","Cluster_2651","3prime_UTR::Ap14:2749456-2750456(+)",150,-21.15,"2 11","251 269",9,"100.00%","100.00%","evm.model.Ap14.251"
"572","Cluster_2651","3prime_UTR::Ap1:15157840-15158840(+)",148,-22.16,"2 13","876 894",11,"81.82%","90.91%","evm.model.Ap1.1500"
"573","Cluster_2651","3prime_UTR::Ap1:18607867-18608867(+)",149,-21.75,"2 14","489 507",12,"75.00%","91.67%","evm.model.Ap1.1791"
"574","Cluster_2651","3prime_UTR::Ap1:218497-219497(+)",156,-26.69,"2 17","661 679",15,"80.00%","80.00%","evm.model.Ap1.25"
"575","Cluster_2651","3prime_UTR::Ap1:28240992-28241992(-)",143,-20.48,"2 13","409 428",12,"83.33%","83.33%","evm.model.Ap1.2755"
"576","Cluster_2651","3prime_UTR::Ap1:3695270-3696270(-)",146,-21.76,"2 13","467 484",11,"90.91%","90.91%","evm.model.Ap1.406"
"577","Cluster_2651","3prime_UTR::Ap1:37472310-37473310(-)",149,-23.65,"2 18","614 632",16,"68.75%","75.00%","evm.model.Ap1.3619"
"578","Cluster_2651","3prime_UTR::Ap1:38529271-38530271(-)",145,-22.12,"2 10","39 57",8,"100.00%","100.00%","evm.model.Ap1.3731"
"579","Cluster_2651","3prime_UTR::Ap1:40332326-40333187(-)",153,-22.09,"2 14","627 645",12,"83.33%","91.67%","evm.model.Ap1.3926"
"583","Cluster_2651","3prime_UTR::Ap1:42176400-42177400(+)",149,-21.07,"2 15","503 522",14,"78.57%","85.71%","evm.model.Ap1.4118"
"584","Cluster_2651","3prime_UTR::Ap1:7156263-7157263(-)",150,-20.72,"2 11","435 453",9,"100.00%","100.00%","evm.model.Ap1.745"
"585","Cluster_2651","3prime_UTR::Ap1:7694047-7695047(-)",148,-21.78,"2 13","827 845",11,"81.82%","90.91%","evm.model.Ap1.808"
"586","Cluster_2651","3prime_UTR::Ap2:10352140-10353140(-)",152,-23.49,"2 13","625 643",11,"90.91%","90.91%","evm.model.Ap2.1028"
"587","Cluster_2651","3prime_UTR::Ap2:13517951-13518951(+)",157,-22.17,"2 18","425 443",16,"75.00%","81.25%","evm.model.Ap2.1300"
"588","Cluster_2651","3prime_UTR::Ap2:18955633-18956633(+)",160,-28.39,"2 13","710 728",11,"100.00%","100.00%","evm.model.Ap2.1774"
"589","Cluster_2651","3prime_UTR::Ap2:20666252-20667252(-)",157,-24.02,"2 14","909 927",12,"91.67%","91.67%","evm.model.Ap2.1925"
"590","Cluster_2651","3prime_UTR::Ap2:25041019-25042019(-)",153,-28.9,"2 18","356 374",16,"75.00%","75.00%","evm.model.Ap2.2364"
"591","Cluster_2651","3prime_UTR::Ap2:25259096-25260096(+)",152,-21.39,"2 13","660 678",11,"90.91%","90.91%","evm.model.Ap2.2382"
"593","Cluster_2651","3prime_UTR::Ap2:30662682-30663682(+)",152,-25.81,"2 15","1 19",15,"86.67%","86.67%","evm.model.Ap2.3018"
"594","Cluster_2651","3prime_UTR::Ap2:30905249-30906249(+)",146,-22.7,"2 11","146 164",9,"88.89%","100.00%","evm.model.Ap2.3039"
"595","Cluster_2651","3prime_UTR::Ap2:31872681-31873681(-)",145,-21.11,"2 15","332 351",14,"78.57%","78.57%","evm.model.Ap2.3139"
"596","Cluster_2651","3prime_UTR::Ap2:34869275-34870275(+)",145,-22.78,"2 10","466 484",8,"100.00%","100.00%","evm.model.Ap2.3426"
"597","Cluster_2651","3prime_UTR::Ap2:38077999-38078999(-)",147,-22.68,"2 14","692 712",14,"85.71%","85.71%","evm.model.Ap2.3721"
"598","Cluster_2651","3prime_UTR::Ap2:4123388-4124388(-)",150,-20.72,"2 11","299 317",9,"100.00%","100.00%","evm.model.Ap2.432"
"600","Cluster_2651","3prime_UTR::Ap2:41309412-41310412(+)",150,-20.72,"2 11","569 587",9,"100.00%","100.00%","evm.model.Ap2.3999"
"601","Cluster_2651","3prime_UTR::Ap2:41577537-41578537(+)",146,-21.05,"2 11","676 694",9,"88.89%","100.00%","evm.model.Ap2.4026"
"602","Cluster_2651","3prime_UTR::Ap2:41659549-41660549(+)",145,-22.14,"2 10","790 808",8,"100.00%","100.00%","evm.model.Ap2.4037"
"603","Cluster_2651","3prime_UTR::Ap2:41780297-41781297(-)",149,-25.52,"2 18","954 970",16,"81.25%","81.25%","evm.model.Ap2.4053"
"604","Cluster_2651","3prime_UTR::Ap2:42064910-42065910(+)",145,-21.6,"2 18","132 150",16,"68.75%","68.75%","evm.model.Ap2.4080"
"605","Cluster_2651","3prime_UTR::Ap2:571607-572607(-)",157,-22.17,"2 18","183 201",16,"75.00%","81.25%","evm.model.Ap2.63"
"606","Cluster_2651","3prime_UTR::Ap3:10500474-10501474(+)",147,-23.61,"2 18","178 195",16,"75.00%","75.00%","evm.model.Ap3.948"
"607","Cluster_2651","3prime_UTR::Ap3:15005447-15006447(-)",150,-24.09,"2 16","597 616",15,"80.00%","80.00%","evm.model.Ap3.1319"
"608","Cluster_2651","3prime_UTR::Ap3:18957742-18958742(-)",146,-20.82,"2 11","910 928",9,"88.89%","100.00%","evm.model.Ap3.1730"
"609","Cluster_2651","3prime_UTR::Ap3:23486468-23487468(+)",147,-20.67,"2 16","349 367",14,"71.43%","78.57%","evm.model.Ap3.2153"
"610","Cluster_2651","3prime_UTR::Ap3:3382912-3383912(+)",172,-34.71,"2 17","637 655",15,"93.33%","93.33%","evm.model.Ap3.335"
"611","Cluster_2651","3prime_UTR::Ap4:15996444-15997444(+)",152,-21.39,"2 13","430 448",11,"90.91%","90.91%","evm.model.Ap4.1549"
"612","Cluster_2651","3prime_UTR::Ap4:16657827-16658827(-)",146,-20.18,"2 11","858 876",9,"88.89%","100.00%","evm.model.Ap4.1645"
"613","Cluster_2651","3prime_UTR::Ap4:16898041-16899041(-)",142,-27.11,"2 17","140 161",18,"72.22%","72.22%","evm.model.Ap4.1675"
"614","Cluster_2651","3prime_UTR::Ap4:18184398-18185398(-)",160,-21.87,"2 17","625 643",15,"80.00%","86.67%","evm.model.Ap4.1798"
"615","Cluster_2651","3prime_UTR::Ap4:21605838-21606838(+)",164,-27.31,"2 17","355 373",15,"86.67%","86.67%","evm.model.Ap4.2466"
"616","Cluster_2651","3prime_UTR::Ap4:2409034-2410034(-)",153,-20.41,"2 18","173 191",16,"68.75%","81.25%","evm.model.Ap4.248"
"617","Cluster_2651","3prime_UTR::Ap4:24112372-24113372(-)",145,-22.03,"2 10","346 364",8,"100.00%","100.00%","evm.model.Ap4.2955"
"618","Cluster_2651","3prime_UTR::Ap4:25369953-25370953(+)",154,-23.46,"2 16","759 778",15,"80.00%","86.67%","evm.model.Ap4.3197"
"619","Cluster_2651","3prime_UTR::Ap4:29095021-29096021(+)",149,-20.77,"2 14","715 733",12,"75.00%","91.67%","evm.model.Ap4.3958"
"620","Cluster_2651","3prime_UTR::Ap4:3418671-3419671(-)",147,-21.56,"2 13","492 511",12,"83.33%","91.67%","evm.model.Ap4.340"
"621","Cluster_2651","3prime_UTR::Ap4:40852890-40853890(-)",145,-21.28,"2 10","761 779",8,"100.00%","100.00%","evm.model.Ap4.5613"
"622","Cluster_2651","3prime_UTR::Ap4:40955405-40956405(+)",148,-21.39,"2 14","720 739",13,"84.62%","84.62%","evm.model.Ap4.5623"
"623","Cluster_2651","3prime_UTR::Ap4:49223126-49223964(-)",152,-25.42,"2 14","757 776",13,"84.62%","92.31%","evm.model.Ap4.6463"
"628","Cluster_2651","3prime_UTR::Ap4:56916465-56917465(-)",150,-23.64,"2 11","748 766",9,"100.00%","100.00%","evm.model.Ap4.7211"
"629","Cluster_2651","3prime_UTR::Ap4:7796029-7796362(+)",148,-21.32,"2 17","105 123",15,"73.33%","73.33%","evm.model.Ap4.741"
"630","Cluster_2651","3prime_UTR::Ap4:8375906-8376906(+)",156,-20.55,"2 14","322 341",13,"92.31%","92.31%","evm.model.Ap4.798"
"631","Cluster_2651","3prime_UTR::Ap5:18556744-18557744(-)",150,-20.02,"2 15","776 794",13,"76.92%","84.62%","evm.model.Ap5.1737"
"632","Cluster_2651","3prime_UTR::Ap5:20037423-20038423(+)",156,-21.9,"2 14","676 695",13,"92.31%","92.31%","evm.model.Ap5.1877"
"633","Cluster_2651","3prime_UTR::Ap5:27850119-27851119(+)",146,-20.83,"2 11","653 671",9,"88.89%","100.00%","evm.model.Ap5.2739"
"634","Cluster_2651","3prime_UTR::Ap5:6559050-6560050(+)",143,-20.85,"2 16","939 957",14,"64.29%","78.57%","evm.model.Ap5.628"
"635","Cluster_2651","3prime_UTR::Ap5:6782413-6783413(-)",147,-21.86,"2 18","905 922",16,"75.00%","75.00%","evm.model.Ap5.650"
"636","Cluster_2651","3prime_UTR::Ap5:9677073-9678037(-)",150,-20.72,"2 11","854 872",9,"100.00%","100.00%","evm.model.Ap5.923"
"637","Cluster_2651","3prime_UTR::Ap6:11492891-11493596(-)",150,-20.72,"2 11","456 474",9,"100.00%","100.00%","evm.model.Ap6.1187"
"641","Cluster_2651","3prime_UTR::Ap6:13749009-13750009(+)",151,-23.66,"2 14","566 583",12,"91.67%","91.67%","evm.model.Ap6.1411"
"642","Cluster_2651","3prime_UTR::Ap6:20862053-20863053(-)",153,-25.89,"2 15","896 915",14,"85.71%","85.71%","evm.model.Ap6.2115"
"643","Cluster_2651","3prime_UTR::Ap6:21515145-21516145(-)",146,-21.05,"2 11","680 698",9,"88.89%","100.00%","evm.model.Ap6.2183"
"644","Cluster_2651","3prime_UTR::Ap6:22358745-22359525(+)",152,-21.39,"2 13","26 44",11,"90.91%","90.91%","evm.model.Ap6.2282"
"645","Cluster_2651","3prime_UTR::Ap6:23693768-23694768(-)",153,-23.59,"2 18","732 750",16,"75.00%","75.00%","evm.model.Ap6.2401"
"647","Cluster_2651","3prime_UTR::Ap6:25162343-25163343(-)",169,-26.91,"2 18","282 300",16,"87.50%","87.50%","evm.model.Ap6.2525"
"648","Cluster_2651","3prime_UTR::Ap6:28439317-28440317(-)",164,-23.23,"2 17","392 410",15,"86.67%","86.67%","evm.model.Ap6.2805"
"649","Cluster_2651","3prime_UTR::Ap6:30342331-30342847(+)",153,-21.66,"2 18","369 387",16,"68.75%","81.25%","evm.model.Ap6.2979"
"653","Cluster_2651","3prime_UTR::Ap6:33318163-33318816(+)",141,-20.59,"2 11","433 452",10,"90.00%","90.00%","evm.model.Ap6.3217"
"657","Cluster_2651","3prime_UTR::Ap6:4849875-4850875(-)",153,-22,"2 14","735 753",12,"83.33%","91.67%","evm.model.Ap6.518"
"658","Cluster_2651","3prime_UTR::Ap6:9366795-9367795(+)",148,-21.45,"2 15","685 702",13,"84.62%","84.62%","evm.model.Ap6.978"
"659","Cluster_2651","3prime_UTR::Ap7:10866690-10867690(+)",160,-22.24,"2 13","866 884",11,"100.00%","100.00%","evm.model.Ap7.974"
"660","Cluster_2651","3prime_UTR::Ap7:1214921-1215921(-)",148,-21.05,"2 18","622 642",18,"72.22%","72.22%","evm.model.Ap7.116"
"661","Cluster_2651","3prime_UTR::Ap7:15179716-15180482(-)",151,-21.1,"2 13","240 259",12,"91.67%","91.67%","evm.model.Ap7.1404"
"662","Cluster_2651","3prime_UTR::Ap7:17041112-17042112(+)",153,-22.95,"2 15","259 280",16,"81.25%","81.25%","evm.model.Ap7.1562"
"663","Cluster_2651","3prime_UTR::Ap7:26159558-26160558(-)",153,-21.6,"2 18","641 659",16,"75.00%","75.00%","evm.model.Ap7.2483"
"664","Cluster_2651","3prime_UTR::Ap7:26524393-26525393(-)",153,-24.12,"2 18","950 968",16,"75.00%","75.00%","evm.model.Ap7.2519"
"665","Cluster_2651","3prime_UTR::Ap7:6354633-6355633(-)",152,-21.2,"2 16","410 426",14,"85.71%","85.71%","evm.model.Ap7.529"
"666","Cluster_2651","3prime_UTR::Ap7:8246257-8247257(-)",160,-22.06,"2 13","463 481",11,"100.00%","100.00%","evm.model.Ap7.745"
"667","Cluster_2651","3prime_UTR::Ap8:11237297-11238297(-)",152,-20.31,"2 14","615 634",13,"84.62%","92.31%","evm.model.Ap8.1018"
"668","Cluster_2651","3prime_UTR::Ap8:11532374-11533374(+)",145,-22.15,"2 10","654 672",8,"100.00%","100.00%","evm.model.Ap8.1042"
"669","Cluster_2651","3prime_UTR::Ap8:19012991-19013991(-)",152,-20.31,"2 14","462 481",13,"84.62%","92.31%","evm.model.Ap8.1725"
"670","Cluster_2651","3prime_UTR::Ap8:20010992-20011992(+)",152,-21.39,"2 13","781 799",11,"90.91%","90.91%","evm.model.Ap8.1808"
"671","Cluster_2651","3prime_UTR::Ap8:25639281-25640281(-)",172,-34.71,"2 17","271 289",15,"93.33%","93.33%","evm.model.Ap8.2346"
"672","Cluster_2651","3prime_UTR::Ap8:27529763-27530763(-)",161,-24.56,"2 18","970 988",16,"75.00%","87.50%","evm.model.Ap8.2520"
"673","Cluster_2651","3prime_UTR::Ap8:29472307-29473307(+)",147,-20.08,"2 12","630 648",10,"90.00%","90.00%","evm.model.Ap8.2711"
"674","Cluster_2651","3prime_UTR::Ap8:4479098-4480098(+)",147,-22.76,"2 17","85 105",17,"70.59%","76.47%","evm.model.Ap8.429"
"675","Cluster_2651","3prime_UTR::Ap8:5755174-5756174(-)",164,-28.57,"2 17","523 541",15,"86.67%","86.67%","evm.model.Ap8.529"
"676","Cluster_2651","3prime_UTR::Ap8:7271386-7272386(-)",152,-21.39,"2 13","758 776",11,"90.91%","90.91%","evm.model.Ap8.677"
"677","Cluster_2651","3prime_UTR::Ap8:7628513-7629513(-)",152,-21.86,"2 16","235 251",14,"85.71%","85.71%","evm.model.Ap8.699"
"678","Cluster_2651","3prime_UTR::Ap8:8283399-8284399(+)",164,-28.57,"2 17","911 929",15,"86.67%","86.67%","evm.model.Ap8.765"
"679","Cluster_2651","3prime_UTR::Ap8:9964991-9965991(-)",149,-21.54,"2 14","41 59",12,"83.33%","83.33%","evm.model.Ap8.916"
"680","Cluster_2651","3prime_UTR::Ap9:14487151-14488151(-)",148,-20.84,"2 18","868 888",18,"72.22%","72.22%","evm.model.Ap9.1354"
"681","Cluster_2651","3prime_UTR::Ap9:1470920-1471920(-)",145,-20.14,"2 18","665 683",16,"68.75%","68.75%","evm.model.Ap9.159"
"682","Cluster_2651","3prime_UTR::Ap9:18880227-18881227(+)",152,-21.39,"2 13","477 495",11,"90.91%","90.91%","evm.model.Ap9.1728"
"683","Cluster_2651","3prime_UTR::Ap9:24702347-24703347(-)",164,-28.57,"2 17","64 82",15,"86.67%","86.67%","evm.model.Ap9.2282"
"684","Cluster_2651","3prime_UTR::Ap9:2475174-2476174(+)",156,-23.81,"2 17","327 345",15,"73.33%","86.67%","evm.model.Ap9.237"
"685","Cluster_2651","3prime_UTR::Ap9:25342060-25343060(-)",145,-22.14,"2 10","748 766",8,"100.00%","100.00%","evm.model.Ap9.2343"
"686","Cluster_2651","3prime_UTR::Ap9:27838328-27839328(+)",149,-23.08,"2 14","538 556",12,"83.33%","83.33%","evm.model.Ap9.2584"
"687","Cluster_2651","3prime_UTR::Ap9:4819463-4820463(-)",153,-25.1,"2 14","593 611",12,"83.33%","91.67%","evm.model.Ap9.435"
"688","Cluster_2651","3prime_UTR::Ap9:5462583-5463583(+)",145,-20.42,"2 15","202 221",14,"78.57%","78.57%","evm.model.Ap9.496"
"689","Cluster_595","3prime_UTR::Ap10:10770971-10771971(-)",158,-22.87,"2 22","403 423",20,"75.00%","75.00%","evm.model.Ap10.1018"
"690","Cluster_595","3prime_UTR::Ap10:11010788-11011788(-)",167,-28.17,"2 22","784 808",22,"77.27%","81.82%","evm.model.Ap10.1033"
"691","Cluster_595","3prime_UTR::Ap10:11064639-11065639(+)",158,-21.46,"2 21","342 368",23,"69.57%","78.26%","evm.model.Ap10.1041"
"692","Cluster_595","3prime_UTR::Ap10:11988404-11989404(-)",150,-23.11,"2 15","789 811",13,"76.92%","84.62%","evm.model.Ap10.1154"
"693","Cluster_595","3prime_UTR::Ap10:12523055-12524055(+)",149,-20.6,"2 20","310 331",18,"66.67%","77.78%","evm.model.Ap10.1203"
"694","Cluster_595","3prime_UTR::Ap10:13262255-13263255(-)",140,-20.1,"2 9","510 532",7,"100.00%","100.00%","evm.model.Ap10.1296"
"695","Cluster_595","3prime_UTR::Ap10:14114564-14115564(+)",152,-21.54,"2 17","1 16",15,"66.67%","86.67%","evm.model.Ap10.1409"
"697","Cluster_595","3prime_UTR::Ap10:19625775-19626775(+)",143,-20.91,"2 22","573 594",20,"60.00%","70.00%","evm.model.Ap10.1933"
"698","Cluster_595","3prime_UTR::Ap10:20422179-20423179(-)",158,-24.46,"2 22","491 515",23,"69.57%","78.26%","evm.model.Ap10.1995"
"699","Cluster_595","3prime_UTR::Ap10:21384296-21385296(+)",153,-21.4,"2 20","918 943",21,"66.67%","80.95%","evm.model.Ap10.2091"
"700","Cluster_595","3prime_UTR::Ap10:2326756-2327756(+)",149,-22.71,"2 22","710 729",20,"65.00%","75.00%","evm.model.Ap10.235"
"701","Cluster_595","3prime_UTR::Ap10:369250-370250(+)",157,-20.5,"2 22","145 166",21,"71.43%","80.95%","evm.model.Ap10.35"
"702","Cluster_595","3prime_UTR::Ap10:4503115-4504115(+)",163,-22.26,"2 22","92 116",22,"72.73%","81.82%","evm.model.Ap10.434"
"703","Cluster_595","3prime_UTR::Ap10:5630236-5631236(+)",148,-22.63,"2 22","256 280",22,"59.09%","72.73%","evm.model.Ap10.557"
"704","Cluster_595","3prime_UTR::Ap10:732851-733851(-)",163,-20.86,"2 21","276 299",20,"70.00%","85.00%","evm.model.Ap10.67"
"705","Cluster_595","3prime_UTR::Ap10:9144282-9145282(+)",158,-20.6,"2 20","640 664",20,"70.00%","80.00%","evm.model.Ap10.851"
"706","Cluster_595","3prime_UTR::Ap10:9239353-9240353(+)",155,-23.37,"2 22","529 550",20,"70.00%","75.00%","evm.model.Ap10.858"
"707","Cluster_595","3prime_UTR::Ap10:9928949-9929949(+)",141,-23.38,"2 22","877 906",28,"64.29%","64.29%","evm.model.Ap10.925"
"708","Cluster_595","3prime_UTR::Ap11:12311309-12312309(+)",155,-22.06,"2 22","483 504",20,"70.00%","75.00%","evm.model.Ap11.1099"
"709","Cluster_595","3prime_UTR::Ap11:1576561-1577561(-)",147,-20.02,"2 13","699 723",13,"84.62%","84.62%","evm.model.Ap11.124_evm.TU.Ap11.120"
"713","Cluster_595","3prime_UTR::Ap11:18026635-18027635(-)",164,-24.62,"2 22","56 79",21,"66.67%","85.71%","evm.model.Ap11.1641"
"714","Cluster_595","3prime_UTR::Ap11:19328173-19329173(+)",159,-20.56,"2 21","380 404",21,"66.67%","80.95%","evm.model.Ap11.1757"
"715","Cluster_595","3prime_UTR::Ap11:2905237-2906237(-)",156,-20.48,"2 19","385 406",17,"76.47%","82.35%","evm.model.Ap11.232"
"716","Cluster_595","3prime_UTR::Ap11:4051695-4052695(+)",158,-20.71,"2 22","133 157",23,"69.57%","78.26%","evm.model.Ap11.335"
"717","Cluster_595","3prime_UTR::Ap11:4562234-4563234(-)",150,-22.23,"2 22","963 990",26,"65.38%","69.23%","evm.model.Ap11.378"
"718","Cluster_595","3prime_UTR::Ap11:6307851-6308851(+)",162,-21.36,"2 22","648 670",21,"76.19%","80.95%","evm.model.Ap11.563"
"719","Cluster_595","3prime_UTR::Ap11:7636947-7637947(-)",149,-21.46,"2 22","944 966",20,"55.00%","75.00%","evm.model.Ap11.680"
"720","Cluster_595","3prime_UTR::Ap11:8788440-8789440(+)",151,-23.71,"2 22","189 213",22,"63.64%","77.27%","evm.model.Ap11.809"
"721","Cluster_595","3prime_UTR::Ap11:9349282-9350282(+)",164,-20.1,"2 22","191 214",21,"71.43%","80.95%","evm.model.Ap11.854"
"722","Cluster_595","3prime_UTR::Ap12:10393943-10394943(-)",161,-22.51,"2 22","245 267",20,"65.00%","80.00%","evm.model.Ap12.973"
"723","Cluster_595","3prime_UTR::Ap12:12823912-12824912(+)",155,-26.45,"2 22","345 369",22,"59.09%","86.36%","evm.model.Ap12.1188"
"724","Cluster_595","3prime_UTR::Ap12:14982679-14983679(-)",158,-20.94,"2 22","126 146",20,"70.00%","80.00%","evm.model.Ap12.1432"
"725","Cluster_595","3prime_UTR::Ap12:15394824-15395824(-)",154,-20.02,"2 22","248 270",21,"71.43%","76.19%","evm.model.Ap12.1466"
"726","Cluster_595","3prime_UTR::Ap12:17336590-17337590(+)",150,-20.27,"2 21","669 693",21,"66.67%","76.19%","evm.model.Ap12.1653"
"727","Cluster_595","3prime_UTR::Ap12:17533504-17534504(+)",167,-24.31,"2 20","936 958",18,"77.78%","83.33%","evm.model.Ap12.1672"
"728","Cluster_595","3prime_UTR::Ap12:18953654-18954654(-)",152,-22.48,"2 22","694 718",22,"54.55%","81.82%","evm.model.Ap12.1796_evm.TU.Ap12.1805"
"744","Cluster_595","3prime_UTR::Ap12:20022657-20023657(+)",163,-21.4,"2 20","62 84",18,"66.67%","88.89%","evm.model.Ap12.1901"
"745","Cluster_595","3prime_UTR::Ap12:20603878-20604878(+)",158,-21.2,"2 22","909 929",20,"70.00%","80.00%","evm.model.Ap12.1968"
"746","Cluster_595","3prime_UTR::Ap12:2096018-2097018(-)",150,-23.35,"2 19","104 126",17,"58.82%","82.35%","evm.model.Ap12.220"
"750","Cluster_595","3prime_UTR::Ap12:2245217-2246217(+)",146,-21.87,"2 19","694 716",17,"58.82%","76.47%","evm.model.Ap12.231"
"751","Cluster_595","3prime_UTR::Ap12:22697826-22698826(+)",153,-23.04,"2 14","200 222",12,"83.33%","91.67%","evm.model.Ap12.2161"
"752","Cluster_595","3prime_UTR::Ap12:22875073-22876073(+)",160,-23.74,"2 18","89 113",18,"77.78%","83.33%","evm.model.Ap12.2178"
