Coords	Name	MIRNA	tapoc_2_S31_L001_R1_001_condensed	tapoc_3_S32_L001_R1_001_condensed	tapoc_4_S33_L001_R1_001_condensed
Ap12:27498612-27499031	Cluster_993	N	0	24	53
Ap12:27533512-27533932	Cluster_994	N	40	2	0
Ap12:27534573-27535010	Cluster_995	N	94	5	9
Ap12:27551353-27551764	Cluster_996	N	0	1	26
Ap12:27568470-27568964	Cluster_997	N	122	23	16
Ap12:27727556-27727970	Cluster_998	N	3	15	8
Ap12:27806065-27806486	Cluster_999	N	127	233	183
Ap12:27973483-27973912	Cluster_1000	N	1	14	40
Ap12:28346656-28347070	Cluster_1001	N	0	2	39
Ap12:28410657-28411072	Cluster_1002	N	1	23	14
Ap12:28443926-28444339	Cluster_1003	N	0	6	29
Ap12:28634709-28635123	Cluster_1004	N	0	46	0
Ap12:28723663-28724128	Cluster_1005	N	87	9	6
Ap12:28731579-28731995	Cluster_1006	N	4	61	19
Ap12:28785106-28785523	Cluster_1007	N	0	14	127
Ap12:28913909-28914322	Cluster_1008	N	2	3	36
Ap12:29337727-29338144	Cluster_1009	N	12	22	40
Ap12:29415395-29415812	Cluster_1010	N	32	12	21
Ap12:29452068-29452484	Cluster_1011	N	1	0	20
Ap12:29533379-29533792	Cluster_1012	N	0	0	26
Ap5:158417-158830	Cluster_1013	N	2	6	15
Ap5:213452-213859	Cluster_1014	N	1	9	16
Ap5:551078-551488	Cluster_1015	N	0	1	21
Ap5:824851-825264	Cluster_1016	N	4	2	47
Ap5:881920-882335	Cluster_1017	N	0	0	23
Ap5:900616-901029	Cluster_1018	N	0	5	210
Ap5:933185-933596	Cluster_1019	N	0	0	21
Ap5:1104069-1104484	Cluster_1020	N	18	32	31
Ap5:1205350-1205767	Cluster_1021	N	3	20	20
Ap5:1554928-1555341	Cluster_1022	N	0	0	62
Ap5:1763619-1764039	Cluster_1023	N	53	114	95
Ap5:1765843-1766293	Cluster_1024	N	222	77	9
Ap5:1767649-1768121	Cluster_1025	N	339	32	227
Ap5:1839282-1839748	Cluster_1026	N	17	35	60
Ap5:1863792-1864227	Cluster_1027	N	38	5	1
Ap5:1879199-1879621	Cluster_1028	N	99	17	8
Ap5:2002663-2003085	Cluster_1029	N	101	18	11
Ap5:2015666-2016082	Cluster_1030	N	7	26	15
Ap5:2079966-2080379	Cluster_1031	N	7	5	26
Ap5:2106520-2106935	Cluster_1032	N	4	17	33
Ap5:2171504-2172203	Cluster_1033	N	2498	804	585
Ap5:2174566-2175192	Cluster_1034	N	856	182	140
Ap5:2214144-2214557	Cluster_1035	N	0	12	53
Ap5:2278650-2279065	Cluster_1036	N	4	4	14
Ap5:2599272-2599688	Cluster_1037	N	3	11	19
Ap5:2604913-2605328	Cluster_1038	N	9	2	18
Ap5:2615582-2615999	Cluster_1039	N	11	35	19
Ap5:2718927-2719339	Cluster_1040	N	0	6	19
Ap5:2727581-2727997	Cluster_1041	N	34	4	5
Ap5:2802631-2803048	Cluster_1042	N	11	80	60
Ap5:2910545-2910955	Cluster_1043	N	0	1	24
Ap5:3042916-3043330	Cluster_1044	N	0	1	51
Ap5:3065085-3065498	Cluster_1045	N	0	0	28
Ap5:3083492-3084118	Cluster_1046	N	871	187	149
Ap5:3103578-3103991	Cluster_1047	N	0	3	17
Ap5:3134205-3134619	Cluster_1048	N	0	0	31
Ap5:3580650-3581066	Cluster_1049	N	0	18	45
Ap5:3667379-3667796	Cluster_1050	N	41	315	185
Ap5:3916885-3917302	Cluster_1051	N	2	21	20
Ap5:4472083-4472494	Cluster_1052	N	2	22	0
Ap5:4664770-4665188	Cluster_1053	N	10	211	293
Ap5:4893023-4893441	Cluster_1054	N	38	27	15
Ap5:4918119-4918535	Cluster_1055	N	5	11	10
Ap5:4977207-4977622	Cluster_1056	N	17	10	9
Ap5:5337404-5337821	Cluster_1057	N	10	230	165
Ap5:5508213-5508629	Cluster_1058	N	35	107	131
Ap5:5641260-5641674	Cluster_1059	N	5	16	3
Ap5:5649432-5649847	Cluster_1060	N	9	8	21
Ap5:5689868-5690275	Cluster_1061	N	0	3	17
Ap5:5907207-5907618	Cluster_1062	N	0	2	21
Ap5:5934369-5934780	Cluster_1063	N	1	0	19
Ap5:6101463-6101876	Cluster_1064	N	0	9	64
Ap5:6459862-6460277	Cluster_1065	N	0	0	53
Ap5:6646564-6646981	Cluster_1066	N	12	38	21
Ap5:6653782-6654195	Cluster_1067	N	0	0	23
Ap5:6907347-6907774	Cluster_1068	N	363	114	80
Ap5:7138120-7138532	Cluster_1069	N	1	16	19
Ap5:7201239-7201657	Cluster_1070	N	5	60	11
Ap5:7236883-7237300	Cluster_1071	N	2	5	26
Ap5:7352373-7352789	Cluster_1072	N	5	2	43
Ap5:7364907-7365381	Cluster_1073	N	1679	8	178
Ap5:7431900-7432315	Cluster_1074	N	8	56	285
Ap5:7455979-7456394	Cluster_1075	N	0	5	15
Ap5:7515477-7515892	Cluster_1076	N	0	7	15
Ap5:7537538-7537973	Cluster_1077	N	117	26	8
Ap5:7575567-7575983	Cluster_1078	N	15	12	13
Ap5:7616513-7617213	Cluster_1079	N	6712	2071	1442
Ap5:7656376-7656793	Cluster_1080	N	12	143	124
Ap5:7679475-7679891	Cluster_1081	N	29	15	17
Ap5:7848239-7848654	Cluster_1082	N	0	3	24
Ap5:8027759-8028175	Cluster_1083	N	2	118	85
Ap5:8037426-8037843	Cluster_1084	N	40	56	51
Ap5:8228658-8229077	Cluster_1085	N	56	5	6
Ap5:8609012-8609431	Cluster_1086	N	5	8	15
Ap5:8737738-8738141	Cluster_1087	N	3	5	20
Ap5:8792531-8792947	Cluster_1088	N	17	1	8
Ap5:8919321-8919731	Cluster_1089	N	0	0	19
Ap5:9195048-9195469	Cluster_1090	N	12	2	6
Ap5:9474063-9474479	Cluster_1091	N	15	0	4
Ap5:9626331-9626745	Cluster_1092	N	0	30	109
Ap5:9666342-9666813	Cluster_1093	N	315	0	1
Ap5:9791215-9791630	Cluster_1094	N	2	5	15
Ap5:9842166-9842579	Cluster_1095	N	0	0	48
Ap5:9925143-9925552	Cluster_1096	N	1	9	16
Ap5:10034430-10034843	Cluster_1097	N	0	23	127
Ap5:10195839-10196256	Cluster_1098	N	14	15	26
Ap5:10213159-10213598	Cluster_1099	N	99	13	2
Ap5:10214740-10215166	Cluster_1100	N	26	7	9
Ap5:10217282-10217815	Cluster_1101	N	78	7	19
Ap5:10279295-10279723	Cluster_1102	N	66	18	20
Ap5:10610948-10611365	Cluster_1103	N	14	1	6
Ap5:10643466-10643881	Cluster_1104	N	8	9	20
Ap5:10680690-10681105	Cluster_1105	N	0	38	91
Ap5:10682396-10682813	Cluster_1106	N	1	0	140
Ap5:10870207-10870623	Cluster_1107	N	2	11	10
Ap5:10893405-10893825	Cluster_1108	N	3	18	6
Ap5:10905884-10906300	Cluster_1109	N	0	166	138
Ap5:10975793-10976209	Cluster_1110	N	8	6	14
Ap5:11015692-11016102	Cluster_1111	N	0	1	19
Ap5:11078201-11078615	Cluster_1112	N	0	8	17
Ap5:11130183-11130598	Cluster_1113	N	6	37	86
Ap5:11154420-11154843	Cluster_1114	N	62	8	6
Ap5:11167650-11168068	Cluster_1115	N	41	61	59
Ap5:11356078-11356494	Cluster_1116	N	5	76	46
Ap5:11360426-11360854	Cluster_1117	N	31	3	6
Ap5:11374345-11374773	Cluster_1118	N	26	9	5
Ap5:11521744-11522164	Cluster_1119	N	61	3	3
Ap5:11652059-11652472	Cluster_1120	N	14	186	283
Ap5:11691434-11691846	Cluster_1121	N	37	5	5
Ap5:11697731-11698267	Cluster_1122	N	347	30	33
Ap5:11711720-11712136	Cluster_1123	N	12	24	12
Ap5:11807551-11807967	Cluster_1124	N	4	10	16
Ap5:12010543-12010959	Cluster_1125	N	19	0	5
Ap5:12043382-12043796	Cluster_1126	N	4	6	12
Ap5:12541347-12541760	Cluster_1127	N	0	0	27
Ap5:12628107-12628523	Cluster_1128	N	5	6	10
Ap5:12781018-12781431	Cluster_1129	N	1	9	13
Ap5:13273953-13274369	Cluster_1130	N	7	34	70
Ap5:13383787-13384204	Cluster_1131	N	65	1	0
Ap5:13726665-13727083	Cluster_1132	N	23	2	0
Ap5:13752271-13752695	Cluster_1133	N	16	15	42
Ap5:13804400-13804809	Cluster_1134	N	0	3	16
Ap5:13912227-13912642	Cluster_1135	N	0	8	18
Ap5:14127119-14127536	Cluster_1136	N	7	10	101
Ap5:14134325-14134741	Cluster_1137	N	0	2	22
Ap5:14200776-14201190	Cluster_1138	N	0	13	20
Ap5:14304849-14305263	Cluster_1139	N	6	7	26
Ap5:14307589-14308004	Cluster_1140	N	6	45	36
Ap5:14375024-14375438	Cluster_1141	N	0	1	23
Ap5:14405689-14406106	Cluster_1142	N	23	26	38
Ap5:14491757-14492174	Cluster_1143	N	25	88	46
Ap5:14968159-14968573	Cluster_1144	N	3	29	147
Ap5:15312167-15312568	Cluster_1145	N	18	1	6
Ap5:15505855-15506276	Cluster_1146	N	28	88	95
Ap5:15803246-15803661	Cluster_1147	N	0	2	44
Ap5:16454980-16455393	Cluster_1148	N	0	1	20
Ap5:16554354-16554767	Cluster_1149	N	0	1	90
Ap5:16581960-16582375	Cluster_1150	N	2	9	9
Ap5:16926250-16926660	Cluster_1151	N	0	0	20
Ap5:16987609-16988025	Cluster_1152	N	18	7	1
Ap5:17055574-17055989	Cluster_1153	N	2	36	0
Ap5:17276892-17277303	Cluster_1154	N	0	8	12
Ap5:17389151-17389565	Cluster_1155	N	0	11	11
Ap5:17488258-17488770	Cluster_1156	N	1216	1748	1573
Ap5:17490024-17490438	Cluster_1157	N	4	6	11
Ap5:17542645-17543057	Cluster_1158	N	0	5	18
Ap5:17698550-17698966	Cluster_1159	N	5	16	14
Ap5:17853020-17853436	Cluster_1160	N	2	23	62
Ap5:17925141-17925559	Cluster_1161	N	5	29	14
Ap5:18161710-18162128	Cluster_1162	N	3	15	19
Ap5:18196224-18196639	Cluster_1163	N	1	10	8
Ap5:18386332-18386749	Cluster_1164	N	15	69	70
Ap5:18543433-18543847	Cluster_1165	N	2	13	15
Ap5:18555044-18555461	Cluster_1166	N	7	27	22
Ap5:18632868-18633285	Cluster_1167	N	34	88	73
Ap5:18767528-18767943	Cluster_1168	N	0	1	22
Ap5:18869225-18869642	Cluster_1169	N	6	19	13
Ap5:18919690-18920104	Cluster_1170	N	4	21	24
Ap5:18943904-18944319	Cluster_1171	N	10	0	13
Ap5:18949938-18950356	Cluster_1172	N	22	33	22
Ap5:19180300-19180712	Cluster_1173	N	0	0	37
Ap5:19186906-19187321	Cluster_1174	N	3	6	22
Ap5:19299642-19300055	Cluster_1175	N	0	0	47
Ap5:19441104-19441523	Cluster_1176	N	14	43	29
Ap5:19552371-19552785	Cluster_1177	N	9	36	46
Ap5:19881196-19881615	Cluster_1178	N	123	24	31
Ap5:20370548-20370962	Cluster_1179	N	3	6	20
Ap5:20436083-20436499	Cluster_1180	N	3	13	12
Ap5:20441699-20442114	Cluster_1181	N	2	25	9
Ap5:20622962-20623377	Cluster_1182	N	18	4	8
Ap5:20687464-20687879	Cluster_1183	N	2	10	10
Ap5:20751168-20751583	Cluster_1184	N	0	3	24
Ap5:20893125-20893542	Cluster_1185	N	4	26	12
Ap5:20900712-20901129	Cluster_1186	N	0	50	108
Ap5:20913328-20913740	Cluster_1187	N	0	13	11
Ap5:21002532-21002949	Cluster_1188	N	2	12	12
Ap5:21049967-21050375	Cluster_1189	N	6	9	5
Ap5:21064150-21064564	Cluster_1190	N	0	36	110
Ap5:21327620-21328031	Cluster_1191	N	1	26	55
Ap5:21376909-21377325	Cluster_1192	N	19	30	22
Ap5:21719575-21720051	Cluster_1193	N	109	8	10
Ap5:21723802-21724276	Cluster_1194	N	56	21	10
Ap5:21724701-21725173	Cluster_1195	N	150	14	10
Ap5:21727152-21727567	Cluster_1196	N	35	1	4
Ap5:21733512-21733988	Cluster_1197	N	45	7	3
Ap5:21783356-21783800	Cluster_1198	N	114	6	1
Ap5:21854307-21854724	Cluster_1199	N	0	13	8
Ap5:21859713-21860130	Cluster_1200	N	14	52	25
Ap5:21949833-21950244	Cluster_1201	N	0	1	18
Ap5:22121408-22121825	Cluster_1202	N	29	5	9
Ap5:22382878-22383297	Cluster_1203	N	346	4357	3052
Ap5:22570281-22570709	Cluster_1204	N	31	4	6
Ap5:22601932-22602360	Cluster_1205	N	29	3	6
Ap5:22602641-22603073	Cluster_1206	N	43	7	12
Ap5:22603430-22603858	Cluster_1207	N	28	3	6
Ap5:22604151-22604583	Cluster_1208	N	50	14	12
Ap5:22610680-22611108	Cluster_1209	N	31	3	4
Ap5:22615967-22616753	Cluster_1210	N	503	27	8
Ap5:22623992-22624420	Cluster_1211	N	30	3	4
Ap5:22625615-22626047	Cluster_1212	N	21	10	9
Ap5:22649950-22650363	Cluster_1213	N	0	1	33
Ap5:22851203-22851619	Cluster_1214	N	4	16	12
Ap5:22858478-22858895	Cluster_1215	N	17	4	1
Ap5:22994312-22994728	Cluster_1216	N	0	171	211
Ap5:23000157-23000571	Cluster_1217	N	0	0	30
Ap5:23044442-23044853	Cluster_1218	N	0	15	20
Ap5:23200036-23200449	Cluster_1219	N	0	1	33
Ap5:23259904-23260320	Cluster_1220	N	0	1	41
Ap5:23458230-23458643	Cluster_1221	N	0	0	28
Ap5:23488176-23488584	Cluster_1222	N	0	0	21
Ap5:23622211-23622703	Cluster_1223	N	414	143	333
Ap5:23633163-23633679	Cluster_1224	N	223	1296	208
Ap5:24209239-24209657	Cluster_1225	N	10	22	11
Ap5:24326591-24327009	Cluster_1226	N	0	8	75
Ap5:24376096-24376514	Cluster_1227	N	6	66	39
Ap5:24596951-24597368	Cluster_1228	N	3	40	21
Ap5:24925277-24925691	Cluster_1229	N	1	1	20
Ap5:24926985-24927405	Cluster_1230	N	27	34	57
Ap5:25056071-25056489	Cluster_1231	N	0	11	191
Ap5:25082759-25083174	Cluster_1232	N	0	1	44
Ap5:25232583-25233054	Cluster_1233	N	58	19	18
Ap5:25235695-25236117	Cluster_1234	N	22	9	14
Ap5:25304011-25304430	Cluster_1235	N	4	2	21
Ap5:25409906-25410318	Cluster_1236	N	0	23	25
Ap5:25702642-25703088	Cluster_1237	N	19	852	717
Ap5:25968652-25969066	Cluster_1238	N	0	0	108
Ap5:26156745-26157164	Cluster_1239	N	25	32	27
Ap5:26209685-26210101	Cluster_1240	N	0	26	33
Ap5:26254335-26254751	Cluster_1241	N	0	316	429
Ap5:26720740-26721157	Cluster_1242	N	1	16	10
Ap5:26784068-26784484	Cluster_1243	N	2	13	9
Ap5:27040540-27040955	Cluster_1244	N	4	21	1
Ap5:27047477-27047894	Cluster_1245	N	1	83	79
Ap5:27052088-27052503	Cluster_1246	N	1	14	11
Ap5:27077572-27077999	Cluster_1247	N	27	26	23
Ap5:27198681-27199102	Cluster_1248	N	63	62	49
Ap5:27344022-27344437	Cluster_1249	N	8	4	9
Ap5:27700449-27700867	Cluster_1250	N	9	34	28
Ap5:27742772-27743187	Cluster_1251	N	3	25	12
Ap5:27818568-27818983	Cluster_1252	N	1	7	17
Ap5:27836678-27837204	Cluster_1253	N	66	4	9
Ap5:27892925-27893341	Cluster_1254	N	5	10	12
Ap5:28044828-28045245	Cluster_1255	N	10	20	9
Ap5:28108509-28108920	Cluster_1256	N	1	12	6
Ap5:28188812-28189228	Cluster_1257	N	14	35	45
Ap5:28207406-28207822	Cluster_1258	N	0	26	11
Ap5:28387443-28387855	Cluster_1259	N	0	1	23
Ap5:28446272-28446687	Cluster_1260	N	0	0	47
Ap5:28618877-28619295	Cluster_1261	N	61	14	5
Ap5:28678882-28679295	Cluster_1262	N	4	50	73
Ap5:28707570-28708008	Cluster_1263	N	48	8	4
Ap5:28813847-28814257	Cluster_1264	N	1	0	21
Ap5:28975975-28976391	Cluster_1265	N	11	11	2
Ap5:29085783-29086199	Cluster_1266	N	6	27	25
Ap5:29194709-29195124	Cluster_1267	N	1	55	77
Ap5:29203178-29203590	Cluster_1268	N	0	13	7
Ap5:29331795-29332256	Cluster_1269	N	134	28	26
Ap5:29333535-29333980	Cluster_1270	N	3743	2	7
Ap5:29337221-29337636	Cluster_1271	N	2	9	26
Ap5:29395014-29395524	Cluster_1272	N	115	15	25
Ap5:29429111-29429528	Cluster_1273	N	7	57	44
Ap5:29486601-29487017	Cluster_1274	N	16	8	6
Ap5:29528254-29528666	Cluster_1275	N	1	7	14
Ap5:29798250-29798670	Cluster_1276	N	21	3	2
Ap5:29798720-29799201	Cluster_1277	N	81	28	29
Ap5:29802294-29802715	Cluster_1278	N	38	0	0
Ap5:29868546-29868961	Cluster_1279	N	0	15	16
Ap5:29902261-29902680	Cluster_1280	N	28	5	0
Ap5:29902779-29903206	Cluster_1281	N	39	6	2
Ap5:29906238-29906651	Cluster_1282	N	1	1	22
Ap5:30034090-30034506	Cluster_1283	N	0	10	40
Ap5:30049971-30050385	Cluster_1284	N	0	2	33
Ap5:30100911-30101326	Cluster_1285	N	5	5	12
Ap8:55614-56030	Cluster_1286	N	34	0	5
Ap8:252617-253028	Cluster_1287	N	0	0	23
Ap8:334688-335102	Cluster_1288	N	1	14	13
Ap8:384362-384776	Cluster_1289	N	0	27	0
Ap8:525411-525825	Cluster_1290	N	0	4	16
Ap8:699210-699625	Cluster_1291	N	0	6	35
Ap8:736421-736839	Cluster_1292	N	7	21	28
Ap8:804566-804982	Cluster_1293	N	11	5	10
Ap8:828291-828704	Cluster_1294	N	0	0	22
Ap8:832964-833389	Cluster_1295	N	29	79	64
Ap8:899506-899927	Cluster_1296	N	9	50	41
Ap8:933785-934201	Cluster_1297	N	36	55	84
Ap8:1099938-1100360	Cluster_1298	N	20	2	2
Ap8:1129013-1129430	Cluster_1299	N	25	21	34
Ap8:1193445-1193858	Cluster_1300	N	0	7	16
Ap8:1302138-1302549	Cluster_1301	N	0	30	3
Ap8:1390045-1390464	Cluster_1302	N	50	345	231
Ap8:1569914-1570329	Cluster_1303	N	2	9	8
Ap8:1574288-1574703	Cluster_1304	N	0	39	45
Ap8:1663135-1663546	Cluster_1305	N	0	0	21
Ap8:1739725-1740220	Cluster_1306	N	107	16	22
Ap8:1794766-1795181	Cluster_1307	N	2	9	14
Ap8:1916183-1916599	Cluster_1308	N	0	41	20
Ap8:2221026-2221442	Cluster_1309	N	8	6	5
Ap8:2257564-2257980	Cluster_1310	N	4	11	38
Ap8:2364331-2364765	Cluster_1311	N	17	0	5
Ap8:2364868-2365350	Cluster_1312	N	619	69	55
Ap8:2365571-2366312	Cluster_1313	N	559	81	53
Ap8:2367674-2368113	Cluster_1314	N	61	9	2
Ap8:2374164-2374565	Cluster_1315	N	30	6	3
Ap8:2602916-2603331	Cluster_1316	N	31	9	2
Ap8:2617104-2617519	Cluster_1317	N	1	0	28
Ap8:2630736-2631153	Cluster_1318	N	37	333	202
Ap8:2749696-2750110	Cluster_1319	N	0	19	40
Ap8:2757831-2758247	Cluster_1320	N	21	2	2
Ap8:2888883-2889301	Cluster_1321	N	3	33	19
Ap8:3238959-3239376	Cluster_1322	N	247	51	25
Ap8:3333072-3333489	Cluster_1323	N	0	28	26
Ap8:3535748-3536166	Cluster_1324	N	0	0	52
Ap8:3718192-3718607	Cluster_1325	N	0	0	37
Ap8:4190085-4190501	Cluster_1326	N	7	48	43
Ap8:4191534-4191946	Cluster_1327	N	1	3	57
Ap8:4567915-4568332	Cluster_1328	N	126	266	341
Ap8:4792468-4792891	Cluster_1329	N	24	1	12
Ap8:4799893-4800308	Cluster_1330	N	10	4	8
Ap8:5031277-5031693	Cluster_1331	N	9	3	7
Ap8:5033848-5034262	Cluster_1332	N	1	12	7
Ap8:5094303-5094722	Cluster_1333	N	11	17	17
Ap8:5106845-5107263	Cluster_1334	N	37	223	119
Ap8:5255147-5255564	Cluster_1335	N	8	23	28
Ap8:5399530-5399949	Cluster_1336	N	32	21	21
Ap8:5472450-5472866	Cluster_1337	N	3	13	17
Ap8:5671922-5672332	Cluster_1338	N	1	9	9
Ap8:5894272-5894689	Cluster_1339	N	175	1512	1298
Ap8:6185187-6185599	Cluster_1340	N	3	43	62
Ap8:6206805-6207221	Cluster_1341	N	2	8	15
Ap8:6328705-6329116	Cluster_1342	N	0	8	63
Ap8:6362365-6362783	Cluster_1343	N	19	16	14
Ap8:6584080-6584497	Cluster_1344	N	29	40	24
Ap8:6627748-6628165	Cluster_1345	N	10	9	4
Ap8:6757144-6757559	Cluster_1346	N	19	14	3
Ap8:6874845-6875312	Cluster_1347	N	615	2035	2060
Ap8:6875446-6875882	Cluster_1348	N	160	12	62
Ap8:6891726-6892139	Cluster_1349	N	1	8	23
Ap8:7054024-7054439	Cluster_1350	N	0	1	29
Ap8:7066840-7067254	Cluster_1351	N	4	12	11
Ap8:7121789-7122203	Cluster_1352	N	0	23	21
Ap8:7178729-7179146	Cluster_1353	N	12	203	136
Ap8:7186043-7186456	Cluster_1354	N	0	3	23
Ap8:7318177-7318594	Cluster_1355	N	8	19	14
Ap8:7437465-7437880	Cluster_1356	N	11	4	10
Ap8:7561421-7561839	Cluster_1357	N	5	14	10
Ap8:7616385-7616800	Cluster_1358	N	11	11	0
Ap8:7766680-7767094	Cluster_1359	N	2	26	63
Ap8:7827898-7828310	Cluster_1360	N	0	1	59
Ap8:7875868-7876282	Cluster_1361	N	1	14	15
Ap8:7926233-7926644	Cluster_1362	N	0	0	22
Ap8:7931415-7931830	Cluster_1363	N	6	13	14
Ap8:8305549-8305965	Cluster_1364	N	21	6	12
Ap8:8484583-8485000	Cluster_1365	N	17	7	16
Ap8:8544225-8544639	Cluster_1366	N	3	11	7
Ap8:8743684-8744097	Cluster_1367	N	0	13	14
Ap8:8791480-8791893	Cluster_1368	N	16	1	2
Ap8:8837033-8837446	Cluster_1369	N	1	16	20
Ap8:8857538-8857949	Cluster_1370	N	0	0	21
Ap8:9173332-9173745	Cluster_1371	N	0	13	21
Ap8:9406416-9406834	Cluster_1372	N	7	6	24
Ap8:9440687-9441101	Cluster_1373	N	0	2	31
Ap8:9455058-9455474	Cluster_1374	N	9	18	22
Ap8:9565513-9566054	Cluster_1375	N	866	165	103
Ap8:9584414-9584829	Cluster_1376	N	0	1	44
Ap8:9739592-9740010	Cluster_1377	N	3	16	27
Ap8:9981844-9982259	Cluster_1378	N	17	4	4
Ap8:10086078-10086491	Cluster_1379	N	0	5	17
Ap8:10153772-10154184	Cluster_1380	N	11	5	5
Ap8:10378426-10378843	Cluster_1381	N	3	8	34
Ap8:10464548-10464961	Cluster_1382	N	0	1	169
Ap8:10560919-10561334	Cluster_1383	N	17	6	27
Ap8:10662864-10663282	Cluster_1384	N	28	79	50
Ap8:10668790-10669203	Cluster_1385	N	20	2	1
Ap8:10693062-10693474	Cluster_1386	N	1	15	30
Ap8:10705006-10705424	Cluster_1387	N	24	2	10
Ap8:10748126-10748541	Cluster_1388	N	0	20	12
Ap8:10932189-10932600	Cluster_1389	N	2	10	14
Ap8:11229552-11229968	Cluster_1390	N	1	12	15
Ap8:11250917-11251331	Cluster_1391	N	2	14	5
Ap8:11456849-11457266	Cluster_1392	N	2	3	15
Ap8:11459638-11460050	Cluster_1393	N	0	0	31
Ap8:11724934-11725350	Cluster_1394	N	5	41	38
Ap8:11996690-11997114	Cluster_1395	N	34	2	7
Ap8:12118392-12118806	Cluster_1396	N	2	8	11
Ap8:12119333-12119750	Cluster_1397	N	1	36	409
Ap8:12210847-12211265	Cluster_1398	N	9	42	13
Ap8:12834989-12835403	Cluster_1399	N	8	1	16
Ap8:12905199-12905614	Cluster_1400	N	0	13	10
Ap8:13057880-13058293	Cluster_1401	N	1	20	12
Ap8:13137203-13137614	Cluster_1402	N	0	2	18
Ap8:13227755-13228169	Cluster_1403	N	0	11	8
Ap8:13233297-13233712	Cluster_1404	N	2	14	26
Ap8:13374772-13375187	Cluster_1405	N	6	23	11
Ap8:13378518-13378935	Cluster_1406	N	4	11	31
Ap8:13403033-13403452	Cluster_1407	N	89	86	40
Ap8:13477730-13478147	Cluster_1408	N	29	11	1
Ap8:13754224-13754639	Cluster_1409	N	4	8	8
Ap8:13769501-13769917	Cluster_1410	N	3	1	20
Ap8:13907567-13907983	Cluster_1411	N	3	15	5
Ap8:13920466-13920941	Cluster_1412	N	1760	2	297
Ap8:14137632-14138039	Cluster_1413	N	0	1	18
Ap8:14245748-14246164	Cluster_1414	N	9	74	52
Ap8:14590912-14591381	Cluster_1415	N	51	140	91
Ap8:14842039-14842455	Cluster_1416	N	11	215	44
Ap8:15110489-15110905	Cluster_1417	N	10	20	5
Ap8:15200268-15200675	Cluster_1418	N	1	0	21
Ap8:15481209-15481625	Cluster_1419	N	37	1	1
Ap8:15737126-15737539	Cluster_1420	N	0	0	78
Ap8:15828036-15828448	Cluster_1421	N	0	0	30
Ap8:15911054-15911465	Cluster_1422	N	0	9	10
Ap8:16026364-16026781	Cluster_1423	N	583	1102	738
Ap8:16074945-16075356	Cluster_1424	N	1	4	18
Ap8:16117841-16118258	Cluster_1425	N	7	57	45
Ap8:16210437-16210851	Cluster_1426	N	0	0	48
Ap8:16322553-16322967	Cluster_1427	N	0	2	38
Ap8:16529032-16529443	Cluster_1428	N	0	0	30
Ap8:16581324-16581738	Cluster_1429	N	2	20	12
Ap8:16624499-16624914	Cluster_1430	N	12	15	14
Ap8:16637207-16637624	Cluster_1431	N	158	146	141
Ap8:16648466-16648884	Cluster_1432	N	50	16	16
Ap8:16653258-16653675	Cluster_1433	N	4	24	19
Ap8:16804290-16804710	Cluster_1434	N	4	17	29
Ap8:16815060-16815478	Cluster_1435	N	2	26	40
Ap8:17095811-17096271	Cluster_1436	N	2085	1283	239
Ap8:17288579-17288993	Cluster_1437	N	2	8	14
Ap8:17901915-17902328	Cluster_1438	N	0	18	15
Ap8:18111700-18112117	Cluster_1439	N	0	0	30
Ap8:18128952-18129369	Cluster_1440	N	9	13	8
Ap8:18155927-18156339	Cluster_1441	N	0	0	29
Ap8:18277787-18278203	Cluster_1442	N	71	34	33
Ap8:18342520-18342937	Cluster_1443	N	16	12	18
Ap8:18478926-18479344	Cluster_1444	N	0	3	610
Ap8:18566899-18567315	Cluster_1445	N	36	237	182
Ap8:18729082-18729493	Cluster_1446	N	1	1	18
Ap8:19198929-19199344	Cluster_1447	N	1	12	10
Ap8:19201328-19201743	Cluster_1448	N	2	11	9
Ap8:19209352-19209763	Cluster_1449	N	0	0	45
Ap8:19448359-19448773	Cluster_1450	N	1	39	71
Ap8:19560797-19561208	Cluster_1451	N	0	21	3
Ap8:19578806-19579231	Cluster_1452	N	6	27	21
Ap8:19719315-19719729	Cluster_1453	N	5	2	20
Ap8:19918686-19919101	Cluster_1454	N	3	12	16
Ap8:20095533-20095951	Cluster_1455	N	6	52	174
Ap8:20144481-20144898	Cluster_1456	N	4	35	23
Ap8:20178827-20179241	Cluster_1457	N	1	3	22
Ap8:20276103-20276521	Cluster_1458	N	11	33	22
Ap8:20309467-20309883	Cluster_1459	N	33	32	37
Ap8:20328290-20328707	Cluster_1460	N	21	63	63
Ap8:20448293-20448704	Cluster_1461	N	0	7	12
Ap8:20936640-20937051	Cluster_1462	N	1	0	125
Ap8:20960892-20961295	Cluster_1463	N	1	4	17
Ap8:21162900-21163322	Cluster_1464	N	3	37	26
Ap8:21599029-21599454	Cluster_1465	N	9371	923	1567
Ap8:21627548-21628038	Cluster_1466	N	35	6	2
Ap8:21669765-21670181	Cluster_1467	N	28	3	6
Ap8:21731879-21732291	Cluster_1468	N	3	10	82
Ap8:22572854-22573270	Cluster_1469	N	3	15	197
Ap8:22794543-22794959	Cluster_1470	N	4	22	20
Ap8:23237628-23238039	Cluster_1471	N	0	1	19
Ap8:23984838-23985257	Cluster_1472	N	161	122	124
