Coords	Name	MIRNA	ahya_1_S27_L001_R1_001_trim_condensed	ahya_2_S28_L001_R1_001_trim_condensed	ahya_3_S29_L001_R1_001_trim_condensed	ahya_4_S30_L001_R1_001_trim_condensed
chr11:12358830-12359348	Cluster_15298	N	1	10	17	47
chr11:12359369-12359796	Cluster_15299	N	18	2	14	16
chr11:12360248-12360669	Cluster_15300	N	2	0	15	13
chr11:12365645-12366069	Cluster_15301	N	0	0	13	12
chr11:12376054-12376608	Cluster_15302	N	0	0	48	10
chr11:12378434-12378863	Cluster_15303	N	2	0	8	88
chr11:12395214-12395640	Cluster_15304	N	37	1	0	0
chr11:12396997-12397425	Cluster_15305	N	0	0	3	25
chr11:12398119-12398548	Cluster_15306	N	1	3	14	6
chr11:12401084-12401512	Cluster_15307	N	3	1	31	35
chr11:12421336-12421876	Cluster_15308	N	109	1	51	19
chr11:12426300-12426715	Cluster_15309	N	5	0	10	10
chr11:12460945-12461373	Cluster_15310	N	20	3	31	29
chr11:12461685-12462582	Cluster_15311	N	95	15	15	66
chr11:12469142-12469835	Cluster_15312	N	211	24	17	22
chr11:12471865-12472293	Cluster_15313	N	34	0	1	6
chr11:12475503-12476096	Cluster_15314	N	70	7	86	217
chr11:12477100-12477526	Cluster_15315	N	25	2	3	0
chr11:12481349-12481777	Cluster_15316	N	51	1	6	28
chr11:12481811-12482214	Cluster_15317	N	34	0	8	29
chr11:12482442-12482871	Cluster_15318	N	55	21	68	25
chr11:12495485-12495966	Cluster_15319	N	114	16	16	4
chr11:12496254-12496857	Cluster_15320	N	240	9	3	4
chr11:12497005-12497435	Cluster_15321	N	100	2	5	13
chr11:12497648-12498077	Cluster_15322	N	63	3	66	16
chr11:12499466-12499895	Cluster_15323	N	24	13	13	14
chr11:12504777-12505204	Cluster_15324	N	14	3	10	6
chr11:12510943-12511369	Cluster_15325	N	13	0	11	13
chr11:12511503-12512079	Cluster_15326	N	17	3	41	17
chr11:12513256-12513682	Cluster_15327	N	4	0	10	33
chr11:12533322-12534135	Cluster_15328	N	156	13	232	20
chr11:12534275-12534725	Cluster_15329	N	46	16	53	5
chr11:12535223-12535652	Cluster_15330	N	704	51	158	5
chr11:12535786-12536557	Cluster_15331	N	342	63	419	66
chr11:12536560-12537003	Cluster_15332	N	111	4	61	19
chr11:12537912-12538644	Cluster_15333	N	335	5	3	5
chr11:12542442-12543279	Cluster_15334	N	7	0	60	17
chr11:12543398-12544167	Cluster_15335	N	35	7	10	25
chr11:12544293-12544721	Cluster_15336	N	14	12	12	14
chr11:12546617-12547045	Cluster_15337	N	13	0	1	46
chr11:12547986-12548404	Cluster_15338	N	91	3	0	14
chr11:12551191-12551620	Cluster_15339	N	61	3	1	0
chr11:12555960-12556390	Cluster_15340	N	5	2	37	19
chr11:12556924-12557351	Cluster_15341	N	2	0	0	31
chr11:12558364-12558807	Cluster_15342	N	33	2	22	38
chr11:12567158-12567731	Cluster_15343	N	218	6	1	64
chr11:12568018-12568444	Cluster_15344	N	30	5	4	0
chr11:12569473-12569900	Cluster_15345	N	30	7	2	14
chr11:12570307-12570728	Cluster_15346	N	23	4	10	2
chr11:12571039-12571813	Cluster_15347	N	158	28	20	71
chr11:12573862-12574289	Cluster_15348	N	1	0	0	23
chr11:12578270-12578687	Cluster_15349	N	6	1	14	9
chr11:12578977-12579464	Cluster_15350	N	9	5	24	42
chr11:12583037-12583994	Cluster_15351	N	520	66	6	294
chr11:12584024-12584751	Cluster_15352	N	0	1	0	93
chr11:12584843-12585854	Cluster_15353	N	0	4	1	192
chr11:12587310-12587737	Cluster_15354	N	5	3	1	28
chr11:12588760-12589497	Cluster_15355	N	1	0	2	146
chr11:12603124-12604087	Cluster_15356	N	226	14	125	169
chr11:12604323-12604737	Cluster_15357	N	1	0	0	29
chr11:12604960-12605526	Cluster_15358	N	9	0	13	73
chr11:12605686-12606116	Cluster_15359	N	350	27	131	121
chr11:12607581-12608010	Cluster_15360	N	11	0	13	40
chr11:12611780-12612214	Cluster_15361	N	28	0	63	1
chr11:12616068-12616788	Cluster_15362	N	62	14	27	19
chr11:12620020-12620448	Cluster_15363	N	129	0	44	0
chr11:12625029-12625458	Cluster_15364	N	2	0	13	33
chr11:12627829-12628244	Cluster_15365	N	14	1	10	30
chr11:12628342-12628770	Cluster_15366	N	2	4	25	15
chr11:12634226-12634653	Cluster_15367	N	24	15	1	26
chr11:12635014-12635525	Cluster_15368	N	65	0	9	28
chr11:12638538-12639201	Cluster_15369	N	52	9	60	32
chr11:12639431-12639910	Cluster_15370	N	248	6	56	43
chr11:12640143-12640571	Cluster_15371	N	34	3	11	4
chr11:12641364-12642107	Cluster_15372	N	52	9	11	65
chr11:12642929-12643881	Cluster_15373	N	140	8	13	4
chr11:12644426-12644853	Cluster_15374	N	26	0	8	2
chr11:12646047-12647199	Cluster_15375	N	41	0	45	84
chr11:12647313-12647739	Cluster_15376	N	18	0	32	6
chr11:12647844-12648607	Cluster_15377	N	123	21	51	40
chr11:12649299-12649727	Cluster_15378	N	21	0	14	3
chr11:12649910-12650647	Cluster_15379	N	113	8	44	14
chr11:12651048-12651476	Cluster_15380	N	16	0	19	10
chr11:12651794-12652223	Cluster_15381	N	40	2	10	7
chr11:12653330-12653847	Cluster_15382	N	47	3	29	15
chr11:12663112-12663541	Cluster_15383	N	21	15	18	9
chr11:12668559-12669099	Cluster_15384	N	29	9	42	13
chr11:12669218-12669646	Cluster_15385	N	15	2	34	9
chr11:12670785-12671518	Cluster_15386	N	33	10	38	15
chr11:12799993-12800411	Cluster_15387	N	6	0	14	27
chr11:12810436-12810853	Cluster_15388	N	5	0	6	20
chr11:12829370-12829786	Cluster_15389	N	6	17	35	4
chr11:12839754-12840182	Cluster_15390	N	0	2	0	21
chr11:12840678-12841095	Cluster_15391	N	67	377	46	44
chr11:12846050-12846838	Cluster_15392	N	1569	1137	9524	4533
chr11:12852304-12852732	Cluster_15393	N	77	0	46	29
chr11:12858866-12859660	Cluster_15394	N	1	47	394	0
chr11:12859744-12860173	Cluster_15395	N	12	0	39	0
chr11:12861842-12862270	Cluster_15396	N	49	0	10	0
chr11:12863212-12863642	Cluster_15397	N	15	0	15	2
chr11:12865634-12866062	Cluster_15398	N	15	0	17	0
chr11:12867886-12868424	Cluster_15399	N	64	7	71	7
chr11:12868494-12868933	Cluster_15400	N	44	0	17	8
chr11:12869733-12870160	Cluster_15401	N	2	0	26	1
chr11:12875308-12875734	Cluster_15402	N	30	14	7	9
chr11:12878012-12878416	Cluster_15403	N	4	2	21	0
chr11:12886813-12887231	Cluster_15404	N	16	3	19	1
chr11:12889583-12890008	Cluster_15405	N	29	0	21	4
chr11:12892545-12892972	Cluster_15406	N	5	1	14	15
chr11:12918941-12919364	Cluster_15407	N	8	2	7	11
chr11:12944029-12944455	Cluster_15408	N	6	0	34	10
chr11:12944565-12944994	Cluster_15409	N	3	0	59	3
chr11:12973702-12974128	Cluster_15410	N	25	0	1	37
chr11:12975924-12976647	Cluster_15411	N	86	7	38	16
chr11:12980249-12980681	Cluster_15412	N	4	0	34	9
chr11:12996992-12997412	Cluster_15413	N	22	1	14	16
chr11:13003477-13003905	Cluster_15414	N	1	3	87	1
chr11:13004820-13005892	Cluster_15415	N	457	14	214	203
chr11:13012573-13013283	Cluster_15416	N	6	2	435	6
chr11:13026558-13026986	Cluster_15417	N	31	0	74	4
chr11:13029051-13029480	Cluster_15418	N	6	2	30	3
chr11:13044312-13044815	Cluster_15419	N	318	254	3747	3332
chr11:13048671-13049092	Cluster_15420	N	0	5	2	34
chr11:13136843-13137299	Cluster_15421	N	2	0	63	28
chr11:13154361-13154790	Cluster_15422	N	0	0	0	38
chr11:13160707-13161223	Cluster_15423	N	1	4	893	4
chr11:13175399-13175826	Cluster_15424	N	1	0	0	23
chr11:13211197-13211625	Cluster_15425	N	11	2	0	9
chr11:13254950-13255380	Cluster_15426	N	3	0	35	0
chr11:13272482-13273336	Cluster_15427	N	114	4	22	5
chr11:13278240-13278669	Cluster_15428	N	54	3	4	0
chr11:13279592-13280024	Cluster_15429	N	33	6	7	12
chr11:13309091-13309518	Cluster_15430	N	10	0	27	30
chr11:13355309-13355728	Cluster_15431	N	6	0	25	11
chr11:13375413-13375839	Cluster_15432	N	1	0	45	3
chr11:13415388-13415809	Cluster_15433	N	32	0	0	0
chr11:13425090-13425519	Cluster_15434	N	0	1	0	151
chr11:13427548-13427976	Cluster_15435	N	0	4	17	3
chr11:13469429-13469856	Cluster_15436	N	0	0	20	12
chr11:13561346-13561746	Cluster_15437	N	16	0	4	4
chr11:13628824-13629253	Cluster_15438	N	0	0	95	0
chr11:13651438-13652066	Cluster_15439	N	231	28	193	18
chr11:13656491-13657009	Cluster_15440	N	127	35	206	12
chr11:13665775-13666969	Cluster_15441	N	193	11	83	17
chr11:13667496-13668105	Cluster_15442	N	97	0	24	1
chr11:13678869-13679296	Cluster_15443	N	3	9	124	120
chr11:13703325-13703752	Cluster_15444	N	0	0	0	109
chr11:13716205-13716619	Cluster_15445	N	15	3	5	3
chr11:13730628-13731057	Cluster_15446	N	3	0	38	3
chr11:13737233-13737651	Cluster_15447	N	11	28	14	21
chr11:13737914-13738331	Cluster_15448	N	3	9	14	13
chr11:13746864-13747293	Cluster_15449	N	10	1	34	0
chr11:13761658-13762092	Cluster_15450	N	32	2	38	13
chr11:13771314-13772031	Cluster_15451	N	11	0	32	13
chr11:13798744-13799175	Cluster_15452	N	34	1	21	21
chr11:13840491-13840904	Cluster_15453	N	16	8	19	2
chr11:13841344-13841773	Cluster_15454	N	28	1	36	3
chr11:13842110-13842539	Cluster_15455	N	20	5	0	6
chr11:13871394-13871824	Cluster_15456	N	31	2	3	3
chr11:13899614-13900042	Cluster_15457	N	40	0	0	0
chr11:13907342-13907771	Cluster_15458	N	9	2	20	6
chr11:13936266-13936686	Cluster_15459	N	23	4	10	15
chr11:13941478-13942076	Cluster_15460	N	101	2	41	4
chr11:13942372-13942794	Cluster_15461	N	15	0	30	2
chr11:13944065-13944495	Cluster_15462	N	0	0	72	0
chr11:13947881-13948306	Cluster_15463	N	14	0	10	2
chr11:13952993-13953419	Cluster_15464	N	1	0	17	20
chr11:13969304-13969791	Cluster_15465	N	5	2	108	20
chr11:13969886-13970473	Cluster_15466	N	27	0	5	168
chr11:13972027-13972459	Cluster_15467	N	35	1	26	13
chr11:13973355-13973778	Cluster_15468	N	27	2	2	5
chr11:13974390-13975189	Cluster_15469	N	36	21	75	98
chr11:13978612-13979037	Cluster_15470	N	2	3	13	1
chr11:13988878-13989674	Cluster_15471	N	32	17	34	20
chr11:14033729-14034155	Cluster_15472	N	13	12	5	6
chr11:14060524-14060944	Cluster_15473	N	0	0	20	0
chr11:14097794-14098435	Cluster_15474	N	25	2	23	48
chr11:14098956-14099381	Cluster_15475	N	18	1	9	4
chr11:14116622-14117031	Cluster_15476	N	13	0	21	15
chr11:14117801-14118246	Cluster_15477	N	25	3	11	15
chr11:14118480-14119272	Cluster_15478	N	35	8	76	40
chr11:14119697-14120105	Cluster_15479	N	7	0	21	14
chr11:14125609-14126039	Cluster_15480	N	10	2	16	16
chr11:14126216-14126647	Cluster_15481	N	41	2	34	3
chr11:14128551-14128979	Cluster_15482	N	1	0	25	5
chr11:14129015-14129443	Cluster_15483	N	15	0	21	7
chr11:14133614-14134042	Cluster_15484	N	11	3	26	9
chr11:14136950-14137431	Cluster_15485	N	56	2	22	10
chr11:14137751-14138190	Cluster_15486	N	88	10	83	65
chr11:14139037-14139464	Cluster_15487	N	52	0	56	13
chr11:14143666-14144083	Cluster_15488	N	4	2	358	8
chr11:14147598-14148028	Cluster_15489	N	51	9	34	32
chr11:14150097-14150510	Cluster_15490	N	6	12	3	1
chr11:14153931-14154356	Cluster_15491	N	5	0	18	6
chr11:14158370-14158786	Cluster_15492	N	1	22	10	16
chr11:14166821-14167248	Cluster_15493	N	0	0	8	32
chr11:14168140-14168563	Cluster_15494	N	8	0	9	14
chr11:14170260-14171418	Cluster_15495	N	84	31	42	15
chr11:14172014-14172451	Cluster_15496	N	24	1	52	34
chr11:14181217-14181706	Cluster_15497	N	395	20	12	22
chr11:14183134-14183567	Cluster_15498	N	50	3	15	24
chr11:14186351-14186779	Cluster_15499	N	23	3	28	1
chr11:14191903-14192442	Cluster_15500	N	36	10	38	17
chr11:14198072-14198500	Cluster_15501	N	1	2	13	8
chr11:14204648-14205074	Cluster_15502	N	19	1	19	0
chr11:14207744-14208365	Cluster_15503	N	22	0	46	19
chr11:14209849-14210277	Cluster_15504	N	10	1	14	13
chr11:14214373-14214854	Cluster_15505	N	27	5	22	37
chr11:14215402-14215830	Cluster_15506	N	27	1	19	15
chr11:14215845-14216273	Cluster_15507	N	148	36	36	28
chr11:14217046-14217992	Cluster_15508	N	84	5	51	49
chr11:14218417-14218844	Cluster_15509	N	13	3	34	10
chr11:14226240-14226656	Cluster_15510	N	23	2	16	31
chr11:14227548-14227953	Cluster_15511	N	10	2	17	23
chr11:14229443-14229870	Cluster_15512	N	35	2	30	26
chr11:14230891-14231308	Cluster_15513	N	9	1	14	24
chr11:14231400-14231830	Cluster_15514	N	69	6	41	24
chr11:14232830-14233579	Cluster_15515	N	47	10	64	57
chr11:14241376-14241806	Cluster_15516	N	27	5	4	4
chr11:14247063-14247463	Cluster_15517	N	10	1	9	8
chr11:14253375-14253859	Cluster_15518	N	87	6	76	1
chr11:14254603-14255397	Cluster_15519	N	123	18	8	63
chr11:14264568-14264983	Cluster_15520	N	11	1	5	14
chr11:14266403-14266834	Cluster_15521	N	42	11	35	26
chr11:14267271-14267699	Cluster_15522	N	19	2	5	18
chr11:14269306-14269733	Cluster_15523	N	11	1	20	35
chr11:14270600-14271656	Cluster_15524	N	51	7	57	20
chr11:14271976-14272405	Cluster_15525	N	10	0	27	0
chr11:14272557-14273121	Cluster_15526	N	24	0	22	14
chr11:14276656-14277081	Cluster_15527	N	6	5	21	16
chr11:14278372-14278800	Cluster_15528	N	35	1	23	4
chr11:14281107-14281536	Cluster_15529	N	38	0	26	15
chr11:14281762-14282193	Cluster_15530	N	0	1	93	5
chr11:14282569-14282986	Cluster_15531	N	8	1	8	33
chr11:14284530-14285137	Cluster_15532	N	147	3	47	20
chr11:14287521-14287946	Cluster_15533	N	6	0	1	25
chr11:14289936-14290362	Cluster_15534	N	1	0	4	30
chr11:14303222-14304526	Cluster_15535	N	185	20	79	0
chr11:14305092-14305506	Cluster_15536	N	13	5	28	0
chr11:14326423-14326829	Cluster_15537	N	0	1	14	7
chr11:14336908-14337359	Cluster_15538	N	27	1	32	21
chr11:14339174-14339601	Cluster_15539	N	16	1	22	194
chr11:14339696-14340105	Cluster_15540	N	1	0	23	9
chr11:14342181-14342746	Cluster_15541	N	287	271	2172	2758
chr11:14350633-14351045	Cluster_15542	N	28	0	6	13
chr11:14361165-14361591	Cluster_15543	N	78	0	23	25
chr11:14362839-14363268	Cluster_15544	N	30	5	19	17
chr11:14364409-14365273	Cluster_15545	N	32	19	184	190
chr11:14365757-14366186	Cluster_15546	N	28	3	31	7
chr11:14366789-14367217	Cluster_15547	N	24	6	12	4
chr11:14370049-14370476	Cluster_15548	N	2	0	3	25
chr11:14372769-14373197	Cluster_15549	N	4	3	14	13
chr11:14373433-14374166	Cluster_15550	N	24	3	83	22
chr11:14391865-14392292	Cluster_15551	N	3	2	19	7
chr11:14392355-14393062	Cluster_15552	N	40	3	45	22
chr11:14419581-14420001	Cluster_15553	N	9	5	95	52
chr11:14420264-14420728	Cluster_15554	N	16	0	33	22
chr11:14421377-14421803	Cluster_15555	N	15	0	40	38
chr11:14424478-14424904	Cluster_15556	N	1	2	17	7
chr11:14430274-14430706	Cluster_15557	N	297	9	96	5
chr11:14431373-14431800	Cluster_15558	N	32	7	18	18
chr11:14438581-14439010	Cluster_15559	N	5	2	43	17
chr11:14446245-14446815	Cluster_15560	N	82	5	35	21
chr11:14446964-14447370	Cluster_15561	N	20	0	17	9
chr11:14447912-14448332	Cluster_15562	N	1	1	24	0
chr11:14450841-14451374	Cluster_15563	N	51	0	32	30
chr11:14451800-14452225	Cluster_15564	N	4	0	19	0
chr11:14453960-14454705	Cluster_15565	N	16	0	36	41
chr11:14455086-14455515	Cluster_15566	N	10	2	23	9
chr11:14458171-14458588	Cluster_15567	N	20	0	1	2
chr11:14459928-14460347	Cluster_15568	N	11	6	14	3
chr11:14462724-14463242	Cluster_15569	N	98	4	49	11
chr11:14463893-14464320	Cluster_15570	N	13	0	6	15
chr11:14464610-14465038	Cluster_15571	N	16	0	9	10
chr11:14466304-14466721	Cluster_15572	N	9	4	21	7
chr11:14466914-14467759	Cluster_15573	N	32	2	17	37
chr11:14471279-14471708	Cluster_15574	N	11	0	9	18
chr11:14473382-14473797	Cluster_15575	N	2	0	10	11
chr11:14474339-14475144	Cluster_15576	N	95	2	50	3
chr11:14477522-14477950	Cluster_15577	N	122	16	56	6
chr11:14479427-14479849	Cluster_15578	N	1	0	36	41
chr11:14480451-14480879	Cluster_15579	N	0	7	27	16
chr11:14496077-14496506	Cluster_15580	N	26	8	26	13
chr11:14501776-14502203	Cluster_15581	N	35	0	5	12
chr11:14502691-14503842	Cluster_15582	N	51	9	68	70
chr11:14504466-14504893	Cluster_15583	N	39	7	19	14
chr11:14508973-14509390	Cluster_15584	N	2	0	25	31
chr11:14514199-14514627	Cluster_15585	N	7	0	44	44
chr11:14515421-14515849	Cluster_15586	N	5	8	15	5
chr11:14516962-14517890	Cluster_15587	N	7	7	159	2
chr11:14520559-14521070	Cluster_15588	N	13	0	57	3
chr11:14521419-14521846	Cluster_15589	N	9	1	19	20
chr11:14521998-14522423	Cluster_15590	N	33	0	15	4
chr11:14526827-14527542	Cluster_15591	N	77	14	61	85
chr11:14527727-14528145	Cluster_15592	N	39	7	73	50
chr11:14528261-14528670	Cluster_15593	N	24	0	15	6
chr11:14532758-14533186	Cluster_15594	N	47	1	29	5
chr11:14541450-14541878	Cluster_15595	N	3	1	20	14
chr11:14543145-14543612	Cluster_15596	N	1	0	62	1
chr11:14547550-14547968	Cluster_15597	N	23	0	1	9
chr11:14552290-14552985	Cluster_15598	N	5	3	39	19
chr11:14554031-14554452	Cluster_15599	N	12	0	14	8
chr11:14556633-14557057	Cluster_15600	N	17	0	14	9
chr11:14557344-14558082	Cluster_15601	N	20	0	41	34
chr11:14561326-14561857	Cluster_15602	N	66	11	65	91
chr11:14569946-14570361	Cluster_15603	N	3	23	4	4
chr11:14571409-14571825	Cluster_15604	N	194	0	0	4
chr11:14572453-14572881	Cluster_15605	N	11	2	11	41
chr11:14578697-14579203	Cluster_15606	N	75	3	81	33
chr11:14582854-14583281	Cluster_15607	N	7	4	18	0
chr11:14587247-14587680	Cluster_15608	N	2	0	17	144
chr11:14587909-14588567	Cluster_15609	N	1	1	11	78
chr11:14589944-14590371	Cluster_15610	N	10	1	14	4
chr11:14618501-14618928	Cluster_15611	N	0	0	24	0
chr11:14622070-14622921	Cluster_15612	N	94	7	79	31
chr11:14625086-14625513	Cluster_15613	N	10	0	8	24
chr11:14631340-14631976	Cluster_15614	N	57	6	115	90
chr11:14632722-14633150	Cluster_15615	N	0	0	24	6
chr11:14638159-14638564	Cluster_15616	N	24	1	5	4
chr11:14639038-14639496	Cluster_15617	N	0	0	88	0
chr11:14640344-14640774	Cluster_15618	N	11	5	21	17
chr11:14644612-14645042	Cluster_15619	N	2	1	55	18
chr11:14645087-14645516	Cluster_15620	N	1	3	6	26
chr11:14649041-14649470	Cluster_15621	N	60	0	13	4
chr11:14650738-14651166	Cluster_15622	N	9	1	10	46
chr11:14653657-14654085	Cluster_15623	N	20	0	28	4
chr11:14660659-14661462	Cluster_15624	N	34	5	63	22
chr11:14667504-14667931	Cluster_15625	N	12	6	52	13
chr11:14668323-14669062	Cluster_15626	N	12	12	54	39
chr11:14671373-14672350	Cluster_15627	N	13	28	123	83
chr11:14674966-14675374	Cluster_15628	N	14	0	29	1
chr11:14680338-14680761	Cluster_15629	N	22	0	32	4
chr11:14681718-14682129	Cluster_15630	N	1	2	28	1
chr11:14682627-14683056	Cluster_15631	N	1	3	69	49
chr11:14685649-14686078	Cluster_15632	N	4	2	28	39
chr11:14696106-14696535	Cluster_15633	N	3	2	31	11
chr11:14699990-14700417	Cluster_15634	N	9	9	24	6
chr11:14701221-14702702	Cluster_15635	N	75	51	306	149
chr11:14702905-14703494	Cluster_15636	N	20	2	138	60
chr11:14709291-14709719	Cluster_15637	N	131	5	6	13
chr11:14709979-14710408	Cluster_15638	N	43	5	38	6
chr11:14713146-14713574	Cluster_15639	N	41	1	17	19
chr11:14715764-14716164	Cluster_15640	N	30	0	3	3
chr11:14718284-14718704	Cluster_15641	N	1	0	3	45
chr11:14719038-14719454	Cluster_15642	N	2	0	9	23
chr11:14719726-14720144	Cluster_15643	N	2	1	10	30
chr11:14722775-14723203	Cluster_15644	N	15	1	31	52
chr11:14724009-14724426	Cluster_15645	N	29	4	72	36
chr11:14725316-14725721	Cluster_15646	N	9	1	0	23
chr11:14725919-14726329	Cluster_15647	N	4	0	21	10
chr11:14733901-14734329	Cluster_15648	N	3	0	42	10
chr11:14735991-14736419	Cluster_15649	N	13	7	18	2
chr11:14740604-14741029	Cluster_15650	N	13	3	7	26
chr11:14741878-14742308	Cluster_15651	N	6	26	40	57
chr11:14742400-14742801	Cluster_15652	N	5	1	8	25
chr11:14743201-14744228	Cluster_15653	N	198	18	418	801
chr11:14745885-14746700	Cluster_15654	N	24	20	55	6
chr11:14747299-14747807	Cluster_15655	N	54	0	58	29
chr11:14748113-14748544	Cluster_15656	N	39	0	4	11
chr11:14756666-14757084	Cluster_15657	N	3	2	13	7
chr11:14760490-14760909	Cluster_15658	N	28	0	14	43
chr11:14765989-14766418	Cluster_15659	N	1	1	3	30
chr11:14768528-14768937	Cluster_15660	N	3	0	8	46
chr11:14771436-14772027	Cluster_15661	N	16	9	35	14
chr11:14775983-14776413	Cluster_15662	N	18	6	8	9
chr11:14778801-14779229	Cluster_15663	N	21	0	25	8
chr11:14792076-14792503	Cluster_15664	N	10	5	20	7
chr11:14800711-14801135	Cluster_15665	N	0	6	67	127
chr11:14801208-14801778	Cluster_15666	N	8	1	43	53
chr11:14804272-14804858	Cluster_15667	N	36	0	19	43
chr11:14804879-14805539	Cluster_15668	N	29	16	80	89
chr11:14809410-14810483	Cluster_15669	N	84	6	116	97
chr11:14815312-14815731	Cluster_15670	N	9	0	60	2
chr11:14818621-14819049	Cluster_15671	N	1	1	176	31
chr11:14820349-14820758	Cluster_15672	N	9	0	19	4
chr11:14826836-14827265	Cluster_15673	N	2	0	42	4
chr11:14827512-14828001	Cluster_15674	N	88	0	65	32
chr11:14839927-14840344	Cluster_15675	N	2	0	19	1
chr11:14845914-14846326	Cluster_15676	N	1	1	30	0
chr11:14848071-14848499	Cluster_15677	N	17	5	15	48
chr11:14859246-14859674	Cluster_15678	N	30	1	6	5
chr11:14861612-14862093	Cluster_15679	N	3	82	6	85
chr11:14864297-14864727	Cluster_15680	N	68	5	133	4
chr11:14865566-14865980	Cluster_15681	N	2	4	14	0
chr11:14866440-14867022	Cluster_15682	N	5	7	15	70
chr11:14872148-14872579	Cluster_15683	N	19	17	67	16
chr11:14872603-14873211	Cluster_15684	N	32	19	48	22
chr11:14875034-14875458	Cluster_15685	N	12	3	18	5
chr11:14881597-14882159	Cluster_15686	N	31	40	4	67
chr11:14886209-14886635	Cluster_15687	N	0	0	41	4
chr11:14887655-14888274	Cluster_15688	N	1	1	63	1
chr11:14888658-14889076	Cluster_15689	N	37	1	16	3
chr11:14889088-14889816	Cluster_15690	N	10	1	93	4
chr11:14892965-14893447	Cluster_15691	N	14	9	41	26
chr11:14893489-14893919	Cluster_15692	N	2	9	24	10
chr11:14893951-14894355	Cluster_15693	N	25	0	6	9
chr11:14894925-14895558	Cluster_15694	N	27	20	7	10
chr11:14898065-14898483	Cluster_15695	N	7	9	13	16
chr11:14898657-14899075	Cluster_15696	N	15	8	33	4
chr11:14899396-14899821	Cluster_15697	N	9	10	8	14
chr11:14900497-14901172	Cluster_15698	N	57	18	72	4
chr11:14903183-14903588	Cluster_15699	N	18	0	4	12
chr11:14905496-14905916	Cluster_15700	N	0	0	2	46
chr11:14906289-14906703	Cluster_15701	N	6	3	14	1
chr11:14907078-14907520	Cluster_15702	N	78	0	1	3
chr11:14909984-14910640	Cluster_15703	N	69	8	48	46
chr11:14912352-14912780	Cluster_15704	N	11	2	21	4
chr11:14913380-14913808	Cluster_15705	N	19	3	12	1
chr11:14916504-14916972	Cluster_15706	N	18	3	30	4
chr11:14921415-14921977	Cluster_15707	N	45	11	52	54
chr11:14930656-14931446	Cluster_15708	N	46	12	43	21
chr11:14933591-14934020	Cluster_15709	N	27	4	24	63
chr11:14935301-14935729	Cluster_15710	N	22	1	6	35
chr11:14937432-14937861	Cluster_15711	N	16	0	32	22
chr11:14938294-14938720	Cluster_15712	N	11	2	11	22
chr11:14938938-14939365	Cluster_15713	N	23	8	31	9
chr11:14939559-14940184	Cluster_15714	N	34	3	26	14
chr11:14940230-14940648	Cluster_15715	N	4	0	79	0
chr11:14941479-14942098	Cluster_15716	N	37	7	23	24
chr11:14942260-14942674	Cluster_15717	N	11	5	13	3
chr11:14945379-14946258	Cluster_15718	N	248	5	158	51
chr11:14950431-14950835	Cluster_15719	N	7	0	13	2
chr11:14952425-14952842	Cluster_15720	N	1	0	36	4
chr11:14954543-14954970	Cluster_15721	N	29	4	56	9
chr11:14960449-14960877	Cluster_15722	N	1	0	28	2
chr11:14968740-14969169	Cluster_15723	N	8	11	12	5
chr11:14970127-14970715	Cluster_15724	N	131	6	62	27
chr11:14972140-14972972	Cluster_15725	N	40	11	15	87
chr11:14973280-14973705	Cluster_15726	N	33	0	20	7
chr11:14974854-14975255	Cluster_15727	N	14	4	1	3
chr11:14986450-14987341	Cluster_15728	N	51	9	87	30
chr11:14987608-14988501	Cluster_15729	N	45	10	105	50
chr11:14995468-14995895	Cluster_15730	N	5	7	12	48
chr11:14996820-14997247	Cluster_15731	N	2	0	23	8
chr11:14998329-14998759	Cluster_15732	N	0	11	38	2
chr11:15000455-15001108	Cluster_15733	N	40	15	19	27
chr11:15001224-15001718	Cluster_15734	N	105	17	72	28
chr11:15001976-15002404	Cluster_15735	N	49	11	33	36
chr11:15003104-15004135	Cluster_15736	N	85	12	105	54
chr11:15004817-15005231	Cluster_15737	N	1	5	7	16
chr11:15005725-15006156	Cluster_15738	N	6	0	53	3
chr11:15007230-15007943	Cluster_15739	N	16	10	108	25
chr11:15008238-15008678	Cluster_15740	N	8	7	30	9
chr11:15009797-15010227	Cluster_15741	N	0	3	83	0
chr11:15010659-15011088	Cluster_15742	N	1	5	178	17
chr11:15020957-15021385	Cluster_15743	N	24	6	32	13
chr11:15021762-15022394	Cluster_15744	N	38	3	29	15
chr11:15029299-15029703	Cluster_15745	N	17	2	7	7
chr11:15036468-15036895	Cluster_15746	N	2	0	18	6
chr11:15037746-15038174	Cluster_15747	N	48	5	21	17
chr11:15039180-15039608	Cluster_15748	N	0	0	60	1
chr11:15040423-15040845	Cluster_15749	N	31	0	4	0
chr11:15169550-15169968	Cluster_15750	N	3709	15231	1332	4300
chr11:15195766-15196195	Cluster_15751	N	11	1	22	2
chr11:15209624-15210050	Cluster_15752	N	25	0	1	6
chr11:15219566-15219994	Cluster_15753	N	1	0	7	17
chr11:15249176-15249605	Cluster_15754	N	27	5	13	6
chr11:15285722-15286141	Cluster_15755	N	69	39	409	774
chr11:15302556-15302982	Cluster_15756	N	16	8	0	0
chr11:15347944-15348365	Cluster_15757	N	32	1	0	0
chr11:15411630-15412045	Cluster_15758	N	1	10	11	0
chr11:15488675-15489090	Cluster_15759	N	0	14	10	5
