"","miRNA","three_UTR","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","gene_name"
"968","Cluster_2470","3prime_UTR::chr10:1382850-1383583(-)",163,-20.12,"2 20","561 581",18,"72.22%","83.33%","NV2t002481002.1"
"969","Cluster_2470","3prime_UTR::chr10:1468260-1469260(+)",153,-20.77,"2 20","917 942",23,"65.22%","78.26%","NV2t002488001.1"
"970","Cluster_2470","3prime_UTR::chr10:1468260-1469260(+)",153,-20.77,"2 20","917 942",23,"65.22%","78.26%","NV2t002488002.1"
"971","Cluster_2470","3prime_UTR::chr10:1468260-1469260(+)",153,-20.77,"2 20","917 942",23,"65.22%","78.26%","NV2t002488003.1"
"978","Cluster_2470","3prime_UTR::chr10:2277550-2278550(-)",167,-24.02,"2 19","277 297",18,"88.89%","88.89%","NV2t002572001.1"
"979","Cluster_2470","3prime_UTR::chr10:2934208-2935208(-)",153,-23.12,"2 18","103 120",16,"81.25%","81.25%","NV2t002639001.1"
"980","Cluster_2470","3prime_UTR::chr11:12681160-12682160(-)",163,-20.32,"2 16","617 637",14,"85.71%","92.86%","NV2t005259001.1"
"981","Cluster_2470","3prime_UTR::chr11:14054063-14055063(+)",169,-27.38,"2 20","776 799",21,"80.95%","85.71%","NV2t005392001.1"
"982","Cluster_2470","3prime_UTR::chr11:2091420-2091922(-)",145,-20.6,"2 20","198 221",21,"66.67%","71.43%","NV2t004187001.1"
"983","Cluster_2470","3prime_UTR::chr11:4238520-4239520(+)",160,-20.12,"2 19","280 299",17,"76.47%","88.24%","NV2t004438001.1"
"984","Cluster_2470","3prime_UTR::chr12:1968413-1969063(+)",166,-23.57,"2 20","577 598",19,"73.68%","89.47%","NV2t005645004.1"
"985","Cluster_2470","3prime_UTR::chr12:7635549-7636347(-)",150,-22.88,"2 20","197 218",19,"63.16%","78.95%","NV2t006187001.1"
"986","Cluster_2470","3prime_UTR::chr12:7826912-7827912(+)",147,-20.39,"2 17","27 49",17,"70.59%","76.47%","NV2t006202001.1"
"987","Cluster_2470","3prime_UTR::chr13:10007015-10008015(+)",165,-21.62,"2 18","815 835",16,"81.25%","87.50%","NV2t007860001.1"
"988","Cluster_2470","3prime_UTR::chr13:10007344-10008344(-)",165,-20.13,"2 18","418 438",16,"81.25%","87.50%","NV2t007861001.1"
"989","Cluster_2470","3prime_UTR::chr13:11081771-11082684(+)",151,-20.21,"2 12","276 296",10,"90.00%","100.00%","NV2t007992001.1"
"990","Cluster_2470","3prime_UTR::chr13:11952612-11953612(+)",145,-21.49,"2 20","428 451",21,"66.67%","71.43%","NV2t008083001.1"
"991","Cluster_2470","3prime_UTR::chr13:12754914-12755914(-)",151,-21.9,"2 19","95 113",17,"70.59%","82.35%","NV2t008157001.1"
"992","Cluster_2470","3prime_UTR::chr13:5067667-5068667(+)",160,-20.85,"2 19","300 322",19,"78.95%","84.21%","NV2t007343001.1"
"993","Cluster_2470","3prime_UTR::chr13:5441465-5442095(-)",161,-20.7,"2 19","392 413",18,"77.78%","83.33%","NV2t007377001.1"
"994","Cluster_2470","3prime_UTR::chr13:5441507-5442095(-)",161,-20.7,"2 19","392 413",18,"77.78%","83.33%","NV2t007377002.1"
"995","Cluster_2470","3prime_UTR::chr14:11786985-11787985(+)",161,-21.32,"2 19","939 960",18,"66.67%","94.44%","NV2t009313001.1"
"996","Cluster_2470","3prime_UTR::chr14:5987921-5988335(+)",161,-20.55,"2 19","45 66",18,"72.22%","88.89%","NV2t008777001.1"
"997","Cluster_2470","3prime_UTR::chr14:5987921-5988335(+)",161,-20.55,"2 19","45 66",18,"72.22%","88.89%","NV2t008777002.1"
"998","Cluster_2470","3prime_UTR::chr14:5987921-5988335(+)",161,-20.55,"2 19","45 66",18,"72.22%","88.89%","NV2t008777003.1"
"999","Cluster_2470","3prime_UTR::chr14:5987921-5988335(+)",161,-20.55,"2 19","45 66",18,"72.22%","88.89%","NV2t008777004.1"
"1000","Cluster_2470","3prime_UTR::chr14:5987921-5988335(+)",161,-20.55,"2 19","45 66",18,"72.22%","88.89%","NV2t008777005.1"
"1021","Cluster_2470","3prime_UTR::chr14:6746787-6746995(+)",162,-22.94,"2 20","169 190",19,"73.68%","84.21%","NV2t008850001.1"
"1022","Cluster_2470","3prime_UTR::chr14:7459174-7460174(+)",161,-20.7,"2 19","879 900",18,"77.78%","83.33%","NV2t008909001.1"
"1023","Cluster_2470","3prime_UTR::chr14:8703787-8704787(+)",149,-22.87,"2 19","175 196",18,"66.67%","77.78%","NV2t009041001.1"
"1024","Cluster_2470","3prime_UTR::chr14:939588-940588(-)",171,-20.93,"2 20","961 981",18,"77.78%","88.89%","NV2t008318001.1"
"1025","Cluster_2470","3prime_UTR::chr14:9420911-9421911(+)",170,-22.05,"2 19","913 933",17,"70.59%","100.00%","NV2t009107001.1"
"1026","Cluster_2470","3prime_UTR::chr15:2756759-2757342(+)",145,-20.6,"2 20","220 243",21,"66.67%","71.43%","NV2t009724001.1"
"1027","Cluster_2470","3prime_UTR::chr15:2756759-2757759(+)",145,-20.6,"2 20","220 243",21,"66.67%","71.43%","NV2t009724002.1"
"1028","Cluster_2470","3prime_UTR::chr15:3491000-3492000(+)",157,-20.55,"2 20","942 961",18,"77.78%","77.78%","NV2t009778001.1"
"1029","Cluster_2470","3prime_UTR::chr15:505886-506886(-)",157,-20.8,"2 19","903 924",18,"72.22%","83.33%","NV2t009496001.1"
"1030","Cluster_2470","3prime_UTR::chr15:5387903-5388903(-)",170,-20.36,"2 19","95 115",17,"82.35%","88.24%","NV2t009981001.1"
"1031","Cluster_2470","3prime_UTR::chr15:5928343-5929343(+)",161,-20.7,"2 19","573 594",18,"77.78%","83.33%","NV2t010042001.1"
"1032","Cluster_2470","3prime_UTR::chr15:5928343-5929343(+)",161,-20.7,"2 19","573 594",18,"77.78%","83.33%","NV2t010042002.1"
"1035","Cluster_2470","3prime_UTR::chr15:5936499-5937216(-)",161,-21.2,"2 14","464 484",12,"91.67%","100.00%","NV2t010045001.1"
"1036","Cluster_2470","3prime_UTR::chr15:6277274-6278274(+)",163,-21.14,"2 16","677 697",14,"78.57%","100.00%","NV2t010075001.1"
"1037","Cluster_2470","3prime_UTR::chr15:6277274-6278274(+)",163,-21.14,"2 16","677 697",14,"78.57%","100.00%","NV2t010075002.1"
"1040","Cluster_2470","3prime_UTR::chr1:15117760-15118760(+)",152,-20.16,"2 19","766 789",20,"75.00%","75.00%","NV2t001663001.1"
"1041","Cluster_2470","3prime_UTR::chr1:15523392-15524392(-)",161,-21.93,"2 19","441 464",20,"75.00%","80.00%","NV2t001709001.1"
"1042","Cluster_2470","3prime_UTR::chr1:16608027-16609027(-)",161,-22.97,"2 18","827 847",16,"75.00%","87.50%","NV2t001814001.1"
"1043","Cluster_2470","3prime_UTR::chr1:16973972-16974972(-)",171,-23.68,"2 20","963 983",18,"83.33%","83.33%","NV2t001852001.1"
"1044","Cluster_2470","3prime_UTR::chr1:20061808-20062808(-)",140,-21.52,"2 9","554 574",7,"100.00%","100.00%","NV2t002211001.1"
"1045","Cluster_2470","3prime_UTR::chr1:2474503-2474977(-)",157,-21.26,"2 19","332 353",18,"77.78%","77.78%","NV2t000240001.1"
"1046","Cluster_2470","3prime_UTR::chr1:2775797-2776548(+)",145,-20.62,"2 10","595 615",8,"100.00%","100.00%","NV2t000264001.1"
"1047","Cluster_2470","3prime_UTR::chr1:3310388-3311388(-)",162,-20.3,"2 19","779 799",17,"76.47%","82.35%","NV2t000320001.1"
"1048","Cluster_2470","3prime_UTR::chr1:3475012-3475664(+)",167,-23.14,"2 20","44 64",18,"77.78%","83.33%","NV2t000338001.1"
"1049","Cluster_2470","3prime_UTR::chr2:11439401-11440401(-)",170,-27.58,"2 20","667 688",19,"84.21%","84.21%","NV2t011969001.1"
"1050","Cluster_2470","3prime_UTR::chr2:14223215-14224215(-)",166,-20.69,"2 19","495 515",17,"76.47%","88.24%","NV2t012259001.1"
"1051","Cluster_2470","3prime_UTR::chr2:14940405-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333004.1"
"1052","Cluster_2470","3prime_UTR::chr2:14940405-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333001.1"
"1053","Cluster_2470","3prime_UTR::chr2:14940405-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333003.1"
"1054","Cluster_2470","3prime_UTR::chr2:14940405-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333005.1"
"1055","Cluster_2470","3prime_UTR::chr2:14940405-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333007.1"
"1056","Cluster_2470","3prime_UTR::chr2:14940405-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333008.1"
"1057","Cluster_2470","3prime_UTR::chr2:14940405-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333002.1"
"1058","Cluster_2470","3prime_UTR::chr2:14940405-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333006.1"
"1115","Cluster_2470","3prime_UTR::chr2:14940406-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333009.1"
"1116","Cluster_2470","3prime_UTR::chr2:14940406-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333010.1"
"1119","Cluster_2470","3prime_UTR::chr2:14940408-14941405(-)",145,-20.6,"2 20","368 391",21,"66.67%","71.43%","NV2t012333011.1"
"1120","Cluster_2470","3prime_UTR::chr2:18023668-18024668(-)",152,-21.46,"2 18","486 507",17,"70.59%","82.35%","NV2t012695001.1"
"1121","Cluster_2470","3prime_UTR::chr2:18023668-18024668(-)",152,-21.46,"2 18","486 507",17,"70.59%","82.35%","NV2t012695002.1"
"1124","Cluster_2470","3prime_UTR::chr2:18023696-18024668(-)",152,-21.46,"2 18","486 507",17,"70.59%","82.35%","NV2t012695003.1"
"1125","Cluster_2470","3prime_UTR::chr2:1880562-1881562(+)",145,-21.51,"2 10","934 954",8,"100.00%","100.00%","NV2t010810001.1"
"1126","Cluster_2470","3prime_UTR::chr2:19063042-19064042(+)",154,-20.2,"2 20","287 308",19,"68.42%","78.95%","NV2t012830001.1"
"1127","Cluster_2470","3prime_UTR::chr2:19063042-19064042(+)",154,-20.2,"2 20","287 308",19,"68.42%","78.95%","NV2t012830002.1"
"1130","Cluster_2470","3prime_UTR::chr2:20130413-20131413(-)",161,-21.9,"2 20","50 72",20,"75.00%","85.00%","NV2t012943001.1"
"1131","Cluster_2470","3prime_UTR::chr2:20130413-20131413(-)",161,-21.9,"2 20","50 72",20,"75.00%","85.00%","NV2t012943002.1"
"1134","Cluster_2470","3prime_UTR::chr2:5615052-5616052(-)",159,-20.58,"2 20","134 154",18,"72.22%","77.78%","NV2t011274001.1"
"1135","Cluster_2470","3prime_UTR::chr2:5615052-5616052(-)",159,-20.58,"2 20","188 208",18,"72.22%","77.78%","NV2t011274001.1"
"1136","Cluster_2470","3prime_UTR::chr2:5615052-5616052(-)",159,-20.58,"2 20","701 721",18,"72.22%","77.78%","NV2t011274001.1"
"1137","Cluster_2470","3prime_UTR::chr2:5615052-5616052(-)",159,-20.58,"2 20","863 883",18,"72.22%","77.78%","NV2t011274001.1"
"1138","Cluster_2470","3prime_UTR::chr2:7527746-7528746(+)",156,-20.75,"2 20","727 747",19,"73.68%","84.21%","NV2t011487001.1"
"1139","Cluster_2470","3prime_UTR::chr2:7527746-7528746(+)",156,-20.75,"2 20","727 747",19,"73.68%","84.21%","NV2t011487002.1"
"1142","Cluster_2470","3prime_UTR::chr2:8390394-8391394(+)",146,-21.29,"2 20","891 913",20,"65.00%","70.00%","NV2t011590001.1"
"1143","Cluster_2470","3prime_UTR::chr2:8878060-8878435(+)",157,-21.66,"2 19","30 54",21,"66.67%","80.95%","NV2t011640001.1"
"1144","Cluster_2470","3prime_UTR::chr3:13011469-13012343(+)",145,-20.6,"2 20","643 666",21,"66.67%","71.43%","NV2t014497001.1"
"1145","Cluster_2470","3prime_UTR::chr3:17534654-17535230(+)",157,-22.72,"2 20","446 469",21,"76.19%","76.19%","NV2t015002001.1"
"1146","Cluster_2470","3prime_UTR::chr3:18632510-18633510(-)",154,-23.37,"2 15","362 382",13,"76.92%","92.31%","NV2t015135001.1"
"1147","Cluster_2470","3prime_UTR::chr3:18632510-18633510(-)",154,-23.37,"2 15","362 382",13,"76.92%","92.31%","NV2t015135002.1"
"1150","Cluster_2470","3prime_UTR::chr3:19572375-19573375(-)",169,-24.08,"2 18","282 302",16,"81.25%","93.75%","NV2t015228001.1"
"1151","Cluster_2470","3prime_UTR::chr3:9567500-9568500(-)",143,-20.22,"2 18","765 788",19,"68.42%","73.68%","NV2t014149001.1"
"1152","Cluster_2470","3prime_UTR::chr4:12651593-12652249(+)",152,-23.08,"2 18","387 408",17,"70.59%","82.35%","NV2t016637001.1"
"1153","Cluster_2470","3prime_UTR::chr4:13586422-13587422(-)",154,-23.37,"2 15","826 846",13,"76.92%","92.31%","NV2t016755001.1"
"1154","Cluster_2470","3prime_UTR::chr4:15234787-15235787(-)",171,-24.16,"2 16","102 122",14,"92.86%","100.00%","NV2t016972001.1"
"1155","Cluster_2470","3prime_UTR::chr4:15234798-15235787(-)",171,-24.16,"2 16","102 122",14,"92.86%","100.00%","NV2t016972002.1"
"1156","Cluster_2470","3prime_UTR::chr4:573903-574903(+)",164,-21.13,"2 17","405 425",15,"86.67%","86.67%","NV2t015378001.1"
"1157","Cluster_2470","3prime_UTR::chr4:573903-574903(+)",164,-21.13,"2 17","405 425",15,"86.67%","86.67%","NV2t015378002.1"
"1160","Cluster_2470","3prime_UTR::chr4:8257755-8258755(+)",157,-21.26,"2 19","123 146",20,"70.00%","80.00%","NV2t016157001.1"
"1161","Cluster_2470","3prime_UTR::chr4:8514956-8515956(-)",156,-20.51,"2 19","226 245",17,"76.47%","82.35%","NV2t016179001.1"
"1162","Cluster_2470","3prime_UTR::chr4:8533245-8534245(+)",145,-20.6,"2 20","299 322",21,"66.67%","71.43%","NV2t016182001.1"
"1163","Cluster_2470","3prime_UTR::chr4:872678-873678(-)",154,-23.3,"2 20","878 900",20,"70.00%","75.00%","NV2t015401001.1"
"1164","Cluster_2470","3prime_UTR::chr5:10613335-10614335(+)",147,-20.21,"2 12","604 624",10,"80.00%","100.00%","NV2t018594001.1"
"1165","Cluster_2470","3prime_UTR::chr5:10716755-10717175(-)",183,-32.98,"2 20","263 283",18,"83.33%","100.00%","NV2t018611001.1"
"1166","Cluster_2470","3prime_UTR::chr5:13733753-13734753(-)",149,-21.43,"2 18","486 503",16,"75.00%","81.25%","NV2t018941001.1"
"1167","Cluster_2470","3prime_UTR::chr5:13734208-13734753(-)",149,-21.43,"2 18","486 503",16,"75.00%","81.25%","NV2t018941002.1"
"1168","Cluster_2470","3prime_UTR::chr5:16959132-16960132(+)",154,-20.17,"2 20","814 835",19,"68.42%","78.95%","NV2t019241001.1"
"1169","Cluster_2470","3prime_UTR::chr6:10141582-10142582(+)",153,-20.43,"2 20","886 905",18,"72.22%","77.78%","NV2t020364001.1"
"1170","Cluster_2470","3prime_UTR::chr6:10141582-10142582(+)",153,-20.43,"2 20","886 905",18,"72.22%","77.78%","NV2t020364002.1"
"1173","Cluster_2470","3prime_UTR::chr6:15134600-15135600(+)",168,-22.66,"2 18","790 811",17,"88.24%","88.24%","NV2t020932001.1"
"1174","Cluster_2470","3prime_UTR::chr6:1583718-1584718(+)",153,-22.74,"2 14","507 527",12,"75.00%","100.00%","NV2t019443001.1"
"1175","Cluster_2470","3prime_UTR::chr6:1583718-1584718(+)",153,-22.74,"2 14","507 527",12,"75.00%","100.00%","NV2t019443002.1"
"1176","Cluster_2470","3prime_UTR::chr6:1583718-1584718(+)",153,-22.74,"2 14","507 527",12,"75.00%","100.00%","NV2t019443003.1"
"1183","Cluster_2470","3prime_UTR::chr6:16096769-16097769(-)",166,-20.06,"2 20","200 221",19,"78.95%","84.21%","NV2t021048001.1"
"1184","Cluster_2470","3prime_UTR::chr6:16277500-16278500(-)",162,-22.98,"2 19","622 642",17,"76.47%","82.35%","NV2t021063001.1"
"1185","Cluster_2470","3prime_UTR::chr6:2395070-2396070(+)",144,-21.83,"2 13","838 858",11,"72.73%","90.91%","NV2t019525001.1"
"1186","Cluster_2470","3prime_UTR::chr6:2395070-2396070(+)",144,-21.83,"2 13","838 858",11,"72.73%","90.91%","NV2t019525002.1"
"1189","Cluster_2470","3prime_UTR::chr6:281567-282567(+)",145,-20.38,"2 14","225 245",12,"75.00%","83.33%","NV2t019320001.1"
"1190","Cluster_2470","3prime_UTR::chr6:281567-282567(+)",145,-20.38,"2 14","225 245",12,"75.00%","83.33%","NV2t019320002.1"
"1191","Cluster_2470","3prime_UTR::chr6:281567-282567(+)",145,-20.38,"2 14","225 245",12,"75.00%","83.33%","NV2t019320003.1"
"1198","Cluster_2470","3prime_UTR::chr6:4811318-4812318(+)",155,-21.64,"2 12","899 919",10,"100.00%","100.00%","NV2t019786001.1"
"1199","Cluster_2470","3prime_UTR::chr6:653749-654749(+)",159,-20.98,"2 20","334 352",18,"83.33%","83.33%","NV2t019360001.1"
"1200","Cluster_2470","3prime_UTR::chr6:7675083-7676083(+)",160,-20.42,"2 20","299 317",18,"72.22%","88.89%","NV2t020082001.1"
"1201","Cluster_2470","3prime_UTR::chr6:9560747-9561747(-)",165,-23.79,"2 19","825 846",18,"77.78%","88.89%","NV2t020294002.1"
"1202","Cluster_2470","3prime_UTR::chr6:9560747-9561747(-)",165,-23.79,"2 19","825 846",18,"77.78%","88.89%","NV2t020294001.1"
"1205","Cluster_2470","3prime_UTR::chr6:9975003-9975658(+)",162,-22.73,"2 20","369 390",19,"73.68%","84.21%","NV2t020342001.1"
"1206","Cluster_2470","3prime_UTR::chr7:10142653-10143419(-)",154,-22.73,"2 20","728 751",21,"66.67%","76.19%","NV2t022111001.1"
"1207","Cluster_2470","3prime_UTR::chr7:10417386-10417938(+)",161,-20.49,"2 19","185 206",18,"77.78%","83.33%","NV2t022143001.1"
"1208","Cluster_2470","3prime_UTR::chr7:11636312-11637312(+)",154,-23.37,"2 15","925 945",13,"76.92%","92.31%","NV2t022276001.1"
"1209","Cluster_2470","3prime_UTR::chr7:11636312-11637312(+)",154,-23.37,"2 15","925 945",13,"76.92%","92.31%","NV2t022276002.1"
"1210","Cluster_2470","3prime_UTR::chr7:11636312-11637312(+)",154,-23.37,"2 15","925 945",13,"76.92%","92.31%","NV2t022276003.1"
"1217","Cluster_2470","3prime_UTR::chr7:2270190-2271190(-)",167,-23.59,"2 20","402 422",18,"72.22%","88.89%","NV2t021311001.1"
"1218","Cluster_2470","3prime_UTR::chr7:2270236-2271190(-)",167,-23.59,"2 20","402 422",18,"72.22%","88.89%","NV2t021311002.1"
"1219","Cluster_2470","3prime_UTR::chr7:6633392-6634392(+)",169,-26.2,"2 19","67 88",18,"83.33%","88.89%","NV2t021725001.1"
"1220","Cluster_2470","3prime_UTR::chr7:773058-774058(+)",173,-23.82,"2 20","469 488",18,"83.33%","94.44%","NV2t021196001.1"
"1221","Cluster_2470","3prime_UTR::chr7:804236-805179(+)",173,-23.82,"2 20","5 24",18,"83.33%","94.44%","NV2t021198001.1"
"1222","Cluster_2470","3prime_UTR::chr7:804236-805179(+)",173,-23.82,"2 20","5 24",18,"83.33%","94.44%","NV2t021198002.1"
"1223","Cluster_2470","3prime_UTR::chr7:804236-805179(+)",173,-23.82,"2 20","5 24",18,"83.33%","94.44%","NV2t021198003.1"
"1230","Cluster_2470","3prime_UTR::chr7:8598868-8599868(+)",161,-20.5,"2 19","225 246",18,"72.22%","88.89%","NV2t021926001.1"
"1231","Cluster_2470","3prime_UTR::chr8:14191927-14192927(+)",160,-20.46,"2 19","157 180",20,"80.00%","80.00%","NV2t024151001.1"
"1232","Cluster_2470","3prime_UTR::chr8:44597-45597(+)",156,-24.83,"2 20","420 438",18,"77.78%","77.78%","NV2t022822001.1"
"1233","Cluster_2470","3prime_UTR::chr8:5231454-5232385(+)",160,-22.45,"2 19","282 304",19,"78.95%","84.21%","NV2t023204001.1"
"1234","Cluster_2470","3prime_UTR::chr8:6534752-6535645(+)",151,-21.05,"2 20","372 392",18,"66.67%","72.22%","NV2t023328001.1"
"1235","Cluster_2470","3prime_UTR::chr8:6534752-6535645(+)",151,-21.05,"2 20","372 392",18,"66.67%","72.22%","NV2t023328002.1"
"1236","Cluster_2470","3prime_UTR::chr8:6534752-6535645(+)",151,-21.05,"2 20","372 392",18,"66.67%","72.22%","NV2t023328003.1"
"1243","Cluster_2470","3prime_UTR::chr8:8902858-8903858(-)",158,-21.01,"2 20","397 418",19,"73.68%","78.95%","NV2t023569001.1"
"1244","Cluster_2470","3prime_UTR::chr8:9256275-9256969(+)",159,-20.56,"2 20","1 21",18,"66.67%","83.33%","NV2t023605001.1"
"1245","Cluster_2470","3prime_UTR::chr8:9574148-9575062(+)",152,-20.32,"2 20","611 631",19,"73.68%","78.95%","NV2t023646001.1"
"1246","Cluster_2470","3prime_UTR::chr9:10739029-10739557(-)",161,-23.92,"2 19","141 162",18,"77.78%","83.33%","NV2t025329001.1"
"1247","Cluster_2470","3prime_UTR::chr9:11860814-11861814(-)",163,-24.6,"2 20","560 581",20,"85.00%","85.00%","NV2t025420001.1"
"1248","Cluster_2470","3prime_UTR::chr9:11860814-11861814(-)",163,-24.6,"2 20","560 581",20,"85.00%","85.00%","NV2t025420002.1"
"1251","Cluster_2470","3prime_UTR::chr9:11860858-11861814(-)",163,-24.6,"2 20","560 581",20,"85.00%","85.00%","NV2t025420003.1"
"1252","Cluster_2470","3prime_UTR::chr9:12881209-12882209(+)",150,-20.08,"2 11","391 411",9,"100.00%","100.00%","NV2t025527001.1"
"1253","Cluster_2470","3prime_UTR::chr9:13344095-13345095(-)",149,-20.3,"2 20","897 916",18,"66.67%","77.78%","NV2t025585001.1"
"1254","Cluster_2470","3prime_UTR::chr9:1663490-1664490(+)",166,-23.07,"2 20","52 73",19,"78.95%","84.21%","NV2t024467001.1"
"1255","Cluster_2470","3prime_UTR::chr9:7386593-7387593(+)",165,-25.06,"2 19","76 97",18,"77.78%","88.89%","NV2t025009001.1"
"1256","Cluster_2470","3prime_UTR::chr9:7386593-7387593(+)",165,-25.06,"2 19","76 97",18,"77.78%","88.89%","NV2t025009002.1"
"1259","Cluster_2518","3prime_UTR::chr10:2892663-2893663(+)",164,-22.73,"2 23","752 775",21,"66.67%","85.71%","NV2t002635001.1"
"1260","Cluster_2518","3prime_UTR::chr10:3254861-3255861(+)",163,-20.28,"2 20","505 529",18,"77.78%","77.78%","NV2t002666001.1"
"1261","Cluster_2518","3prime_UTR::chr10:4662850-4663850(-)",146,-20.24,"2 11","535 559",9,"88.89%","100.00%","NV2t002829001.1"
"1262","Cluster_2518","3prime_UTR::chr10:5319857-5320857(-)",158,-21.5,"2 20","973 998",19,"73.68%","78.95%","NV2t002913001.1"
"1263","Cluster_2518","3prime_UTR::chr10:688617-689617(-)",160,-32.21,"2 24","23 51",27,"70.37%","70.37%","NV2t002420001.1"
"1264","Cluster_2518","3prime_UTR::chr10:6938138-6939138(+)",159,-20.15,"2 24","448 472",22,"63.64%","72.73%","NV2t003089001.1"
"1265","Cluster_2518","3prime_UTR::chr10:9104847-9105494(-)",140,-24.97,"2 9","162 186",7,"100.00%","100.00%","NV2t003326001.1"
"1266","Cluster_2518","3prime_UTR::chr11:10032639-10033639(-)",156,-20.28,"2 19","265 293",21,"71.43%","80.95%","NV2t004979001.1"
"1267","Cluster_2518","3prime_UTR::chr11:10032639-10033639(-)",156,-20.28,"2 19","265 293",21,"71.43%","80.95%","NV2t004979002.1"
"1270","Cluster_2518","3prime_UTR::chr11:10644239-10645239(+)",156,-20.72,"2 20","345 369",19,"73.68%","84.21%","NV2t005045001.1"
"1271","Cluster_2518","3prime_UTR::chr11:13463389-13464339(-)",170,-28.12,"2 24","832 857",23,"73.91%","78.26%","NV2t005338001.1"
"1272","Cluster_2518","3prime_UTR::chr11:5449108-5450108(+)",172,-26.11,"2 23","827 853",23,"73.91%","86.96%","NV2t004570001.1"
"1273","Cluster_2518","3prime_UTR::chr11:5449108-5450108(+)",172,-26.11,"2 23","827 853",23,"73.91%","86.96%","NV2t004570002.1"
"1274","Cluster_2518","3prime_UTR::chr11:5449108-5450108(+)",172,-26.11,"2 23","827 853",23,"73.91%","86.96%","NV2t004570003.1"
"1281","Cluster_2518","3prime_UTR::chr11:6738307-6739307(-)",151,-23.06,"2 22","1 32",27,"66.67%","66.67%","NV2t004690001.1"
"1282","Cluster_2518","3prime_UTR::chr12:1163388-1164388(-)",152,-20.42,"2 22","204 230",22,"63.64%","72.73%","NV2t005584001.1"
"1283","Cluster_2518","3prime_UTR::chr12:1703700-1704080(-)",158,-22.21,"2 24","48 73",23,"69.57%","69.57%","NV2t005629001.1"
"1284","Cluster_2518","3prime_UTR::chr12:2299419-2300419(-)",142,-21.33,"2 20","974 999",19,"63.16%","68.42%","NV2t005682001.1"
"1285","Cluster_2518","3prime_UTR::chr12:6260906-6261906(-)",163,-24.73,"2 23","92 116",22,"77.27%","77.27%","NV2t006034001.1"
"1286","Cluster_2518","3prime_UTR::chr12:9509627-9510627(-)",144,-22.52,"2 23","529 561",29,"62.07%","62.07%","NV2t006378001.1"
"1287","Cluster_2518","3prime_UTR::chr12:9509655-9510627(-)",144,-22.52,"2 23","529 561",29,"62.07%","62.07%","NV2t006378002.1"
"1288","Cluster_2518","3prime_UTR::chr12:9684881-9685881(-)",174,-24.49,"2 20","786 811",19,"84.21%","89.47%","NV2t006388001.1"
"1289","Cluster_2518","3prime_UTR::chr14:12783159-12784159(-)",141,-21.73,"2 20","954 982",22,"63.64%","68.18%","NV2t009396001.1"
"1290","Cluster_2518","3prime_UTR::chr14:4315880-4316880(-)",171,-20.59,"2 20","579 603",18,"77.78%","88.89%","NV2t008640002.1"
"1291","Cluster_2518","3prime_UTR::chr14:4315880-4316880(-)",171,-20.59,"2 20","579 603",18,"77.78%","88.89%","NV2t008640001.1"
"1294","Cluster_2518","3prime_UTR::chr14:4608198-4608953(+)",153,-21.97,"2 19","672 697",18,"72.22%","77.78%","NV2t008666001.1"
"1295","Cluster_2518","3prime_UTR::chr14:5279259-5280259(-)",147,-20.16,"2 17","696 721",16,"68.75%","81.25%","NV2t008709001.1"
"1296","Cluster_2518","3prime_UTR::chr15:3920159-3921159(-)",171,-23.27,"2 24","292 316",22,"68.18%","81.82%","NV2t009838001.1"
"1297","Cluster_2518","3prime_UTR::chr15:5372202-5373202(+)",167,-20.83,"2 22","973 996",20,"80.00%","80.00%","NV2t009977001.1"
"1298","Cluster_2518","3prime_UTR::chr15:5372202-5373202(+)",167,-20.83,"2 22","973 996",20,"80.00%","80.00%","NV2t009977002.1"
"1301","Cluster_2518","3prime_UTR::chr15:5792080-5793080(-)",147,-21.19,"2 23","794 821",24,"66.67%","70.83%","NV2t010027001.1"
"1302","Cluster_2518","3prime_UTR::chr1:13279547-13280547(-)",156,-25.06,"2 23","592 619",24,"70.83%","70.83%","NV2t001459001.1"
"1303","Cluster_2518","3prime_UTR::chr1:13279895-13280547(-)",156,-25.06,"2 23","592 619",24,"70.83%","70.83%","NV2t001459002.1"
"1304","Cluster_2518","3prime_UTR::chr1:17654770-17655770(-)",161,-20.24,"2 23","167 192",22,"72.73%","72.73%","NV2t001929001.1"
"1305","Cluster_2518","3prime_UTR::chr1:19842884-19843884(+)",154,-21.01,"2 24","357 382",23,"65.22%","69.57%","NV2t002187001.1"
