Coords	Name	MIRNA	apoc_2_S31_L001_R1_001_trim_condensed	apoc_3_S32_L001_R1_001_trim_condensed	apoc_4_S33_L001_R1_001_trim_condensed
Ap7:19216732-19217158	Cluster_18539	N	2	0	0
Ap7:19221543-19221956	Cluster_18540	N	1	1	0
Ap7:19222417-19222833	Cluster_18541	N	1	3	3
Ap7:19240366-19240783	Cluster_18542	N	0	0	2
Ap7:19242044-19242461	Cluster_18543	N	0	0	2
Ap7:19244717-19245146	Cluster_18544	N	2	0	0
Ap7:19248073-19248489	Cluster_18545	N	0	2	3
Ap7:19266122-19266860	Cluster_18546	N	1	0	3
Ap7:19274677-19275093	Cluster_18547	N	2	0	0
Ap7:19286544-19286959	Cluster_18548	N	0	1	4
Ap7:19291685-19292101	Cluster_18549	N	0	3	0
Ap7:19305043-19305460	Cluster_18550	N	0	2	0
Ap7:19343154-19343570	Cluster_18551	N	0	0	3
Ap7:19352184-19352601	Cluster_18552	N	0	0	5
Ap7:19364970-19365387	Cluster_18553	N	9	0	2
Ap7:19381335-19381752	Cluster_18554	N	3	1	1
Ap7:19388834-19389249	Cluster_18555	N	0	0	2
Ap7:19391907-19392327	Cluster_18556	N	0	0	3
Ap7:19392878-19393294	Cluster_18557	N	0	0	2
Ap7:19411630-19412046	Cluster_18558	N	0	0	2
Ap7:19463990-19464411	Cluster_18559	N	8	1	31
Ap7:19503359-19503774	Cluster_18560	N	0	0	2
Ap7:19504597-19505011	Cluster_18561	N	1	1	1
Ap7:19519895-19520310	Cluster_18562	N	0	1	1
Ap7:19520481-19521215	Cluster_18563	N	2	2	3
Ap7:19524851-19525254	Cluster_18564	N	0	1	1
Ap7:19539338-19539761	Cluster_18565	N	0	0	2
Ap7:19540111-19540627	Cluster_18566	N	13	0	0
Ap7:19543999-19544412	Cluster_18567	N	0	2	0
Ap7:19550581-19550997	Cluster_18568	N	0	1	4
Ap7:19583398-19583815	Cluster_18569	N	3	3	3
Ap7:19587779-19588196	Cluster_18570	N	5	0	0
Ap7:19589711-19590128	Cluster_18571	N	1	3	0
Ap7:19598558-19598976	Cluster_18572	N	22	48	53
Ap7:19603443-19603872	Cluster_18573	N	1	0	1
Ap7:19628573-19628990	Cluster_18574	N	0	5	2
Ap7:19634268-19634686	Cluster_18575	N	2	0	0
Ap7:19652245-19652661	Cluster_18576	N	2	0	0
Ap7:19676877-19677294	Cluster_18577	N	1	0	1
Ap7:19686034-19686452	Cluster_18578	N	0	0	2
Ap7:19695014-19695432	Cluster_18579	N	4	5	7
Ap7:19701383-19701798	Cluster_18580	N	0	0	3
Ap7:19745902-19746324	Cluster_18581	N	1	1	0
Ap7:19750804-19751221	Cluster_18582	N	4	2	5
Ap7:19755201-19755619	Cluster_18583	N	1	5	1
Ap7:19760855-19761270	Cluster_18584	N	0	2	0
Ap7:19767010-19767422	Cluster_18585	N	0	2	0
Ap7:19781478-19781892	Cluster_18586	N	0	2	0
Ap7:19807562-19807978	Cluster_18587	N	0	3	0
Ap7:19856342-19856758	Cluster_18588	N	0	1	1
Ap7:19860485-19860900	Cluster_18589	N	0	0	2
Ap7:19879157-19879572	Cluster_18590	N	1	2	0
Ap7:19897433-19897833	Cluster_18591	N	2	0	0
Ap7:19921990-19922406	Cluster_18592	N	0	2	0
Ap7:19945799-19946214	Cluster_18593	N	0	1	1
Ap7:19971318-19971733	Cluster_18594	N	0	0	3
Ap7:19973222-19973638	Cluster_18595	N	2	0	0
Ap7:19998217-19998631	Cluster_18596	N	0	2	4
Ap7:20003265-20003681	Cluster_18597	N	0	1	5
Ap7:20011699-20012114	Cluster_18598	N	0	0	3
Ap7:20014467-20014883	Cluster_18599	N	1	1	1
Ap7:20027925-20028341	Cluster_18600	N	0	0	4
Ap7:20036473-20036889	Cluster_18601	N	0	1	1
Ap7:20045332-20045748	Cluster_18602	N	0	6	4
Ap7:20049253-20049670	Cluster_18603	N	1	1	3
Ap7:20083204-20083700	Cluster_18604	N	287	756	475
Ap7:20085160-20085574	Cluster_18605	N	0	0	2
Ap7:20101935-20102351	Cluster_18606	N	1	1	1
Ap7:20103722-20104126	Cluster_18607	N	0	0	3
Ap7:20108466-20108882	Cluster_18608	N	0	2	0
Ap7:20119475-20119889	Cluster_18609	N	0	1	4
Ap7:20158952-20159369	Cluster_18610	N	2	0	0
Ap7:20210054-20210459	Cluster_18611	N	2	1	0
Ap7:20217780-20218197	Cluster_18612	N	0	0	7
Ap7:20243767-20244182	Cluster_18613	N	0	1	1
Ap7:20244365-20244785	Cluster_18614	N	0	3	2
Ap7:20255871-20256288	Cluster_18615	N	5	1	5
Ap7:20262321-20262738	Cluster_18616	N	0	9	21
Ap7:20283490-20283912	Cluster_18617	N	0	2	0
Ap7:20285317-20285732	Cluster_18618	N	0	2	0
Ap7:20327234-20327650	Cluster_18619	N	0	1	1
Ap7:20345273-20345691	Cluster_18620	N	0	3	3
Ap7:20365013-20365429	Cluster_18621	N	0	0	2
Ap7:20378504-20378920	Cluster_18622	N	20	7	4
Ap7:20427478-20427894	Cluster_18623	N	1	0	6
Ap7:20436226-20436641	Cluster_18624	N	0	0	2
Ap7:20439224-20439642	Cluster_18625	N	0	4	9
Ap7:20456251-20456667	Cluster_18626	N	0	0	2
Ap7:20493319-20493748	Cluster_18627	N	2	1	1
Ap7:20497923-20498338	Cluster_18628	N	0	3	1
Ap7:20530590-20531009	Cluster_18629	N	0	2	0
Ap7:20543886-20544302	Cluster_18630	N	0	4	25
Ap7:20547691-20548105	Cluster_18631	N	0	1	1
Ap7:20556806-20557223	Cluster_18632	N	11	0	1
Ap7:20560638-20561054	Cluster_18633	N	0	2	1
Ap7:20578252-20578786	Cluster_18634	N	0	0	4
Ap7:20587771-20588188	Cluster_18635	N	0	0	2
Ap7:20588608-20589026	Cluster_18636	N	0	1	1
Ap7:20603690-20604107	Cluster_18637	N	0	1	3
Ap7:20608328-20608745	Cluster_18638	N	0	0	4
Ap7:20616122-20616538	Cluster_18639	N	0	1	1
Ap7:20624447-20624867	Cluster_18640	N	0	6	0
Ap7:20625871-20626309	Cluster_18641	N	3	0	0
Ap7:20630636-20631052	Cluster_18642	N	0	0	6
Ap7:20637686-20638099	Cluster_18643	N	0	2	0
Ap7:20644589-20645005	Cluster_18644	N	1	0	1
Ap7:20657361-20657775	Cluster_18645	N	0	2	0
Ap7:20658214-20658632	Cluster_18646	N	0	7	114
Ap7:20677360-20677778	Cluster_18647	N	0	0	2
Ap7:20694467-20694881	Cluster_18648	N	0	3	0
Ap7:20696155-20696571	Cluster_18649	N	0	1	1
Ap7:20700126-20700542	Cluster_18650	N	0	0	3
Ap7:20713587-20714004	Cluster_18651	N	3	0	0
Ap7:20714114-20714529	Cluster_18652	N	0	2	0
Ap7:20720419-20720839	Cluster_18653	N	3	0	0
Ap7:20722873-20723292	Cluster_18654	N	2	0	0
Ap7:20740812-20741229	Cluster_18655	N	0	1	1
Ap7:20749759-20750173	Cluster_18656	N	1	9	23
Ap7:20761086-20761503	Cluster_18657	N	2	0	0
Ap7:20766144-20766560	Cluster_18658	N	0	1	1
Ap7:20776331-20776755	Cluster_18659	N	13	0	0
Ap7:20814009-20814417	Cluster_18660	N	1	2	0
Ap7:20822329-20822745	Cluster_18661	N	0	3	0
Ap7:20823761-20824186	Cluster_18662	N	2	0	1
Ap7:20841277-20841693	Cluster_18663	N	0	3	0
Ap7:20845541-20845956	Cluster_18664	N	0	0	9
Ap7:20888394-20888810	Cluster_18665	N	2	0	0
Ap7:20893286-20893702	Cluster_18666	N	0	0	4
Ap7:20908654-20909072	Cluster_18667	N	1	10	6
Ap7:20925566-20925981	Cluster_18668	N	0	0	7
Ap7:20926692-20927107	Cluster_18669	N	0	0	3
Ap7:20937783-20938198	Cluster_18670	N	0	0	7
Ap7:20952894-20953377	Cluster_18671	N	63	14	9
Ap7:20958421-20958904	Cluster_18672	N	64	12	6
Ap7:20959247-20959778	Cluster_18673	N	55	27	20
Ap7:20961042-20961573	Cluster_18674	N	78	6	0
Ap7:20961701-20962231	Cluster_18675	N	120	25	20
Ap7:20962561-20963093	Cluster_18676	N	101	25	7
Ap7:20968136-20968551	Cluster_18677	N	1	0	2
Ap7:20972458-20972873	Cluster_18678	N	2	0	0
Ap7:20979780-20980394	Cluster_18679	N	4	0	0
Ap7:20983431-20983862	Cluster_18680	N	3	1	0
Ap7:20996068-20996485	Cluster_18681	N	3	0	0
Ap7:21014631-21015049	Cluster_18682	N	0	2	0
Ap7:21026987-21027404	Cluster_18683	N	3	0	0
Ap7:21032225-21032641	Cluster_18684	N	0	0	2
Ap7:21043537-21043953	Cluster_18685	N	0	0	3
Ap7:21050956-21051371	Cluster_18686	N	0	2	1
Ap7:21054770-21055186	Cluster_18687	N	0	1	2
Ap7:21065134-21065549	Cluster_18688	N	0	0	3
Ap7:21080508-21080922	Cluster_18689	N	0	1	1
Ap7:21110683-21111100	Cluster_18690	N	0	1	1
Ap7:21121895-21122495	Cluster_18691	N	0	4	2
Ap7:21127054-21127469	Cluster_18692	N	0	2	1
Ap7:21136372-21136787	Cluster_18693	N	13	1	0
Ap7:21175758-21176176	Cluster_18694	N	3	1	0
Ap7:21176907-21177322	Cluster_18695	N	2	33	28
Ap7:21189801-21190217	Cluster_18696	N	1	0	3
Ap7:21196304-21196721	Cluster_18697	N	0	2	0
Ap7:21210753-21211170	Cluster_18698	N	0	0	4
Ap7:21213489-21213904	Cluster_18699	N	1	2	1
Ap7:21221414-21222022	Cluster_18700	N	4	0	3
Ap7:21235584-21236001	Cluster_18701	N	0	0	3
Ap7:21243035-21243452	Cluster_18702	N	0	0	2
Ap7:21251862-21252294	Cluster_18703	N	1	0	1
Ap7:21320088-21320502	Cluster_18704	N	0	0	2
Ap7:21322407-21322824	Cluster_18705	N	1	1	0
Ap7:21325921-21326348	Cluster_18706	N	3	0	0
Ap7:21337381-21337797	Cluster_18707	N	4	1	0
Ap7:21355287-21355707	Cluster_18708	N	1	0	1
Ap7:21357838-21358254	Cluster_18709	N	0	3	5
Ap7:21360327-21360744	Cluster_18710	N	3	0	0
Ap7:21388854-21389371	Cluster_18711	N	0	0	5
Ap7:21404263-21404680	Cluster_18712	N	0	2	0
Ap7:21428620-21429038	Cluster_18713	N	2	4	4
Ap7:21448247-21448692	Cluster_18714	N	3	7	4
Ap7:21459492-21459910	Cluster_18715	N	0	1	3
Ap7:21487881-21488296	Cluster_18716	N	0	2	0
Ap7:21494479-21494894	Cluster_18717	N	1	1	0
Ap7:21509715-21510132	Cluster_18718	N	4	9	7
Ap7:21520447-21520864	Cluster_18719	N	1	1	1
Ap7:21522495-21522911	Cluster_18720	N	3	0	1
Ap7:21551925-21552341	Cluster_18721	N	1	0	2
Ap7:21552850-21553266	Cluster_18722	N	0	0	3
Ap7:21599279-21599696	Cluster_18723	N	1	0	4
Ap7:21616414-21616835	Cluster_18724	N	2	0	0
Ap7:21618931-21619345	Cluster_18725	N	0	0	3
Ap7:21620945-21621362	Cluster_18726	N	2	0	0
Ap7:21630281-21630699	Cluster_18727	N	40	55	21
Ap7:21641091-21641518	Cluster_18728	N	0	2	0
Ap7:21662470-21662874	Cluster_18729	N	2	0	0
Ap7:21667048-21667464	Cluster_18730	N	0	1	1
Ap7:21679757-21680174	Cluster_18731	N	2	0	0
Ap7:21684299-21684717	Cluster_18732	N	3	2	0
Ap7:21686828-21687244	Cluster_18733	N	2	0	0
Ap7:21693036-21693452	Cluster_18734	N	0	2	0
Ap7:21697847-21698262	Cluster_18735	N	0	1	4
Ap7:21703355-21703770	Cluster_18736	N	0	4	0
Ap7:21717269-21717683	Cluster_18737	N	0	1	1
Ap7:21720840-21721256	Cluster_18738	N	2	2	0
Ap7:21756915-21757415	Cluster_18739	N	5	0	0
Ap7:21758742-21759160	Cluster_18740	N	2	0	0
Ap7:21765071-21765486	Cluster_18741	N	1	0	1
Ap7:21766218-21766632	Cluster_18742	N	0	0	2
Ap7:21774195-21774611	Cluster_18743	N	0	7	3
Ap7:21830480-21830896	Cluster_18744	N	0	1	1
Ap7:21836738-21837154	Cluster_18745	N	4	0	1
Ap7:21837169-21837680	Cluster_18746	N	3	4	2
Ap7:21838083-21838499	Cluster_18747	N	2	0	0
Ap7:21860924-21861459	Cluster_18748	N	0	1	4
Ap7:21862906-21863331	Cluster_18749	N	2	0	0
Ap7:21866743-21867165	Cluster_18750	N	0	3	0
Ap7:21880713-21881128	Cluster_18751	N	0	2	0
Ap7:21883947-21884349	Cluster_18752	N	0	0	2
Ap7:21888287-21888703	Cluster_18753	N	0	0	6
Ap7:21889300-21889716	Cluster_18754	N	3	1	0
Ap7:21892078-21892492	Cluster_18755	N	1	1	1
Ap7:21916823-21917239	Cluster_18756	N	1	0	4
Ap7:21917688-21918792	Cluster_18757	N	0	5	10
Ap7:21996604-21997029	Cluster_18758	N	0	6	8
Ap7:22013402-22013817	Cluster_18759	N	0	2	0
Ap7:22014083-22014500	Cluster_18760	N	2	0	0
Ap7:22020556-22020972	Cluster_18761	N	2	0	0
Ap7:22026153-22026749	Cluster_18762	N	15	5	18
Ap7:22030173-22030823	Cluster_18763	N	0	3	4
Ap7:22054819-22055236	Cluster_18764	N	0	0	3
Ap7:22060112-22060529	Cluster_18765	N	0	1	11
Ap7:22064445-22064861	Cluster_18766	N	0	0	2
Ap7:22067457-22068108	Cluster_18767	N	7	4	15
Ap7:22076441-22076858	Cluster_18768	N	7	1	7
Ap7:22087161-22087577	Cluster_18769	N	0	0	5
Ap7:22117055-22117492	Cluster_18770	N	4	0	0
Ap7:22118413-22118840	Cluster_18771	N	3	0	0
Ap7:22140783-22141200	Cluster_18772	N	0	0	2
Ap7:22188218-22188639	Cluster_18773	N	0	3	0
Ap7:22202468-22202885	Cluster_18774	N	8	3	7
Ap7:22221887-22222303	Cluster_18775	N	0	0	9
Ap7:22222877-22223292	Cluster_18776	N	0	0	2
Ap7:22225384-22225802	Cluster_18777	N	0	0	3
Ap7:22237360-22237777	Cluster_18778	N	1	5	3
Ap7:22273065-22273481	Cluster_18779	N	0	0	3
Ap7:22278564-22278981	Cluster_18780	N	0	2	0
Ap7:22284406-22284832	Cluster_18781	N	7	0	0
Ap7:22287348-22287763	Cluster_18782	N	0	2	0
Ap7:22293125-22293543	Cluster_18783	N	0	2	0
Ap7:22336616-22337038	Cluster_18784	N	2	0	0
Ap7:22381777-22382194	Cluster_18785	N	5	0	0
Ap7:22386457-22386871	Cluster_18786	N	0	0	2
Ap7:22394283-22394698	Cluster_18787	N	1	1	0
Ap7:22398982-22399406	Cluster_18788	N	2	0	0
Ap7:22400927-22401342	Cluster_18789	N	0	0	2
Ap7:22415854-22416272	Cluster_18790	N	0	0	6
Ap7:22417400-22417817	Cluster_18791	N	2	0	0
Ap7:22437991-22438422	Cluster_18792	N	2	0	0
Ap7:22439032-22439433	Cluster_18793	N	0	2	0
Ap7:22469111-22469527	Cluster_18794	N	0	0	3
Ap7:22475712-22476128	Cluster_18795	N	1	1	0
Ap7:22481211-22481629	Cluster_18796	N	1	3	0
Ap7:22482672-22483087	Cluster_18797	N	0	2	0
Ap7:22488088-22488501	Cluster_18798	N	0	2	0
Ap7:22501357-22501773	Cluster_18799	N	0	0	3
Ap7:22505282-22505698	Cluster_18800	N	2	1	2
Ap7:22526197-22526607	Cluster_18801	N	2	0	0
Ap7:22548173-22548592	Cluster_18802	N	1	14	9
Ap7:22585727-22586145	Cluster_18803	N	0	0	4
Ap7:22606116-22606532	Cluster_18804	N	2	0	0
Ap7:22647423-22647836	Cluster_18805	N	0	1	1
Ap7:22654848-22655262	Cluster_18806	N	0	0	2
Ap7:22663422-22663837	Cluster_18807	N	0	0	2
Ap7:22684176-22684919	Cluster_18808	N	0	11	36
Ap7:22694565-22694980	Cluster_18809	N	0	0	3
Ap7:22696589-22697007	Cluster_18810	N	3	1	9
Ap7:22698534-22698952	Cluster_18811	N	2	0	0
Ap7:22708597-22709014	Cluster_18812	N	0	3	8
Ap7:22715466-22715894	Cluster_18813	N	2	0	0
Ap7:22718656-22719089	Cluster_18814	N	3	0	2
Ap7:22719167-22719714	Cluster_18815	N	13	1	1
Ap7:22720979-22721481	Cluster_18816	N	11	2	2
Ap7:22722576-22722991	Cluster_18817	N	1	0	14
Ap7:22723697-22724116	Cluster_18818	N	0	0	2
Ap7:22729357-22729775	Cluster_18819	N	2	0	0
Ap7:22729989-22730405	Cluster_18820	N	2	0	0
Ap7:22731212-22731627	Cluster_18821	N	0	0	2
Ap7:22741879-22742295	Cluster_18822	N	0	0	2
Ap7:22752564-22752981	Cluster_18823	N	2	0	0
Ap7:22780365-22780788	Cluster_18824	N	0	2	0
Ap7:22793980-22794408	Cluster_18825	N	12	0	1
Ap7:22826294-22826710	Cluster_18826	N	0	0	4
Ap7:22832678-22833098	Cluster_18827	N	5	3	0
Ap7:22836822-22837239	Cluster_18828	N	0	2	0
Ap7:22861540-22861956	Cluster_18829	N	4	0	0
Ap7:22870061-22870481	Cluster_18830	N	0	0	3
Ap7:22877367-22877782	Cluster_18831	N	0	1	1
Ap7:22882468-22882885	Cluster_18832	N	1	3	28
Ap7:22887768-22888182	Cluster_18833	N	0	2	2
Ap7:22892550-22893243	Cluster_18834	N	0	24	23
Ap7:22899804-22900241	Cluster_18835	N	2	0	1
Ap7:22909759-22910173	Cluster_18836	N	1	1	0
Ap7:22924134-22924552	Cluster_18837	N	0	0	2
Ap7:22936002-22936559	Cluster_18838	N	4	1	5
Ap7:22948265-22948681	Cluster_18839	N	4	4	5
Ap7:22951307-22951725	Cluster_18840	N	0	9	26
Ap7:22958813-22959230	Cluster_18841	N	2	0	0
Ap7:22980666-22981081	Cluster_18842	N	0	0	3
Ap7:22981829-22982244	Cluster_18843	N	0	0	4
Ap7:22999342-22999758	Cluster_18844	N	0	1	3
Ap7:23014264-23014680	Cluster_18845	N	0	0	12
Ap7:23020283-23020702	Cluster_18846	N	0	0	2
Ap7:23038235-23038651	Cluster_18847	N	0	2	4
Ap7:23055130-23055546	Cluster_18848	N	0	0	3
Ap7:23065727-23066143	Cluster_18849	N	2	0	1
Ap7:23108458-23108875	Cluster_18850	N	0	2	0
Ap7:23115767-23116181	Cluster_18851	N	0	1	3
Ap7:23123310-23123729	Cluster_18852	N	4	0	2
Ap7:23124552-23124968	Cluster_18853	N	1	0	2
Ap7:23141661-23142077	Cluster_18854	N	3	0	0
Ap7:23147511-23147930	Cluster_18855	N	0	0	4
Ap7:23151795-23152215	Cluster_18856	N	0	0	5
Ap7:23177229-23177645	Cluster_18857	N	2	7	44
Ap7:23182368-23182785	Cluster_18858	N	2	0	0
Ap7:23208060-23208477	Cluster_18859	N	4	0	0
Ap7:23239551-23239967	Cluster_18860	N	0	0	2
Ap7:23251162-23251578	Cluster_18861	N	0	0	19
Ap7:23301150-23301566	Cluster_18862	N	0	2	6
Ap7:23310681-23311095	Cluster_18863	N	0	0	2
Ap7:23363804-23364220	Cluster_18864	N	2	1	2
Ap7:23365304-23365720	Cluster_18865	N	7	1	2
Ap7:23370374-23370840	Cluster_18866	N	0	1	4
Ap7:23378417-23378831	Cluster_18867	N	0	0	5
Ap7:23385407-23385825	Cluster_18868	N	1	0	3
Ap7:23387150-23387565	Cluster_18869	N	1	2	0
Ap7:23388051-23388466	Cluster_18870	N	2	0	0
Ap7:23399114-23399537	Cluster_18871	N	0	2	0
Ap7:23415545-23415961	Cluster_18872	N	4	5	5
Ap7:23417283-23417700	Cluster_18873	N	0	0	3
Ap7:23435356-23435772	Cluster_18874	N	1	2	2
Ap7:23460688-23461115	Cluster_18875	N	4	0	0
Ap7:23463957-23464373	Cluster_18876	N	2	0	0
Ap7:23480694-23481108	Cluster_18877	N	0	0	2
Ap7:23482469-23482886	Cluster_18878	N	2	0	0
Ap7:23484186-23484603	Cluster_18879	N	1	0	6
Ap7:23486114-23487289	Cluster_18880	N	19	8	8
Ap7:23487555-23487971	Cluster_18881	N	0	1	3
Ap7:23488368-23489098	Cluster_18882	N	7	5	6
Ap7:23489954-23490370	Cluster_18883	N	3	0	0
Ap7:23492560-23493149	Cluster_18884	N	5	4	0
Ap7:23494445-23494864	Cluster_18885	N	0	0	2
Ap7:23501299-23501716	Cluster_18886	N	2	1	0
Ap7:23506731-23507149	Cluster_18887	N	0	0	3
Ap7:23515890-23516305	Cluster_18888	N	0	0	2
Ap7:23520446-23520861	Cluster_18889	N	3	0	0
Ap7:23527531-23527945	Cluster_18890	N	0	0	2
Ap7:23547326-23547742	Cluster_18891	N	0	1	1
Ap7:23549497-23549914	Cluster_18892	N	2	2	1
Ap7:23551670-23552085	Cluster_18893	N	0	0	3
Ap7:23581704-23582115	Cluster_18894	N	1	1	0
Ap7:23587707-23588124	Cluster_18895	N	1	1	0
Ap7:23593624-23594041	Cluster_18896	N	0	2	0
Ap7:23617295-23617713	Cluster_18897	N	0	6	0
Ap7:23619125-23619542	Cluster_18898	N	8	0	0
Ap7:23634518-23634940	Cluster_18899	N	3	0	1
Ap7:23655932-23656672	Cluster_18900	N	5	6	2
Ap7:23658938-23659418	Cluster_18901	N	6	1	0
Ap7:23675379-23675795	Cluster_18902	N	1	0	3
Ap7:23688487-23688900	Cluster_18903	N	0	2	0
Ap7:23689026-23689795	Cluster_18904	N	63	38	29
Ap7:23692339-23692754	Cluster_18905	N	0	2	0
Ap7:23703244-23703658	Cluster_18906	N	0	1	2
Ap7:23712556-23712972	Cluster_18907	N	5	6	5
Ap7:23718051-23718474	Cluster_18908	N	0	4	2
Ap7:23718713-23719126	Cluster_18909	N	3	1	0
Ap7:23735773-23736189	Cluster_18910	N	0	0	6
Ap7:23763150-23763604	Cluster_18911	N	0	3	3
Ap7:23775239-23775689	Cluster_18912	N	1	0	3
Ap7:23780008-23780424	Cluster_18913	N	0	0	6
Ap7:23797034-23797572	Cluster_18914	N	1	2	1
Ap7:23798384-23798798	Cluster_18915	N	0	0	2
Ap7:23802544-23803005	Cluster_18916	N	0	2	8
Ap7:23805243-23805669	Cluster_18917	N	4	0	0
Ap7:23805995-23806412	Cluster_18918	N	0	1	1
Ap7:23808505-23808922	Cluster_18919	N	0	0	3
Ap7:23842451-23842866	Cluster_18920	N	0	4	3
Ap7:23849045-23849462	Cluster_18921	N	0	2	1
Ap7:23855463-23855878	Cluster_18922	N	0	0	2
Ap7:23860376-23860791	Cluster_18923	N	0	1	22
Ap7:23861297-23861712	Cluster_18924	N	0	2	0
Ap7:23871439-23871857	Cluster_18925	N	1	3	4
Ap7:23878314-23878730	Cluster_18926	N	0	0	3
Ap7:23901281-23901699	Cluster_18927	N	2	0	0
Ap7:23943544-23943961	Cluster_18928	N	0	0	2
Ap7:24001549-24002305	Cluster_18929	N	0	10	9
Ap7:24003389-24004209	Cluster_18930	N	1	10	10
Ap7:24004560-24005581	Cluster_18931	N	3	15	12
Ap7:24018953-24019371	Cluster_18932	N	0	2	0
Ap7:24037078-24037494	Cluster_18933	N	2	0	0
Ap7:24039478-24039894	Cluster_18934	N	2	0	0
Ap7:24052159-24052574	Cluster_18935	N	0	2	0
Ap7:24074847-24075263	Cluster_18936	N	0	4	10
Ap7:24103345-24103753	Cluster_18937	N	2	0	0
Ap7:24110982-24111399	Cluster_18938	N	2	0	0
Ap7:24112794-24113211	Cluster_18939	N	2	0	0
Ap7:24119532-24119947	Cluster_18940	N	0	0	2
Ap7:24120923-24121341	Cluster_18941	N	8	0	3
Ap7:24146668-24147083	Cluster_18942	N	1	0	2
Ap7:24172012-24172436	Cluster_18943	N	0	2	0
Ap7:24186674-24187091	Cluster_18944	N	1	0	1
Ap7:24191870-24192287	Cluster_18945	N	0	0	2
Ap7:24193358-24193775	Cluster_18946	N	1	0	4
Ap7:24207703-24208119	Cluster_18947	N	0	0	4
Ap7:24217471-24217888	Cluster_18948	N	0	2	2
Ap7:24231703-24232120	Cluster_18949	N	0	2	0
Ap7:24236479-24236894	Cluster_18950	N	0	1	1
Ap7:24257275-24257691	Cluster_18951	N	0	1	1
Ap7:24259078-24259494	Cluster_18952	N	2	0	0
Ap7:24261348-24261766	Cluster_18953	N	2	0	0
Ap7:24262659-24263075	Cluster_18954	N	1	7	7
Ap7:24280085-24280494	Cluster_18955	N	1	2	0
Ap7:24335753-24336170	Cluster_18956	N	6	2	7
Ap7:24356087-24356505	Cluster_18957	N	0	0	2
Ap7:24365824-24366241	Cluster_18958	N	1	7	0
Ap7:24368867-24369595	Cluster_18959	N	4	4	1
Ap7:24375352-24375768	Cluster_18960	N	1	0	1
Ap7:24376719-24377145	Cluster_18961	N	2	0	0
Ap7:24378697-24379105	Cluster_18962	N	5	0	0
Ap7:24379298-24379725	Cluster_18963	N	2	0	0
Ap7:24379938-24380745	Cluster_18964	N	4	0	0
Ap7:24380939-24381361	Cluster_18965	N	2	2	0
Ap7:24383145-24383570	Cluster_18966	N	4	0	0
Ap7:24385566-24385993	Cluster_18967	N	1	2	0
Ap7:24387821-24388369	Cluster_18968	N	7	3	0
Ap7:24398700-24399116	Cluster_18969	N	0	2	0
Ap7:24402212-24402630	Cluster_18970	N	0	0	4
Ap7:24440509-24440980	Cluster_18971	N	0	3	10
Ap7:24441867-24442281	Cluster_18972	N	0	0	2
Ap7:24448985-24449400	Cluster_18973	N	0	1	1
Ap7:24458802-24459224	Cluster_18974	N	0	0	2
Ap7:24459255-24459676	Cluster_18975	N	2	10	1
Ap7:24475851-24476268	Cluster_18976	N	0	0	2
Ap7:24487053-24487470	Cluster_18977	N	2	3	0
Ap7:24498944-24499362	Cluster_18978	N	1	8	3
Ap7:24512409-24512862	Cluster_18979	N	10	29	21
Ap7:24521051-24521466	Cluster_18980	N	0	0	2
Ap7:24532396-24532812	Cluster_18981	N	1	0	3
Ap7:24535112-24535529	Cluster_18982	N	2	1	0
Ap7:24535725-24536140	Cluster_18983	N	0	3	0
Ap7:24537778-24538196	Cluster_18984	N	17	22	17
Ap7:24616879-24617296	Cluster_18985	N	0	0	3
Ap7:24630543-24630963	Cluster_18986	N	0	3	0
Ap7:24660737-24661154	Cluster_18987	N	1	1	5
Ap7:24682268-24682685	Cluster_18988	N	0	2	10
Ap7:24686297-24686712	Cluster_18989	N	2	12	20
Ap7:24691209-24691626	Cluster_18990	N	0	1	10
Ap7:24700881-24701298	Cluster_18991	N	1	1	9
Ap7:24702841-24703258	Cluster_18992	N	0	2	0
Ap7:24706516-24707112	Cluster_18993	N	11	8	14
Ap7:24721341-24721758	Cluster_18994	N	0	2	10
Ap7:24735332-24735746	Cluster_18995	N	0	1	1
Ap7:24737008-24737425	Cluster_18996	N	2	0	0
Ap7:24739155-24739572	Cluster_18997	N	0	0	4
Ap7:24743428-24743844	Cluster_18998	N	0	0	3
Ap7:24760350-24760776	Cluster_18999	N	1	2	0
Ap7:24763959-24764433	Cluster_19000	N	2	5	3
Ap7:24773449-24773863	Cluster_19001	N	0	1	1
Ap7:24787539-24787956	Cluster_19002	N	0	4	1
Ap7:24805862-24806279	Cluster_19003	N	0	0	2
Ap7:24808780-24809198	Cluster_19004	N	1	3	0
Ap7:24811370-24811790	Cluster_19005	N	1	0	3
Ap7:24824887-24825304	Cluster_19006	N	0	0	2
Ap7:24827413-24827828	Cluster_19007	N	3	5	2
Ap7:24832827-24833245	Cluster_19008	N	12	84	111
Ap7:24841405-24841820	Cluster_19009	N	0	1	2
Ap7:24859170-24859586	Cluster_19010	N	0	0	2
Ap7:24859882-24860298	Cluster_19011	N	3	0	0
Ap7:24862993-24863408	Cluster_19012	N	0	0	2
Ap7:24863703-24864119	Cluster_19013	N	0	2	0
Ap7:24865611-24866026	Cluster_19014	N	0	0	3
Ap7:24882231-24882647	Cluster_19015	N	0	4	3
Ap7:24884212-24884631	Cluster_19016	N	3	0	0
Ap7:24893847-24894285	Cluster_19017	N	2	0	0
